t_h,mode,objective_id,active_redox_pressure,ethanol_cap_target,ethanol_cap_baseline,ethanol_cap_applied,ethanol_cap_relaxed,ethanol_cap_omitted,ethanol_cap_mode,status_baseline,status_pairwise,status_redox,obj_baseline,obj_redox,mu_baseline,mu_redox,v_eth_baseline,v_eth_redox,v_ADH_eth_baseline,v_ADH_eth_redox,v_PDC_baseline,v_PDC_redox,v_r0179_redox,v_r0181_redox,v_r1865_baseline,v_r1865_redox,v_r1862_baseline,v_r1862_pairwise,v_r1862_redox,v_r0160_redox,v_r1863_redox,N_gN_L,X_gDW_L,E_g_L,glucose_g_L,fructose_g_L,flag_yan_low,flag_mu_low,flag_sugar_high,flag_turnover,flag_yan_value,flag_mu_value,flag_sugar_val
50.0,BIOMASS,r_2111,True,r_2115,1.679134627112701,1.4272644330457958,False,False,min_of_both,optimal,optimal,optimal,0.00209810229941724,0.0020982505818139393,0.00209810229941724,0.0020982505818139393,1.6786845072272567,0.8645793689293212,1.679134627112701,0.8790153206203356,1.8207214553000017,0.8794114177898033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012268111304867834,2.1077098234214624,8.254411695190177,103.28588889614102,99.12378046477173,True,True,True,False,0.0012268111304867834,0.00209810229941724,202.40966936091274
51.0,BIOMASS,r_2111,True,r_2115,1.6756227451529129,1.424279333379976,False,False,min_of_both,optimal,optimal,optimal,0.0020552174574146515,0.002055361090611217,0.0020552174574146515,0.002055361090611217,1.6751818256387636,0.8609176624269032,1.6756227451529129,0.8754996558983456,1.8176316304637203,0.8758874510697272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001128666240047841,2.1121275920576603,8.337660841173387,103.28460267026844,98.96133428110308,True,True,True,False,0.001128666240047841,0.0020552174574146515,202.2459369513715
52.0,BIOMASS,r_2111,True,r_2115,1.6722275791654035,1.421393442290593,False,False,min_of_both,optimal,optimal,optimal,0.0020158647893586752,0.002016005672311034,0.0020158647893586752,0.002016005672311034,1.6717951022417048,0.8575328524317198,1.6722275791654035,0.8722487254666597,1.8145922352882338,0.8726290952560711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010383729408440139,2.1164641326756457,8.420749455227897,103.2833400937961,98.79927902180327,True,True,True,False,0.0010383729408440139,0.0020158647893586752,202.08261911559936
53.0,TURNOVER_ATPM,r_4046,True,r_2115,6.018105231942099,5.0,False,False,min_of_both,optimal,optimal,optimal,6.018105231942097,5.339368410647372,0.0,0.0,6.018105231942102,4.9999999999999964,6.018105231942099,5.0,6.018105231942099,5.339368410647365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009553031055764927,2.120726371693124,8.503700603843868,103.28209915010918,98.63756358488202,True,True,True,True,0.0009553031055764927,0.0,201.9196627349912
54.0,TURNOVER_ATPM,r_4046,True,r_2115,5.968429511276965,5.0,False,False,min_of_both,optimal,optimal,optimal,5.968429511276964,5.322809837092347,0.0,0.0,5.968429511276967,4.999999999999997,5.968429511276965,5.0,5.96842951127696,5.322809837092325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009553031055764927,2.120726371693124,9.091680702415161,102.47804088679774,98.29197845077421,True,True,True,True,0.0009553031055764927,0.0,200.77001933757197
55.0,TURNOVER_ATPM,r_4046,True,r_2115,5.9200672737339035,5.0,False,False,min_of_both,optimal,optimal,optimal,5.9200672737339035,5.30668909124465,0.0,0.0,5.920067273733906,4.9999999999999964,5.9200672737339035,5.0,5.920067273733901,5.306689091244633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009553031055764927,2.120726371693124,9.674807390484714,101.68182663002867,97.94803890229196,True,True,True,True,0.0009553031055764927,0.0,199.62986553232062
56.0,TURNOVER_ATPM,r_4046,True,r_2115,5.872961523469599,4.992017294949159,False,False,min_of_both,optimal,optimal,optimal,5.8729615234696,5.285665371122647,0.0,0.0,5.872961523469601,4.9920172949491555,5.872961523469599,4.992017294949159,5.872961523469596,5.285665371122638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009553031055764927,2.120726371693124,10.253208997801812,100.8932582534637,97.60569215005489,True,True,True,True,0.0009553031055764927,0.0,198.4989504035186
57.0,TURNOVER_ATPM,r_4046,True,r_2115,5.827058646715411,4.9529998497081,False,False,min_of_both,optimal,optimal,optimal,5.827058646715414,5.244352782043882,0.0,0.0,5.827058646715412,4.952999849708098,5.827058646715411,4.9529998497081,5.827058646715411,5.244352782043871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009553031055764927,2.120726371693124,10.827008285515612,100.11214623925633,97.26488768415192,True,True,True,True,0.0009553031055764927,0.0,197.37703392340825
58.0,TURNOVER_ATPM,r_4046,True,r_2115,5.782308157254026,4.914961933665922,False,False,min_of_both,optimal,optimal,optimal,5.782308157254026,5.2040773415286266,0.0,0.0,5.78230815725403,4.914961933665922,5.782308157254026,4.914961933665922,5.782308157254026,5.204077341528621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009553031055764927,2.120726371693124,11.39632277661014,99.3383091679401,96.92557713817246,True,True,True,True,0.0009553031055764927,0.0,196.26388630611257
59.0,TURNOVER_ATPM,r_4046,True,r_2115,5.738662464922009,4.877863095183708,False,False,min_of_both,optimal,optimal,optimal,5.738662464922011,5.164796218429825,0.0,0.0,5.73866246492201,4.877863095183706,5.738662464922009,4.877863095183708,5.738662464922009,5.1647962184298075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009553031055764927,2.120726371693124,11.961265061471888,98.5715732466763,96.58771416350014,True,True,True,True,0.0009553031055764927,0.0,195.15928741017643
60.0,TURNOVER_ATPM,r_4046,True,r_2115,5.696076664714713,4.841665165007506,False,False,min_of_both,optimal,optimal,optimal,5.696076664714714,5.126468998243244,0.0,0.0,5.696076664714715,4.841665165007505,5.696076664714713,4.841665165007506,5.696076664714714,5.126468998243238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009553031055764927,2.120726371693124,12.521943080839677,97.81177187239243,96.25125431293894,True,True,True,True,0.0009553031055764927,0.0,194.06302618533135
61.0,TURNOVER_ATPM,r_4046,True,r_2115,5.654508344359573,4.806332092705636,False,False,min_of_both,optimal,optimal,optimal,5.6545083443595745,5.089057509923635,0.0,0.0,5.654508344359574,4.806332092705633,5.654508344359573,4.806332092705636,5.654508344359574,5.089057509923614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009553031055764927,2.120726371693124,13.07846038814967,97.0587452267076,95.91615493283975,True,True,True,True,0.0009553031055764927,0.0,192.97490015954736
62.0,TURNOVER_ATPM,r_4046,True,r_2115,5.613917408475174,4.771829797203898,False,False,min_of_both,optimal,optimal,optimal,5.613917408475176,5.05252566762767,0.0,0.0,5.613917408475175,4.771829797203895,5.613917408475174,4.771829797203898,5.613917408475172,5.052525667627655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009553031055764927,2.120726371693124,13.630916393079948,96.3123398998626,95.5823750629817,True,True,True,True,0.0009553031055764927,0.0,191.8947149628443
63.0,TURNOVER_ATPM,r_4046,True,r_2115,5.574265917651429,4.7381260300037145,False,False,min_of_both,optimal,optimal,optimal,5.574265917651429,5.016839325886289,0.0,0.0,5.574265917651432,4.738126030003714,5.574265917651429,4.7381260300037145,5.574265917651429,5.016839325886283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009553031055764927,2.120726371693124,14.179406587915093,95.57240854115574,95.24987534353878,True,True,True,True,0.0009553031055764927,0.0,190.8222838846945
64.0,TURNOVER_ATPM,r_4046,True,r_2115,5.535517940976241,4.705190249829805,False,False,min_of_both,optimal,optimal,optimal,5.535517940976241,4.981966146878639,0.0,0.0,5.535517940976242,4.705190249829802,5.535517940976241,4.705190249829805,5.535517940976241,4.981966146878617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009553031055764927,2.120726371693124,14.724022758188603,94.83880953363659,94.91861792852922,True,True,True,True,0.0009553031055764927,0.0,189.75742746216582
65.0,TURNOVER_ATPM,r_4046,True,r_2115,5.497639420699641,4.672993507594694,False,False,min_of_both,optimal,optimal,optimal,5.49763942069964,4.947875478629695,0.0,0.0,5.497639420699643,4.672993507594691,5.497639420699641,4.672993507594694,5.497639420699641,4.947875478629676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009553031055764927,2.120726371693124,15.264853178916894,94.11140669103126,94.58856640520524,True,True,True,True,0.0009553031055764927,0.0,188.6999730962365
66.0,TURNOVER_ATPM,r_4046,True,r_2115,5.460598047871379,4.641508340690672,False,False,min_of_both,optimal,optimal,optimal,5.460598047871382,4.914538243084243,0.0,0.0,5.46059804787138,4.641508340690672,5.460598047871379,4.641508340690672,5.460598047871378,4.914538243084243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009553031055764927,2.120726371693124,15.801982797610723,93.39006897507062,94.2596857188932,True,True,True,True,0.0009553031055764927,0.0,187.6497546939638
67.0,TURNOVER_ATPM,r_4046,True,r_2115,5.4243631479149,4.610708675727666,False,False,min_of_both,optimal,optimal,optimal,5.424363147914901,4.881926833123425,0.0,0.0,5.424363147914903,4.610708675727662,5.4243631479149,4.610708675727666,5.4243631479148995,4.8819268331234085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009553031055764927,2.120726371693124,16.33549340513619,92.67467023156789,93.93194210284135,True,True,True,True,0.0009553031055764927,0.0,186.60661233440925
68.0,TURNOVER_ATPM,r_4046,True,r_2115,5.388905575212161,4.580569738930337,False,False,min_of_both,optimal,optimal,optimal,5.3889055752121635,4.850015017690952,0.0,0.0,5.388905575212161,4.580569738930335,5.388905575212161,4.580569738930337,5.388905575212161,4.85001501769094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009553031055764927,2.120726371693124,16.86546379539609,91.96508894374823,93.60530301267465,True,True,True,True,0.0009553031055764927,0.0,185.5703919564229
69.0,TURNOVER_ATPM,r_4046,True,r_2115,5.35419761587179,4.551067973491022,False,False,min_of_both,optimal,optimal,optimal,5.354197615871793,4.818777854284612,0.0,0.0,5.35419761587179,4.551067973491022,5.35419761587179,4.551067973491022,5.35419761587179,4.818777854284613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009553031055764927,2.120726371693124,17.391969914712003,91.26120800147245,93.27973706509285,True,True,True,True,0.0009553031055764927,0.0,184.5409450665653
70.0,TURNOVER_ATPM,r_4046,True,r_2115,5.320212897939722,4.522180963248764,False,False,min_of_both,optimal,optimal,optimal,5.320212897939724,4.788191608145751,0.0,0.0,5.320212897939721,4.522180963248762,5.320212897939722,4.522180963248764,5.320212897939721,4.788191608145744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009553031055764927,2.120726371693124,17.915085001706675,90.56291448512164,92.95521398048194,True,True,True,True,0.0009553031055764927,0.0,183.51812846560358
71.0,TURNOVER_ATPM,r_4046,True,r_2115,5.28692630838759,4.493887362129452,False,False,min_of_both,optimal,optimal,optimal,5.286926308387593,4.758233677548833,0.0,0.0,5.28692630838759,4.493887362129451,5.28692630838759,4.493887362129452,5.28692630838759,4.758233677548829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009553031055764927,2.120726371693124,18.434879718413775,89.87009946302099,92.63170452913909,True,True,True,True,0.0009553031055764927,0.0,182.5018039921601
