rxn_id,ester,final_mg_L,max_flux_mmol_gDW_h
r_2000,phenethyl acetate,6.1051408415372785,0.010041275769217633
r_1862,isoamyl acetate,5.0793335308249645,0.0014187928400444486
r_1867,isobutyl acetate,0.21103239704881271,0.002535705059110949
r_1765,ethyl acetate,0.0,0.0
r_4647,hexyl acetate,0.0,0.0
r_4644,ethyl hexanoate,0.0,0.0
r_4739,benzyl acetate,0.0,0.0
