fe,cp,t_h,X_gDW_L,N_free_gN_L,G_g_L,F_g_L,E_g_L,O2_g_L,Prot_g_L,Carb_g_L,AA_leu_mmol_L,AA_met_mmol_L,AA_phe_mmol_L,AA_tyr_mmol_L,AA_val_mmol_L,Aroma_ethyl_acetate_mmol_L,Aroma_isoamyl_mmol_L,Aroma_isobutanol_mmol_L,Aroma_methionol_mmol_L,Aroma_pea_mmol_L,Aroma_tyrosol_mmol_L
1,1,0.62020410288672,0.5044723440811991,0.06980467929263183,109.83506336744081,109.91637133691746,0.12539375184055945,0.0,0.23576388339029472,0.18606838189698643,0.9921676652396452,0.998784722951102,0.9953767863735489,0.998976248037587,0.9921676652396452,0.0,0.0,0.0,0.0,0.0,0.0
1,2,2.57979589711328,0.492182890237066,0.07034139667716748,109.3344908335216,109.66198178218855,0.5162803179894154,0.0,0.215678763365894,0.17974672721245866,1.012316709856758,1.0007509033134794,1.0067075591092265,1.0004161409167973,1.012316709856758,0.0,0.0,0.0,0.0,0.0,0.0
1,3,4.0,0.5209047855108403,0.06908702518875458,108.96620873161518,109.47431309272159,0.7894837273496413,0.0,0.25596698684582675,0.1890717706390109,0.9652260289608287,0.9961557091597117,0.9802262140460011,0.9970509423484433,0.9652260289608287,0.0,0.0,0.0,0.0,0.0,0.0
2,1,4.62020410288672,0.5508778467230261,0.06793121065374995,108.79585630576061,109.38741295319787,0.9093848406711257,0.0,0.2988690177969229,0.19955964296293963,0.9674862088154644,0.9913603419201926,0.9327975391272243,0.9452740602821351,0.9298342169115963,0.0,0.0,0.0,0.0,0.0,0.0
2,2,6.57979589711328,0.6558729529299084,0.06412820754228842,108.19950686920518,109.08284068451272,1.3295750410688763,0.0,0.4485962393357814,0.23629700826658134,0.8855550988503762,0.974562254829588,0.7987995143190296,0.8061194207694873,0.7965600205717795,0.0,0.0,0.0,0.0,0.0,0.0
2,3,8.0,0.741470206348565,0.06070068585773649,107.71269169626304,108.83383396255718,1.6724025578630188,0.0,0.5701744374749811,0.2662404584011938,0.800011263251577,0.9608676154355391,0.7167414077104358,0.7084224959322474,0.6976325985863586,0.0,0.0,0.0,0.0,0.0,0.0
3,1,8.62020410288672,0.7831212622145257,0.05891606770191148,107.47467469739254,108.71188910399603,1.839490477346792,0.0,0.6291274727240674,0.28080366528393347,0.7613023677003116,0.9542038947238953,0.6820615606098263,0.6741451630235171,0.6638773395890283,0.0,0.0,0.0,0.0,0.0,0.0
3,2,10.57979589711328,0.9272607253257845,0.05148160556170145,106.64517571993126,108.28640038276875,2.4231255096936604,0.0,0.8325273922789286,0.33116691835108,0.65193992914897,0.9311431317797154,0.5840822048700743,0.5773030118706838,0.5685101795265342,0.0,0.0,0.0,0.0,0.0,0.0
3,3,12.0,1.0430858088715382,0.04443940597988238,105.97181164652874,107.94059994468722,2.896817730913857,0.0,0.9954117321320698,0.3715955390728396,0.5849682356895529,0.9126123648614513,0.5240813173178706,0.5179985290256592,0.5101089560863453,0.0,0.0,0.0,0.0,0.0,0.0
4,1,12.62020410288672,1.0977259358947906,0.0408807543480569,105.64766402529386,107.7745228622009,3.1246835984262784,0.0,1.0719815592443265,0.3906307389288954,0.5566642912624676,0.9073937454235802,0.4987234131179048,0.4929349432027957,0.48542711070749844,0.0,0.0,0.0,0.0,0.0,0.0
4,2,14.57979589711328,1.2866812917366597,0.028545272551281933,104.53116173755892,107.20370908059127,3.90749998442446,0.0,1.336180269963529,0.45642533420275433,0.47669847619372674,0.8524323322554646,0.42708090820099825,0.42212396227984395,0.4156946432698009,0.0,0.0,0.0,0.0,0.0,0.0
4,3,16.0,1.426182552947653,0.019252329860206818,103.64148057749722,106.75235361742004,4.5338771773884075,0.0,1.5299178365829258,0.5046897590405783,0.427728773936201,0.798376668560919,0.38320825922282686,0.37876052442356195,0.3729916686903356,0.0,0.0,0.0,0.0,0.0,0.0
5,1,16.62020410288672,1.4855826973327722,0.015240010312973413,103.22587761087574,106.54304702451661,4.828109774781748,0.0,1.6117731676180589,0.52507175166886,0.40703292977111627,0.7790222265391169,0.36466655967181194,0.3604340304698841,0.3549443033493228,0.0,0.0,0.0,0.0,0.0,0.0
5,2,18.57979589711328,1.6212619680124563,0.007246466933728346,101.89104035465799,105.90388730814543,5.783676287299909,0.0,1.7928440344011145,0.5698226670373613,0.34856192579285294,0.7071525521888506,0.3122815600765698,0.3086570412190218,0.3039559231588783,0.0,0.0,0.0,0.0,0.0,0.0
5,3,20.0,1.6730532177499686,0.0056059720236228475,100.90089179729588,105.45821788194526,6.498712853322246,0.0,1.8545689370104999,0.5846483300506221,0.3127552795021501,0.6458846594747224,0.28020187914373096,0.27694969545850845,0.27273150814637337,0.0,0.0,0.0,0.0,0.0,0.0
6,1,20.62020410288672,1.7077547384292362,0.0036257864056441426,100.46687955290089,105.25276252709567,6.812901977149214,0.0,1.8994053898818937,0.5956559970567679,0.29762247824864013,0.6264694920122457,0.26664418843202886,0.2635493630795792,0.2595352746090248,0.0,0.0,0.0,0.0,0.0,0.0
6,2,22.57979589711328,1.7708461064155858,0.0016376186885856325,99.1060305022322,104.63569495351686,7.80108141264415,0.0,1.9720972970007842,0.6129635224477615,0.254868480139734,0.5524206798935246,0.22834027672798785,0.22569002853934872,0.2222525710137718,0.0,0.0,0.0,0.0,0.0,0.0
6,3,24.0,1.7959142562758723,0.0018189328037570324,98.09912711797315,104.18754874901049,8.536405192471506,0.0,1.9936638694118276,0.6176282499793391,0.2286866603719721,0.5031074772293878,0.20488361402989602,0.20250561731926137,0.19942127875662816,0.0,0.0,0.0,0.0,0.0,0.0
7,1,24.62020410288672,1.8127481699315853,0.0011990409932497214,97.66983992629682,103.99054720885992,8.85110280108299,0.0,2.0120196883943544,0.6219321003259242,0.21762155609540562,0.4903941955645843,0.19497023058149943,0.19270729428378833,0.18977219279411886,0.0,0.0,0.0,0.0,0.0,0.0
7,2,26.57979589711328,1.8503005762508418,0.0005766504079784166,96.31241873387559,103.37335914801152,9.848705488479355,0.0,2.046671774460124,0.6296214621401338,0.18635983267817346,0.44514222688388694,0.16696241034350467,0.16502454886797177,0.1625110799252699,0.0,0.0,0.0,0.0,0.0,0.0
7,3,28.0,1.8700865734578256,0.00063341030669885,95.3177125024958,102.92062814263305,10.58292186178586,0.0,2.0604474764516802,0.6323276463229376,0.16721568606398596,0.41266533418934964,0.14981089857865992,0.14807210738384388,0.14581683902684647,0.0,0.0,0.0,0.0,0.0,0.0
8,1,28.62020410288672,1.8807541762084243,0.0004349080142969485,94.8914471469209,102.7238102457271,10.89836305964629,0.0,2.0696140839475956,0.6343096136380163,0.15912488181696055,0.39995990171442974,0.14256223260119233,0.14090757358030598,0.13876142737105968,0.0,0.0,0.0,0.0,0.0,0.0
8,2,30.57979589711328,1.9083504467741719,0.00023560556207612182,93.54379502495695,102.09914494562227,11.899062173990577,0.0,2.089413390266099,0.6382565429896946,0.13626630965428038,0.35940010875345846,0.12208291444317057,0.12066595013226093,0.11882810164135732,0.0,0.0,0.0,0.0,0.0,0.0
8,3,32.0,1.9249671386546134,0.00025378126599981946,92.56043057460899,101.6370281552098,12.63389668464022,0.0,2.0985904559209008,0.6398128607175904,0.1222681096499865,0.33125486769152335,0.10954172904071612,0.10827032491906663,0.10662127269643012,0.0,0.0,0.0,0.0,0.0,0.0
9,1,32.62020410288672,1.9327759253869796,0.00017897672888467724,92.1331256973148,101.43313312409649,12.95469275949133,0.0,2.103473712039008,0.6407160745022455,0.11635211358456152,0.3205840459051364,0.10424150447799183,0.10303161780191972,0.10146235569371882,0.0,0.0,0.0,0.0,0.0,0.0
9,2,34.57979589711328,1.9543694648929468,0.00010387065578146864,90.77242056716698,100.77011635030938,13.984466029805095,0.0,2.114278499994633,0.6424047710389418,0.0996379256192098,0.28804273266171787,0.08926702704084631,0.08823094273670919,0.08688710792016047,0.0,0.0,0.0,0.0,0.0,0.0
9,3,36.0,1.9680255099974748,0.0001107200735000373,89.77084818041762,100.26461192772153,14.752283866957528,0.0,2.1190753263882702,0.6428662617966171,0.08940244177607011,0.26622486886499347,0.08009691227457161,0.0791672615808215,0.07796147459562969,0.0,0.0,0.0,0.0,0.0,0.0
10,1,36.62020410288672,1.9741454053426073,8.052336115949198e-05,89.3312159360776,100.03716233884141,15.092156049723151,0.0,2.1214341761503217,0.6431363483747612,0.08507666545303136,0.2575457511797364,0.0762213880743076,0.07533671893676369,0.07418927448324719,0.0,0.0,0.0,0.0,0.0,0.0
10,2,38.57979589711328,1.9917191457988264,5.0204926315966046e-05,87.92681091167213,99.28949391498949,16.189406928989293,0.0,2.1262490145861093,0.6433278241681288,0.07285525121276619,0.23165816849453513,0.06527205017226681,0.06451446532908174,0.06353185331122131,0.0,0.0,0.0,0.0,0.0,0.0
10,3,40.0,2.0031573411462493,5.296986417300392e-05,86.89879293635548,98.72592029405577,17.001495104986684,0.0,2.127781371362951,0.6429769498690389,0.06537106542666245,0.21461671914613803,0.058566862255166746,0.05788710166789667,0.057005430224324416,0.0,0.0,0.0,0.0,0.0,0.0
11,1,40.62020410288672,2.008177031452943,3.97114109557409e-05,86.44997460543831,98.4764497393878,17.357806966665024,0.0,2.1285099658202893,0.6428403780963692,0.06220805777925652,0.2076809282660159,0.05573307895993371,0.0550862088865616,0.05424719750215033,0.0,0.0,0.0,0.0,0.0,0.0
11,2,42.57979589711328,2.022913536159299,2.6399513108709688e-05,85.03248016372085,97.67923778719772,18.48837567420599,0.0,2.1291469804612007,0.6419934590404504,0.053271759686774625,0.18721665528555595,0.04772692308596148,0.04717297704862456,0.04645449114116501,0.0,0.0,0.0,0.0,0.0,0.0
11,3,44.0,2.0326915228898215,2.761351279227637e-05,84.00739299195293,97.09536313049142,19.31012547164614,0.0,2.128268131361208,0.6410461621013305,0.04779932303997557,0.17387787362737397,0.042824089680977916,0.04232704873956604,0.041682370580026,0.0,0.0,0.0,0.0,0.0,0.0
12,1,44.62020410288672,2.036947607549293,2.101654595132363e-05,83.56174611034223,96.83994089392026,19.668205041791747,0.0,2.127882378921551,0.6406335474162709,0.04548653184819235,0.16839011943184176,0.04075202733550352,0.040279035937853834,0.039665550813572314,0.0,0.0,0.0,0.0,0.0,0.0
12,2,46.57979589711328,2.049622905006901,1.439298683413548e-05,82.15979929405916,96.03090960566547,20.797825200874566,0.0,2.1255383492186812,0.6390511236330428,0.038952310682969594,0.1522959303805705,0.03489792616045503,0.03449288081795427,0.03396752392241985,0.0,0.0,0.0,0.0,0.0,0.0
12,3,48.0,2.05815800227267,1.499703283604684e-05,81.1497205921093,95.44295287465411,21.614578932455515,0.0,2.122890765805204,0.6376699323894164,0.03495086500683013,0.14187157450842547,0.031312974374731045,0.03094953803837068,0.030478149368115007,0.0,0.0,0.0,0.0,0.0,0.0
13,1,48.62020410288672,2.061861699625133,1.1522708987220396e-05,80.71086653650772,95.18623534738617,21.970104327429112,0.0,2.121716596217545,0.6370637474976321,0.033259752087398245,0.1375536459640079,0.029797882387720166,0.029452031077758716,0.02900345075488407,0.0,0.0,0.0,0.0,0.0,0.0
13,2,50.57979589711328,2.0730167132213664,8.034380190097757e-06,79.33163014629025,94.37443648521543,23.090248439915197,0.0,2.117228352074774,0.634957497003691,0.028481929571387364,0.12494088990533365,0.02551736360852471,0.02522119445408816,0.02483705349207339,0.0,0.0,0.0,0.0,0.0,0.0
13,3,52.0,2.0806248783655317,8.352503879487987e-06,78.33897107428665,93.78540503401118,23.899093418696438,0.0,2.1132994820595905,0.6332656586626346,0.025556072492994186,0.1168084213231248,0.022896046862803335,0.02263030221365664,0.02228562281796569,0.0,0.0,0.0,0.0,0.0,0.0
14,1,52.62020410288672,2.083923717325478,6.467484994114371e-06,77.90768367378236,93.52826397871254,24.251159503402057,0.0,2.1115649305417725,0.6325235698751611,0.02431953072630559,0.11342533877713358,0.021788211601900982,0.021535325124057172,0.021207323191971227,0.0,0.0,0.0,0.0,0.0,0.0
14,2,54.57979589711328,2.0939531493430446,4.574867625359326e-06,76.55272379731022,92.71545177822263,25.359955163613417,0.0,2.1055431021743747,0.6300478539357247,0.020825986902598435,0.103572404573958,0.018658296270553265,0.01844173738482926,0.01816085351340406,0.0,0.0,0.0,0.0,0.0,0.0
14,3,56.0,2.100871664570438,4.747467874638872e-06,75.57799571662765,92.12596731010323,26.160204893882614,0.0,2.1006989816221173,0.6281378526236511,0.018686600206877346,0.09724204680885454,0.016741589466081796,0.016547276978625732,0.016295247404496508,0.0,0.0,0.0,0.0,0.0,0.0
15,1,56.62020410288672,2.1038729039048816,3.7016274936951946e-06,75.15447063267027,91.86861473067485,26.508556096882405,0.0,2.0985696818168362,0.6273017145977442,0.017782440867074645,0.09460115399471344,0.015931540323309994,0.0157466297307106,0.015506794717969358,0.0,0.0,0.0,0.0,0.0,0.0
15,2,58.57979589711328,2.1130696547971692,2.651571345569613e-06,73.82415605098481,91.05525585430557,27.605445028703798,0.0,2.091466565611022,0.6245707764538858,0.015227961623179975,0.0869276329634053,0.013642946233028544,0.013484598375787152,0.013279216089001044,0.0,0.0,0.0,0.0,0.0,0.0
15,3,60.0,2.1194768143037095,2.747332885073614e-06,72.8674137370408,90.46549815559685,28.39689849419659,0.0,2.0859816858946028,0.6225119021281297,0.013663642071268713,0.0820122017169068,0.012241450217599007,0.012099368926771133,0.011915084902167843,0.0,0.0,0.0,0.0,0.0,0.0
16,1,60.62020410288672,2.1222585535794045,2.1558866727346257e-06,72.45167761188665,90.20800531184956,28.74145005217576,0.0,2.0835780165396303,0.6216121032079034,0.013002520762004978,0.07995766151126056,0.011649142284404265,0.011513935659095588,0.011338568297779192,0.0,0.0,0.0,0.0,0.0,0.0
16,2,62.57979589711328,2.130840290767447,1.5620563494191705e-06,71.14597732098882,89.39425227787366,29.826268217181095,0.0,2.075728709776865,0.6187104924780634,0.011134685538869196,0.07399947092979936,0.00997572228559047,0.009859938332375563,0.009709762804277561,0.0,0.0,0.0,0.0,0.0,0.0
