state_idx,fe,cp,value
4,12,0,0.08422907435455511
4,12,1,0.08357332593031948
4,12,2,0.08314694008400747
4,13,0,0.08333000914944119
4,13,1,0.0829327611271721
4,13,2,0.5847991758620367
4,14,0,0.5825410322098341
4,14,1,0.5833320257517097
4,14,2,0.5839068251556203
4,15,0,0.5641648414962621
4,15,1,0.5649788542356592
4,15,2,0.5655703423628315
4,16,0,0.5475709209787745
4,16,1,0.5484028033658822
4,16,2,0.5490072591057041
4,17,0,0.532486385080407
4,17,1,0.5333320807196648
4,17,2,0.5339465713055982
5,0,0,-0.0
5,0,1,-0.0
5,0,2,-0.0
5,1,0,-0.0
5,1,1,-0.0
5,1,2,-0.0
5,2,0,-0.0
5,2,1,-0.0
5,2,2,-0.0
5,3,0,-0.0
5,3,1,-0.0
5,3,2,-0.0
5,4,0,-0.0
5,4,1,-0.0
5,4,2,-0.0
5,5,0,-0.0
5,5,1,-0.0
5,5,2,-0.0
5,6,0,-0.0
5,6,1,-0.0
5,6,2,-0.0
5,7,0,-0.0
5,7,1,-0.0
5,7,2,-0.0
5,8,0,-0.0
5,8,1,-0.0
5,8,2,-0.0
5,9,0,-0.0
5,9,1,-0.0
5,9,2,-0.0
5,10,0,-0.0
5,10,1,-0.0
5,10,2,-0.0
5,11,0,-0.0
5,11,1,-0.0
5,11,2,-0.0
5,12,0,-0.0
5,12,1,-0.0
5,12,2,-0.0
5,13,0,-0.0
5,13,1,-0.0
5,13,2,-0.0
5,14,0,-0.0
5,14,1,-0.0
5,14,2,-0.0
5,15,0,-0.0
5,15,1,-0.0
5,15,2,-0.0
5,16,0,-0.0
5,16,1,-0.0
5,16,2,-0.0
5,17,0,-0.0
5,17,1,-0.0
5,17,2,-0.0
6,0,0,0.06479861252683002
6,0,1,0.07314186476482318
6,0,2,0.07886181126107197
6,1,0,0.08535662375173632
6,1,1,0.0953796407031223
6,1,2,0.10197801809317818
6,2,0,0.10850257230555985
6,2,1,0.11064108513971256
6,2,2,0.09851636282175558
6,3,0,0.08563271107362999
6,3,1,0.013261663598658754
6,3,2,-0.027799829620614863
6,4,0,0.02064853977679853
6,4,1,-0.02711295350793452
6,4,2,-0.03228757469284377
6,5,0,-0.01241532278060923
6,5,1,-0.028362565205366848
6,5,2,-0.030762656370938224
6,6,0,-0.022764047134482077
6,6,1,-0.028104797960635648
6,6,2,-0.029010031541539243
6,7,0,-0.0253768117865059
6,7,1,-0.027164276821006198
6,7,2,-0.027303917824030965
6,8,0,-0.025414600111981753
6,8,1,-0.025694456526654245
6,8,2,-0.025413063163475726
6,9,0,-0.02429836111292788
6,9,1,-0.023884892560648997
6,9,2,-0.023370915653619612
6,10,0,-0.02264283362006697
6,10,1,-0.021903874317849403
6,10,2,-0.021270053138307033
6,11,0,-0.020755233472838683
6,11,1,-0.01987630462607644
6,11,2,-0.019193102238224437
6,12,0,-0.018806024288592935
6,12,1,-0.017886419855537877
6,12,2,-0.01719778718059243
6,13,0,-0.01689397830604706
6,13,1,-0.015988484924297237
6,13,2,-0.02138893500095501
6,14,0,-0.021089700449187527
6,14,1,-0.020047230589684085
6,14,2,-0.019291705905428665
6,15,0,-0.01830176722421569
6,15,1,-0.017454752525421044
6,15,2,-0.01684088296647634
6,16,0,-0.015876822905135188
6,16,1,-0.01519981510512505
6,16,2,-0.014709157174175605
6,17,0,-0.013767606336398966
6,17,1,-0.013238470536951591
6,17,2,-0.012854982080032426
7,0,0,0.017826088018646928
7,0,1,0.020855028248779245
7,0,2,0.022967422333739593
7,1,0,0.025230632166720238
7,1,1,0.028961630213086193
7,1,2,0.03149693375188737
7,2,0,0.033915899265539236
7,2,1,0.035965096233174676
7,2,2,0.03398476077733807
7,3,0,0.031215398293994404
7,3,1,0.014210254589793468
7,3,2,0.004772130575442152
7,4,0,0.015369581730569102
7,4,1,0.0037761110900032123
7,4,2,0.0028346945958609604
7,5,0,0.006300303940182965
7,5,1,0.0021852803964753954
7,5,2,0.001523697549165457
7,6,0,0.002720637030578494
7,6,1,0.001037474352820754
7,6,2,0.0005691285263163823
7,7,0,0.0010706864759985365
