t_h,mode,q_ferm,q_ferm_source,q_ferm_flux,q_ferm_macro,S_total_g_L,glucose_g_L,fructose_g_L,N_gN_L,f_sugar,f_N,v_ehrlich_floor_requested,v_ehrlich_floor_applied,floor_target_mode,floor_target_id,floor_relaxed,floor_omitted,branch_coupling_active,transport_cap_active,branch_beta,transport_gamma,atpm_free_biomass_active,atpm_free_biomass_status,atpm_old_lb,atpm_old_ub,atpm_new_lb,atpm_new_ub,cap_active,cap_applied,cap_relaxed,cap_omitted,status_baseline,status_pairwise,status_v3,objective_id,obj_baseline,obj_v3,mu_baseline,mu_v3,v_glucose_baseline,v_fructose_baseline,v_eth_baseline,v_eth_v3,v_ATPM_baseline,v_ATPM_v3,v_ADH_v3,v_ehrlich_decarb_v3,v_aldehyde_transport_sum_v3,v_r0179_v3,v_r0181_v3,v_aldh_sum_v3,v_r1865_v3,v_r1862_v3,v_r1862_pairwise,v_r1865_pairwise,v_r1862_baseline,v_r1865_baseline
35.0,BIOMASS,0.5028345964812455,macro_sugar_derivative_smooth,1.652485366032943,0.5028345964812455,204.97202267614676,103.31008668224128,101.66193599390547,0.0042850934484405,0.911100056966681,1.0411775232458171,0.0023849869824986913,0.0023849869824986913,kic_to_3mbal,r_0072,False,False,True,True,0.2,0.2,True,optimal,0.7,0.7,0.7,1000.0,False,,False,False,optimal,optimal,optimal,r_2111,0.0034781015109223747,0.003478101510922069,0.0034781015109223747,0.003478101510922069,-0.14878801443649792,-1.5036973515964451,2.166107528459891,1.0428442699006488,0.7,0.7,1.0411045172606652,0.0023849869824986913,0.0,0.0023849869824986913,0.0,0.0023849869824986913,0.002208321280091381,0.00017666570240731046,7.032547641921341e-05,0.0008790684552401683,0.0,0.0
36.0,BIOMASS,0.49458640604410825,macro_sugar_derivative_smooth,1.6314679104608676,0.49458640604410825,204.79078832903363,103.30803853640028,101.48274979263336,0.0039422859725653,0.9110283826634152,1.0417671061629565,0.002347008852031661,0.002347008852031661,kic_to_3mbal,r_0072,False,False,True,True,0.2,0.2,True,optimal,0.7,0.7,0.7,1000.0,False,,False,False,optimal,optimal,optimal,r_2111,0.0033197603787473886,0.0033197603787474272,0.0033197603787473886,0.0033197603787474272,-0.12777055886442246,-1.5036973515964451,2.1822113765639544,1.047062880855832,0.7,0.7,1.0442291264516148,0.002347008852031663,0.0,0.0023470088520316625,0.0,0.0023470088520316625,0.0021731563444737615,0.00017385250755790093,6.117194576942262e-05,0.0007646493221177809,0.0,0.0
37.0,BIOMASS,0.48706344727942,macro_sugar_derivative_smooth,1.6319000364620964,0.48706344727942,204.61171644124516,103.30607684017492,101.30563960107024,0.0036269030947601,0.9109574499635166,1.042324632897901,0.002312366323928573,0.002312366323928573,kic_to_3mbal,r_0072,False,False,True,True,0.2,0.2,True,optimal,0.7,0.7,0.7,1000.0,False,,False,False,optimal,optimal,optimal,r_2111,0.003174843195482234,0.003174846975863427,0.003174843195482234,0.003174846975863427,-0.12820268486565134,-1.5036973515964451,2.17942188824385,0.9809568979583704,0.7,0.7,0.9753721110900865,0.002312366323928573,0.0,0.002312366323928573,0.0,0.002312366323928573,0.0021410799295634936,0.00017128639436507953,5.2794439176638066e-05,0.0006599304897079766,0.0,0.0
38.0,BIOMASS,0.4802032124974567,macro_sugar_derivative_smooth,1.6446356425445179,0.4802032124974567,204.43461461360206,103.30419455583798,101.13042005776408,0.0033367508471793,0.9108871862995243,1.0428508667101304,0.0022807719576597293,0.0022807719576597293,kic_to_3mbal,r_0072,False,False,True,True,0.2,0.2,True,optimal,0.7,0.7,0.7,1000.0,False,,False,False,optimal,optimal,optimal,r_2111,0.003042171842450735,0.0030421742376037404,0.003042171842450735,0.0030421742376037404,-0.14093829094807284,-1.5036973515964451,2.1853664536536273,1.0114922290703703,0.7,0.7,1.0124059430489514,0.0022807719576597284,0.0,0.0022807719576597284,0.0,0.0022807719576597284,0.002111825886721971,0.00016894607093775765,4.512485086655426e-05,0.0005640606358319278,0.0,0.0
39.0,BIOMASS,0.473948989969715,macro_sugar_derivative_smooth,1.6507997970812576,0.473948989969715,204.25930580506846,103.30238520848894,100.95692059657952,0.0030698107794049,0.9108175247033696,1.0433466927649329,0.00225196495774039,0.00225196495774039,kic_to_3mbal,r_0072,False,False,True,True,0.2,0.2,True,optimal,0.7,0.7,0.7,1000.0,False,,False,False,optimal,optimal,optimal,r_2111,0.002920677939035022,0.0029206779390352883,0.002920677939035022,0.0029206779390352883,-0.14710244548481247,-1.5036973515964451,2.2116706189372297,1.009974095979349,0.7,0.7,1.011456200942983,0.0022519649577403896,0.0,0.00225196495774039,0.0,0.00225196495774039,0.0020851527386485085,0.0001668122190918807,3.810141890425398e-05,0.0004762677363031747,0.0,0.0
40.0,BIOMASS,0.46824365961567366,macro_sugar_derivative_smooth,1.6502237883205666,0.46824365961567366,204.08562710731704,103.30064284102744,100.7849842662896,0.0028242259170525,0.9107484033751894,1.0438130959461314,0.002225681775120011,0.002225681775120011,kic_to_3mbal,r_0072,False,False,True,True,0.2,0.2,True,optimal,0.7,0.7,0.7,1000.0,False,,False,False,optimal,optimal,optimal,r_2111,0.002809391627042592,0.0028093916270436337,0.002809391627042592,0.0028093916270436337,-0.14652643672412136,-1.5036973515964451,2.207745092729388,0.9881178796094243,0.7,0.7,0.9918682777129887,0.0022256817751200118,0.0,0.0022256817751200118,0.0,0.0022256817751200118,0.0020608164584444547,0.00016486531667555637,3.166807682990512e-05,0.0003958509603738142,0.0,0.0
41.0,BIOMASS,0.4630331636689749,macro_sugar_derivative_smooth,1.6428345467615886,0.4630331636689749,203.91342861406417,103.29896197272896,100.6144666413352,0.0025982878436883,0.9106797652834306,1.0442511400384389,0.0022016726465545746,0.0022016726465545746,kic_to_3mbal,r_0072,False,False,True,True,0.2,0.2,True,optimal,0.7,0.7,0.7,1000.0,False,,False,False,optimal,optimal,optimal,r_2111,0.0027074316533708875,0.00270751487382228,0.0027074316533708875,0.00270751487382228,-0.13913719516514353,-1.5036973515964451,2.175015600139415,0.9444063727927617,0.7,0.7,0.9449873152494159,0.0022016726465545746,0.0,0.0022016726465545746,0.0,0.0022016726465545746,0.0020385857838468276,0.0001630868627077462,2.5771835303390293e-05,0.00032214794129237874,0.0,0.0
42.0,BIOMASS,0.4582748571207557,macro_sugar_derivative_smooth,1.640515543248606,0.4582748571207557,203.7425723808584,103.29733756113464,100.44523481972378,0.0023904248161932,0.9106115577952878,1.044661948498484,0.002179741381547088,0.002179741381547088,kic_to_3mbal,r_0072,False,False,True,True,0.2,0.2,True,optimal,0.7,0.7,0.7,1000.0,False,,False,False,optimal,optimal,optimal,r_2111,0.0026139965783142723,0.0026139986363585554,0.0026139965783142723,0.0026139986363585554,-0.13681819165216083,-1.5036973515964451,2.173976611758888,0.9679314463708718,0.7,0.7,0.9728428250578542,0.0021797413815470863,0.0,0.0021797413815470863,0.0,0.0021797413815470863,0.0020182790569880423,0.0001614623245590434,2.0367233577732395e-05,0.0002545904197216549,0.0,0.0
43.0,BIOMASS,0.45392994656041885,macro_sugar_derivative_smooth,1.6406739271467643,0.45392994656041885,203.57293723372442,103.29576496698952,100.27717226673488,0.0021991908308978,0.9105437346422126,1.0450466869543802,0.002159709518493197,0.002159709518493197,kic_to_3mbal,r_0072,False,False,True,True,0.2,0.2,True,optimal,0.7,0.7,0.7,1000.0,False,,False,False,optimal,optimal,optimal,r_2111,0.002528356962950774,0.0025285589073061505,0.002528356962950774,0.0025285589073061505,-0.13697657555031906,-1.5036973515964451,2.17176812487356,0.9303356916306619,0.7,0.7,0.9362258225963955,0.002159709518493197,0.0,0.002159709518493197,0.0,0.002159709518493197,0.001999731035641849,0.0001599784828513479,1.541667197637917e-05,0.00019270839970473989,0.0,0.0
44.0,BIOMASS,0.4499631137306357,macro_sugar_derivative_smooth,1.6427129231314441,0.4499631137306357,203.40437547777316,103.29423992198592,100.11013555578722,0.002023255564426,0.9104762386268042,1.0454065475049608,0.002141414552675644,0.002141414552675644,kic_to_3mbal,r_0072,False,False,True,True,0.2,0.2,True,optimal,0.7,0.7,0.7,1000.0,False,,False,False,optimal,optimal,optimal,r_2111,0.0024498484108312567,0.0024498503396398084,0.0024498484108312567,0.0024498503396398084,-0.139015571534999,-1.5036973515964451,2.165913168763734,0.9720478961128655,0.7,0.7,0.9757658483202208,0.002141414552675644,0.0,0.0021414145526756434,0.0,0.0021414145526756434,0.001982791252477447,0.00015862330019819577,1.087833511142602e-05,0.0001359791888928252,0.0,0.0
45.0,BIOMASS,0.4463421815181192,macro_sugar_derivative_smooth,1.6427974364023323,0.4463421815181192,203.2367534375305,103.29275849908754,99.94399493844296,0.0018613951192719,0.9104090178161603,1.0457427348320716,0.002124708439676731,0.002124708439676731,kic_to_3mbal,r_0072,False,False,True,True,0.2,0.2,True,optimal,0.7,0.7,0.7,1000.0,False,,False,False,optimal,optimal,optimal,r_2111,0.0023778653572790976,0.0023778653572782697,0.0023778653572790976,0.0023778653572782697,-0.13910008480588715,-1.5036973515964451,2.1640454102631823,0.9140693470129602,0.7,0.7,0.9145795220018477,0.002124708439676731,0.0,0.002124708439676731,0.0,0.002124708439676731,0.001967322629330306,0.00015738581034642447,6.717217159600435e-06,8.396521449500692e-05,0.0,0.0
46.0,BIOMASS,0.4430378151755195,macro_sugar_derivative_smooth,1.6328377737681048,0.4430378151755195,203.06997620136758,103.29131708522728,99.77865911614032,0.0017124835097301,0.9103420355326268,1.046056454092498,0.0021094562442943005,0.0021094562442943005,kic_to_3mbal,r_0072,False,False,True,True,0.2,0.2,True,optimal,0.7,0.7,0.7,1000.0,False,,False,False,optimal,optimal,optimal,r_2111,0.002311855514854791,0.0023119709188982843,0.002311855514854791,0.0023119709188982843,-0.1291404221716596,-1.5036973515964451,2.0974915508148597,0.9043572500767738,0.7,0.7,0.9013392141587937,0.0021094562442943005,0.0,0.002109456244294301,0.0,0.002109456244294301,0.0019532002261984267,0.00015625601809587415,2.9013920904340986e-06,3.626740113042611e-05,0.0,0.0
47.0,BIOMASS,0.44002411455211743,macro_sugar_derivative_smooth,1.6329839196400073,0.44002411455211743,202.90395641954257,103.28991235618946,99.61404406335312,0.0015754848289517,0.9102752579126202,1.046348900519636,0.0020955389750281586,0.0020955389750281586,kic_to_3mbal,r_0072,False,False,True,True,0.2,0.2,True,optimal,0.7,0.7,0.7,1000.0,False,,False,False,optimal,optimal,optimal,r_2111,0.0022513148962972967,0.0022513166687964767,0.0022513148962972967,0.0022513166687964767,-0.12928656804356226,-1.5036973515964451,2.095843194325356,0.9085966404344169,0.7,0.7,0.9090796754471473,0.0020955389750281586,0.0,0.002095538975028158,0.0,0.002095538975028158,0.0019403138657668134,0.00015522510926134505,0.0,0.0,0.0,0.0
48.0,BIOMASS,0.4372729162361736,macro_sugar_derivative_smooth,1.6331338883147586,0.4372729162361736,202.7386136992008,103.2885412535014,99.4500724456994,0.0014494460426356,0.9102086536867418,1.0466212506380013,0.0020828264867186323,0.0020828264867186323,kic_to_3mbal,r_0072,False,False,True,True,0.2,0.2,True,optimal,0.7,0.7,0.7,1000.0,False,,False,False,optimal,optimal,optimal,r_2111,0.002195783346976428,0.002195783346977156,0.002195783346976428,0.002195783346977156,-0.12943653671831354,-1.5036973515964451,2.094230924782761,0.8983469317343401,0.7,0.7,0.8980961418744801,0.0020828264867186344,0.0,0.002082826486718634,0.0,0.002082826486718634,0.0019285430432579946,0.0001542834434606396,0.0,0.0,0.0,0.0
49.0,BIOMASS,0.4372729162361736,macro_sugar_derivative_smooth,1.6332861251496529,0.4372729162361736,202.57387404777486,103.28720096317365,99.28667308460122,0.0013334903592247,0.9101421939768768,1.0468746549749461,0.002083178657218142,0.002083178657218142,kic_to_3mbal,r_0072,False,False,True,True,0.2,0.2,True,optimal,0.7,0.7,0.7,1000.0,False,,False,False,optimal,optimal,optimal,r_2111,0.002144840528078334,0.0021448405280783418,0.002144840528078334,0.0021448405280783418,-0.1295887735532077,-1.5036973515964451,2.0928082514259962,0.8972992439487609,0.7,0.7,0.8977594123466559,0.0020831786572181364,0.0,0.0020831786572181364,0.0,0.0020831786572181364,0.0019288691270538305,0.00015430953016430643,0.0,0.0,0.0,0.0
50.0,BIOMASS,0.4372729162361736,macro_sugar_derivative_smooth,1.633425797043624,0.4372729162361736,202.40966936091274,103.28588889614102,99.12378046477173,0.0012268111304867,0.9100758521089961,1.0471102321423948,0.0020834955521174575,0.0020834955521174575,kic_to_3mbal,r_0072,False,False,True,True,0.2,0.2,True,optimal,0.7,0.7,0.7,1000.0,False,,False,False,optimal,optimal,optimal,r_2111,0.0020981022994183743,0.0020982715307046344,0.0020981022994183743,0.0020982715307046344,-0.12972844544717874,-1.5036973515964451,2.09150299910398,0.8975077132447313,0.7,0.7,0.897957900910565,0.0020834955521174515,0.0,0.0020834955521174515,0.0,0.0020834955521174515,0.0019291625482568996,0.000154333003860552,0.0,0.0,0.0,0.0
51.0,BIOMASS,0.4372729162361736,macro_sugar_derivative_smooth,1.6335548680859464,0.4372729162361736,202.2459369513715,103.28460267026844,98.96133428110308,0.0011286662400478,0.910009603440462,1.0473290641557191,0.002083779275719903,0.002083779275719903,kic_to_3mbal,r_0072,False,False,True,True,0.2,0.2,True,optimal,0.7,0.7,0.7,1000.0,False,,False,False,optimal,optimal,optimal,r_2111,0.0020552174574124315,0.00205538322964472,0.0020552174574124315,0.00205538322964472,-0.1298575164895013,-1.5036973515964451,2.0903084652357817,0.8854576654369896,0.7,0.7,0.8828174444668216,0.0020837792757199014,0.0,0.0020837792757199014,0.0,0.0020837792757199014,0.0019294252552962054,0.00015435402042369645,0.0,0.0,0.0,0.0
52.0,BIOMASS,0.4372729162361736,macro_sugar_derivative_smooth,1.6336724515582726,0.4372729162361736,202.08261911559939,103.2833400937961,98.79927902180329,0.001038372940844,0.9099434252007379,1.047532192855969,0.0020840318559940344,0.0020840318559940344,kic_to_3mbal,r_0072,False,False,True,True,0.2,0.2,True,optimal,0.7,0.7,0.7,1000.0,False,,False,False,optimal,optimal,optimal,r_2111,0.002015864789359407,0.0020160056723111264,0.002015864789359407,0.0020160056723111264,-0.12997509996182743,-1.5036973515964451,2.0892094090248174,0.882887073207344,0.7,0.7,0.8816818743093708,0.002084031855994033,0.0,0.002084031855994033,0.0,0.002084031855994033,0.0019296591259204006,0.00015437273007363212,0.0,0.0,0.0,0.0
53.0,TURNOVER_ATPM,0.4372729162361736,macro_sugar_derivative_smooth,3.327146950854651,0.4372729162361736,201.9196627349912,103.28209915010918,98.63756358488202,0.0009553031055764,0.9098772963444735,1.0477206173044518,0.0020842552390976203,0.0020842552390976203,kic_to_3mbal,r_0072,False,False,True,True,0.2,0.2,False,not_biomass,,,,,False,,False,False,optimal,optimal,optimal,r_4046,6.677676095161038,6.673284804620409,0.0,0.0,-1.8234495992582056,-1.5036973515964451,6.6709605683759685,6.670855354135812,6.677676095161038,6.673284804620409,6.669753142118167,0.0020842552390976203,0.0,0.0020842552390976203,0.0,0.0020842552390976203,0.0019298659621274263,0.00015438927697019412,0.0,0.0,0.0,0.0
54.0,TURNOVER_ATPM,0.4372729162361736,macro_sugar_derivative_smooth,3.3258848662069553,0.4372729162361736,200.77001933757194,102.47804088679774,98.2919784507742,0.0009553031055764,0.9094079890919488,1.0477206173044518,0.0020831801973268775,0.0020831801973268775,kic_to_3mbal,r_0072,False,False,True,True,0.2,0.2,False,not_biomass,,,,,False,,False,False,optimal,optimal,optimal,r_4046,6.675135632428163,6.670690293755182,0.0,0.0,-1.82218751461051,-1.5036973515964451,6.668436399080573,6.668378792413786,6.675135632428163,6.670690293755182,6.667217081575774,0.0020831801973268775,0.0,0.0020831801973268775,0.0,0.0020831801973268775,0.0019288705530804422,0.00015430964424643538,0.0,0.0,0.0,0.0
55.0,TURNOVER_ATPM,0.4372729162361736,macro_sugar_derivative_smooth,3.3246171860465434,0.4372729162361736,199.62986553232065,101.68182663002868,97.94803890229196,0.0009553031055764,0.9089377032056836,1.0477206173044518,0.00208210291380056,0.00208210291380056,kic_to_3mbal,r_0072,False,False,True,True,0.2,0.2,False,not_biomass,,,,,False,,False,False,optimal,optimal,optimal,r_4046,6.672584548940189,6.668065497789619,0.0,0.0,-1.8209198344500985,-1.5036973515964451,6.665901038759756,6.665721637394629,6.672584548940189,6.668065497789619,6.664540410439283,0.00208210291380056,0.0,0.00208210291380056,0.0,0.00208210291380056,0.001927873068333852,0.00015422984546670815,0.0,0.0,0.0,0.0
56.0,TURNOVER_ATPM,0.4372729162361736,macro_sugar_derivative_smooth,3.323343736626394,0.4372729162361736,198.49895040351856,100.8932582534637,97.60569215005488,0.0009553031055764,0.9084663795269291,1.0477206173044518,0.0020810232530037672,0.0020810232530037672,kic_to_3mbal,r_0072,False,False,True,True,0.2,0.2,False,not_biomass,,,,,False,,False,False,optimal,optimal,optimal,r_4046,6.670022477243571,6.665430380925743,0.0,0.0,-1.8196463850299487,-1.5036973515964451,6.663354139919457,6.6625561048391635,6.670022477243571,6.665430380925743,6.661872894434287,0.0020810232530037672,0.00041620465060075344,0.0016648186024030135,0.0,0.0016648186024030135,0.0019268733824108957,0.00015414987059287166,0.0,0.0,0.0,0.0
57.0,TURNOVER_ATPM,0.4372729162361736,macro_sugar_derivative_smooth,3.32206434665654,0.4372729162361736,197.37703392340825,100.11214623925632,97.26488768415192,0.0009553031055764,0.9079939603599205,1.0477206173044518,0.0020799410827728546,0.0020799410827728546,kic_to_3mbal,r_0072,False,False,True,True,0.2,0.2,False,not_biomass,,,,,False,,False,False,optimal,optimal,optimal,r_4046,6.667404155366704,6.662786575814697,0.0,0.0,-1.8183669950600951,-1.5036973515964451,6.66083327564575,6.66035467595465,6.667404155366704,6.662786575814697,6.6591433641077655,0.002079941082772855,0.0,0.002079941082772855,0.0,0.002079941082772855,0.0019258713729378288,0.00015406970983502632,0.0,0.0,0.0,0.0
58.0,TURNOVER_ATPM,0.4372729162361736,macro_sugar_derivative_smooth,3.320778847057494,0.4372729162361736,196.26388630611257,99.3383091679401,96.92557713817246,0.0009553031055764,0.9075203893650056,1.0477206173044518,0.002078856274050621,0.002078856274050621,kic_to_3mbal,r_0072,False,False,True,True,0.2,0.2,False,not_biomass,,,,,False,,False,False,optimal,optimal,optimal,r_4046,6.664770117560845,6.660133633113972,0.0,0.0,-1.8170814954610488,-1.5036973515964451,6.658303577604479,6.657374453511829,6.664770117560845,6.660133633113972,6.656330619950285,0.002078856274050621,0.0,0.002078856274050621,0.0,0.002078856274050621,0.0019248669204172417,0.00015398935363337933,0.0,0.0,0.0,0.0
59.0,TURNOVER_ATPM,0.4372729162361736,macro_sugar_derivative_smooth,3.3194870707306103,0.4372729162361736,195.15928741017643,98.5715732466763,96.58771416350014,0.0009553031055764,0.9070456114596053,1.0477206173044518,0.0020777687006594465,0.0020777687006594465,kic_to_3mbal,r_0072,False,False,True,True,0.2,0.2,False,not_biomass,,,,,False,,False,False,optimal,optimal,optimal,r_4046,6.662125732650577,6.657471111338499,0.0,0.0,-1.8157897191341652,-1.5036973515964451,6.655759880567049,6.6546050552079,6.662125732650577,6.657471111338499,6.653589882762668,0.0020777687006594465,0.0,0.0020777687006594465,0.0,0.0020777687006594465,0.001923859908018006,0.00015390879264144048,0.0,0.0,0.0,0.0
60.0,TURNOVER_ATPM,0.4372729162361736,macro_sugar_derivative_smooth,3.3181888523438143,0.4372729162361736,194.06302618533138,97.81177187239244,96.25125431293894,0.0009553031055764,0.9065695727262848,1.0477206173044518,0.0020766782390907023,0.0020766782390907023,kic_to_3mbal,r_0072,False,False,True,True,0.2,0.2,False,not_biomass,,,,,False,,False,False,optimal,optimal,optimal,r_4046,6.65947059274946,6.654798576295928,0.0,0.0,-1.8144915007473694,-1.5036973515964451,6.653201904463213,6.651842776488794,6.65947059274946,6.654798576295928,6.650850381338192,0.0020766782390907045,0.0,0.0020766782390907045,0.0,0.0020766782390907045,0.0019228502213802822,0.00015382801771042233,0.0,0.0,0.0,0.0
61.0,TURNOVER_ATPM,0.4372729162361736,macro_sugar_derivative_smooth,3.3168840281312653,0.4372729162361736,192.97490015954736,97.0587452267076,95.91615493283976,0.0009553031055764,0.9060922203272909,1.0477206173044518,0.002075584768308987,0.002075584768308987,kic_to_3mbal,r_0072,False,False,True,True,0.2,0.2,False,not_biomass,,,,,False,,False,False,optimal,optimal,optimal,r_4046,6.656804295806294,6.6521156005547315,0.0,0.0,-1.8131866765348204,-1.5036973515964451,6.650629370584432,6.650323250538747,6.656804295806294,6.6521156005547315,6.648898260094246,0.0020755847683089864,0.0,0.002075584768308987,0.0,0.002075584768308987,0.0019218377484342471,0.00015374701987473977,0.0,0.0,0.0,0.0
62.0,TURNOVER_ATPM,0.4372729162361736,macro_sugar_derivative_smooth,3.3155724357056817,0.4372729162361736,191.8947149628443,96.3123398998626,95.5823750629817,0.0009553031055764,0.9056135024249803,1.0477206173044518,0.00207448816956985,0.00207448816956985,kic_to_3mbal,r_0072,False,False,True,True,0.2,0.2,False,not_biomass,,,,,False,,False,False,optimal,optimal,optimal,r_4046,6.654126445135199,6.649421762942046,0.0,0.0,-1.8118750841092368,-1.5036973515964451,6.648042001270459,6.647692959984832,6.654126445135199,6.649421762942046,6.646235661249841,0.00207448816956985,0.0,0.00207448816956985,0.0,0.00207448816956985,0.001920822379231343,0.00015366579033850743,0.0,0.0,0.0,0.0
63.0,TURNOVER_ATPM,0.4372729162361736,macro_sugar_derivative_smooth,3.3142539138821876,0.4372729162361736,190.8222838846945,95.57240854115574,95.24987534353878,0.0009553031055764,0.9051333681076207,1.0477206173044518,0.0020733883262498247,0.0020733883262498247,kic_to_3mbal,r_0072,False,False,True,True,0.2,0.2,False,not_biomass,,,,,False,,False,False,optimal,optimal,optimal,r_4046,6.65143664897199,6.646716648069102,0.0,0.0,-1.8105565622857427,-1.5036973515964451,6.645439519616866,6.644938410973103,6.65143664897199,6.646716648069102,6.6434901990501904,0.002073388326249825,0.0,0.002073388326249825,0.0,0.002073388326249825,0.0019198040057868753,0.00015358432046294994,0.0,0.0,0.0,0.0
64.0,TURNOVER_ATPM,0.4372729162361736,macro_sugar_derivative_smooth,3.3129283025126472,0.4372729162361736,189.75742746216582,94.8388095336366,94.91861792852922,0.0009553031055764,0.9046517673200992,1.0477206173044518,0.002072285123687701,0.002072285123687701,kic_to_3mbal,r_0072,False,False,True,True,0.2,0.2,False,not_biomass,,,,,False,,False,False,optimal,optimal,optimal,r_4046,6.64873452005473,6.6439998458817895,0.0,0.0,-1.8092309509162023,-1.5036973515964451,6.6428216492014025,6.642150818395603,6.64873452005473,6.6439998458817895,6.640719759278844,0.002072285123687701,0.0,0.0020722851236877012,0.0,0.0020722851236877012,0.0019187825219330564,0.0001535026017546445,0.0,0.0,0.0,0.0
65.0,TURNOVER_ATPM,0.4372729162361736,macro_sugar_derivative_smooth,3.3115954423295637,0.4372729162361736,188.6999730962365,94.11140669103126,94.58856640520524,0.0009553031055764,0.9041686507991186,1.0477206173044518,0.0020711784490360817,0.0020711784490360817,kic_to_3mbal,r_0072,False,False,True,True,0.2,0.2,False,not_biomass,,,,,False,,False,False,optimal,optimal,optimal,r_4046,6.6460196752266425,6.641270951234509,0.0,0.0,-1.8078980907331184,-1.5036973515964451,6.640188113827538,6.639553144359247,6.6460196752266425,6.641270951234509,6.637839423421321,0.0020711784490360817,0.0,0.0020711784490360812,0.0,0.0020711784490360812,0.0019177578231815572,0.0001534206258545246,0.0,0.0,0.0,0.0
66.0,TURNOVER_ATPM,0.4372729162361736,macro_sugar_derivative_smooth,3.310255174798701,0.4372729162361736,187.6497546939638,93.39006897507062,94.2596857188932,0.0009553031055764,0.903683970012504,1.0477206173044518,0.0020700681911223497,0.0020700681911223497,kic_to_3mbal,r_0072,False,False,True,True,0.2,0.2,False,not_biomass,,,,,False,,False,False,optimal,optimal,optimal,r_4046,6.643291735059155,6.638529563485644,0.0,0.0,-1.8065578232022559,-1.5036973515964451,6.63753863728338,6.635812888942205,6.643291735059155,6.638529563485644,6.634681017906082,0.0020700681911223497,0.0,0.0020700681911223497,0.0,0.0020700681911223497,0.001916729806594768,0.00015333838452758148,0.0,0.0,0.0,0.0
67.0,TURNOVER_ATPM,0.4372729162361736,macro_sugar_derivative_smooth,3.3089073419796806,0.4372729162361736,186.60661233440925,92.67467023156787,93.93194210284136,0.0009553031055764,0.9031976771022778,1.0477206173044518,0.0020689542403182722,0.0020689542403182722,kic_to_3mbal,r_0072,False,False,True,True,0.2,0.2,False,not_biomass,,,,,False,,False,False,optimal,optimal,optimal,r_4046,6.640550323494059,6.635775286112261,0.0,0.0,-1.8052099903832357,-1.5036973515964451,6.634872943114793,6.633093614863097,6.640550323494059,6.635775286112261,6.631941264537043,0.0020689542403182722,0.0,0.0020689542403182722,0.0,0.0020689542403182722,0.0019156983706650667,0.00015325586965320536,0.0,0.0,0.0,0.0
68.0,TURNOVER_ATPM,0.4372729162361736,macro_sugar_derivative_smooth,3.307551786393855,0.4372729162361736,185.5703919564229,91.96508894374824,93.60530301267464,0.0009553031055764,0.9027097248311925,1.0477206173044518,0.0020678364884175213,0.0020678364884175213,kic_to_3mbal,r_0072,False,False,True,True,0.2,0.2,False,not_biomass,,,,,False,,False,False,optimal,optimal,optimal,r_4046,6.637795067502789,6.6330077263437985,0.0,0.0,-1.80385443479741,-1.5036973515964451,6.6321907544111625,6.6309002892442015,6.637795067502789,6.6330077263437985,6.629531635673878,0.0020678364884175213,0.0,0.0020678364884175213,0.0,0.0020678364884175213,0.0019146634152014087,0.00015317307321611272,0.0,0.0,0.0,0.0
69.0,TURNOVER_ATPM,0.4372729162361736,macro_sugar_derivative_smooth,3.3061883508988466,0.4372729162361736,184.54094506656529,91.26120800147244,93.27973706509285,0.0009553031055764,0.9022200665324429,1.0477206173044518,0.0020667148285204813,0.0020667148285204813,kic_to_3mbal,r_0072,False,False,True,True,0.2,0.2,False,not_biomass,,,,,False,,False,False,optimal,optimal,optimal,r_4046,6.635025596761861,6.630226494812192,0.0,0.0,-1.8024909993024014,-1.5036973515964451,6.629491793602781,6.6285087981497615,6.635025596761861,6.630226494812192,6.626481433026156,0.0020667148285204813,0.0,0.0020667148285204813,0.0,0.0020667148285204813,0.0019136248412226675,0.00015308998729781343,0.0,0.0,0.0,0.0
70.0,TURNOVER_ATPM,0.4372729162361736,macro_sugar_derivative_smooth,3.3048168785691825,0.4372729162361736,183.51812846560358,90.56291448512164,92.95521398048194,0.0009553031055764,0.9017286560623017,1.0477206173044518,0.0020655891549257515,0.0020655891549257515,kic_to_3mbal,r_0072,False,False,True,True,0.2,0.2,False,not_biomass,,,,,False,,False,False,optimal,optimal,optimal,r_4046,6.6322415433428805,6.627431205217701,0.0,0.0,-1.8011195269727376,-1.5036973515964451,6.626775782268746,6.625713536349681,6.6322415433428805,6.627431205217701,6.6236147103145955,0.0020655891549257515,0.0,0.0020655891549257515,0.0,0.0020655891549257515,0.0019125825508571775,0.00015300660406857423,0.0,0.0,0.0,0.0
71.0,TURNOVER_ATPM,0.4372729162361736,macro_sugar_derivative_smooth,3.303437212582514,0.4372729162361736,182.5018039921601,89.87009946302099,92.63170452913909,0.0009553031055764,0.9012354477554466,1.0477206173044518,0.0020644593630278116,0.0020644593630278116,kic_to_3mbal,r_0072,False,False,True,True,0.2,0.2,False,not_biomass,,,,,False,,False,False,optimal,optimal,optimal,r_4046,6.629442541416483,6.624621474009328,0.0,0.0,-1.7997398609860686,-1.5036973515964451,6.6240424409543035,6.622343890267466,6.629442541416483,6.624621474009328,6.621016105641465,0.0020644593630278116,0.0,0.002064459363027812,0.0,0.002064459363027812,0.0019115364472479738,0.00015292291577983792,0.0,0.0,0.0,0.0
