t_h,X_gDW_L,N_gN_L,N_free_gN_L,G_g_L,F_g_L,E_g_L,O2_g_L,Prot_g_L,Carb_g_L,P_frac_gProt_gDW,C_frac_gCarb_gDW,GAM_mmol_gDW,AA_phe_mmol_L,AA_leu_mmol_L,AA_val_mmol_L,AA_met_mmol_L,AA_tyr_mmol_L,pea_g_L,pea_mg_L,isoamyl_g_L,isoamyl_mg_L,isobutanol_g_L,isobutanol_mg_L,methionol_g_L,methionol_mg_L,tyrosol_g_L,tyrosol_mg_L
0.0,0.5,0.14,0.07,110.0,110.0,0.0,0.008,0.23,0.185,0.46,0.37,51.98026170194909,0.9995002498750626,0.9995002498750626,0.9995002498750626,0.9995002498750626,0.9995002498750626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.5793589933322202,0.13262095909362182,0.06755929453804092,109.7398966720134,109.86817224120624,0.15862448444207533,0.0,0.33781413026504153,0.21343782753292148,0.5830825691029357,0.36840340788587783,54.34910796669128,0.9195402298850576,0.9195402298850576,0.9195402298850576,0.9667783647876693,0.9195402298850576,0.008277505860185618,8.277505860185618,0.0,0.0,0.00213617706091494,2.13617706091494,0.0,0.0,0.009762652230479863,9.762652230479862
2.0,0.6348438008751056,0.12644427254985371,0.06580009674281721,109.43956187556813,109.71585711753865,0.36703067829133207,0.0,0.4069984547183778,0.2329000171861245,0.6411001480322364,0.3668619223580376,55.46571388528501,0.845977011494253,0.845977011494253,0.8488483768510247,0.9427826509948025,0.845977011494253,0.016222126754653614,16.222126754653615,0.0,0.0,0.0047257111597542355,4.725711159754235,0.0,0.0,0.019027985862868788,19.02798586286879
3.0,0.6954002066217935,0.11987745438751891,0.06331516743510561,109.1117936041759,109.54943572401187,0.5953702218294027,0.0,0.4811658611933989,0.2541413872264684,0.6919265433222541,0.3654606150623248,56.44391833381562,0.7782988505747127,0.7782988505747127,0.7809405067029427,0.9223072231759254,0.7782988505747127,0.0233524713776294,23.3524713776294,0.0,0.0,0.006866659400005413,6.866659400005413,0.0,0.0,0.027398143431829915,27.398143431829915
4.0,0.7612904242980836,0.113383745345638,0.060611523093601946,108.75444491863608,109.36781410944795,0.843657613503875,0.0,0.5605247738590134,0.27725006083056336,0.7362824435573614,0.3641843532790923,57.29759167974113,0.7160349425287357,0.7160349425287357,0.7184652661667073,0.900990572487969,0.7160349425287357,0.029721130751500187,29.721130751500187,0.0,0.0,0.008350179853137041,8.35017985313704,0.0,0.0,0.034933926714485135,34.93392671448513
5.0,0.8327522763032508,0.10678962158167762,0.057494545728328114,108.36526137261788,109.16981329461228,1.1149104925009476,0.0,0.6452407107014921,0.3023046957683224,0.7748291167282557,0.36301875644256626,58.03946068218897,0.6587521471264368,0.6587521471264368,0.6609880448733707,0.8820727018211041,0.6587521471264368,0.035376552772551,35.376552772551,0.0,0.0,0.00919712662048786,9.197126620487861,0.0,0.0,0.04169132861362815,41.69132861362815
6.0,0.9100257887597115,0.09965931720355906,0.05360596445122355,107.94202896836138,108.95429467690404,1.4101938240670981,0.0,0.7354766140133726,0.3293843718983713,0.808193155729977,0.36195059081489817,58.68158474363785,0.6060519753563218,0.6060519753563218,0.6081090012835011,0.861616328614943,0.6060519753563218,0.04036291058825044,40.36291058825044,0.0,0.0,0.009425671480324195,9.425671480324196,0.0,0.0,0.04772151894693959,47.72151894693959
7.0,0.9934101867264226,0.09196781817100044,0.04894306043748367,107.48266304670013,108.72024843716368,1.7311942784237702,0.0,0.8314761535543027,0.3585896772865625,0.8369917730502242,0.36096839158476973,59.2358427313124,0.5575678173278161,0.5575678173278161,0.559460281180821,0.8394974172260191,0.5575678173278161,0.04471937028534298,44.71937028534298,0.0,0.0,0.009425671480324195,9.425671480324196,0.0,0.0,0.05307030482965022,53.07030482965022
8.0,1.0830923050374612,0.08370148640730657,0.04351304409150183,106.98520060329443,108.46679071129807,2.0789343816491064,0.0,0.9333103809140185,0.38997911267521396,0.8617089943056495,0.36006082848287396,59.7115501988479,0.5129623919415909,0.5129623919415909,0.5147034586863554,0.8155778038271846,0.5129623919415909,0.04848362674136924,48.483626741369235,0.0,0.0,0.009425671480324195,9.425671480324196,0.0,0.0,0.05778126062856194,57.78126062856194
9.0,1.179228336871301,0.07485263790618946,0.03732452021138062,106.44796996154392,108.1933003630746,2.4535034940234635,0.0,1.0410031240594342,0.42359954889035867,0.882783335093013,0.35921757953531064,60.11714681435484,0.4719254005862636,0.4719254005862636,0.47352718199144694,0.7899368314856323,0.4719254005862636,0.051690654160991195,51.690654160991194,0.0,0.0,0.009425671480324195,9.425671480324196,0.0,0.0,0.061894728821906816,61.89472882190682
