t_h,mode,objective_id,objective_value_baseline,objective_value_pairwise,delta_objective,mu_h_inv_baseline,mu_h_inv_pairwise,delta_mu,n_constraints_active,n_constraints_binding,N_gN_L,E_g_L,O2_g_L,X_gDW_L,ester_r_1765_baseline,ester_r_1765_pairwise,ester_r_1765_delta,ester_r_1867_baseline,ester_r_1867_pairwise,ester_r_1867_delta,ester_r_1862_baseline,ester_r_1862_pairwise,ester_r_1862_delta,ester_r_2000_baseline,ester_r_2000_pairwise,ester_r_2000_delta,ester_r_4647_baseline,ester_r_4647_pairwise,ester_r_4647_delta,ester_r_4739_baseline,ester_r_4739_pairwise,ester_r_4739_delta,alcohol_r_1866_baseline,alcohol_r_1866_pairwise,alcohol_r_1866_delta,alcohol_r_1865_baseline,alcohol_r_1865_pairwise,alcohol_r_1865_delta,alcohol_r_1589_baseline,alcohol_r_1589_pairwise,alcohol_r_1589_delta,binding_r_1867__r_1866,lhs_r_1867__r_1866,binding_r_1862__r_1865,lhs_r_1862__r_1865,binding_r_2000__r_1589,lhs_r_2000__r_1589
41.0,BIOMASS,r_2111,0.0027084324324380504,0.002708513551127807,8.111868975667347e-08,0.0027084324324380504,0.002708513551127807,8.111868975667347e-08,3,3,0.0026385877145525447,7.613795338835477,0.0,2.0929535025037427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018051990442524625,0.0,-0.018051990442524625,True,0.0,True,0.0,True,0.0
42.0,BIOMASS,r_2111,0.0026149137742449255,0.0026151226320450913,2.088578001657737e-07,0.0026149137742449255,0.0026151226320450913,2.088578001657737e-07,3,3,0.0024275006973883415,7.701180575122681,0.0,2.0986164570263655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01818810100634199,0.0,-0.01818810100634199,True,0.0,True,0.0,True,0.0
43.0,BIOMASS,r_2111,0.002529197713039299,0.0025293997245467038,2.0201150740476598e-07,0.002529197713039299,0.0025293997245467038,2.0201150740476598e-07,3,3,0.002233300641597274,7.788082320138888,0.0,2.1040986704056186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01516742258021493,0.0,-0.01516742258021493,True,0.0,True,0.0,True,0.0
44.0,BIOMASS,r_2111,0.002450619218236679,0.0024508149535402194,1.9573530354042093e-07,0.002450619218236679,0.0024508149535402194,1.9573530354042093e-07,3,3,0.002054636590269492,7.874548413424666,0.0,2.109415030269273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015304837218905637,0.0,-0.015304837218905637,True,0.0,True,0.0,True,0.0
45.0,BIOMASS,r_2111,0.0023785721512228192,0.002378762131997987,1.8998077516794304e-07,0.0023785721512228192,0.002378762131997987,1.8998077516794304e-07,3,3,0.0018902656630479324,7.960619520073277,0.0,2.114579233908677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015442904708824964,0.0,-0.015442904708824964,True,0.0,True,0.0,True,0.0
46.0,BIOMASS,r_2111,0.002312503704516005,0.0023126884082874393,1.8470377143421993e-07,0.002312503704516005,0.0023126884082874393,1.8470377143421993e-07,3,3,0.001739044410004098,8.046337498976294,0.0,2.1196038835067266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01556642844115037,0.0,-0.01556642844115037,True,0.0,True,0.0,True,0.0
47.0,BIOMASS,r_2111,0.0022519094191454187,0.002252089283143396,1.7986399797722055e-07,0.0022519094191454187,0.002252089283143396,1.7986399797722055e-07,3,3,0.00159992085720377,8.131740876453481,0.0,2.124500573747608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015676637892040057,0.0,-0.015676637892040057,True,0.0,True,0.0,True,0.0
48.0,BIOMASS,r_2111,0.002196328712192002,0.002196504136862103,1.7542467010099594e-07,0.002196328712192002,0.002196504136862103,1.7542467010099594e-07,3,3,0.0014719271886274683,8.216865112883932,0.0,2.1292799724177547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015774543420028396,0.0,-0.015774543420028396,True,0.0,True,0.0,True,0.0
49.0,BIOMASS,r_2111,0.002145340855629734,0.002145512207810225,1.713521804906984e-07,0.002145340855629734,0.002145512207810225,1.713521804906984e-07,3,3,0.001354173013537271,8.30174284800674,0.0,2.133951894558733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015861397047990455,0.0,-0.015861397047990455,True,0.0,True,0.0,True,0.0
50.0,BIOMASS,r_2111,0.0020985613552752754,0.0020987289710929584,1.6761581768300754e-07,0.0020985613552752754,0.0020987289710929584,1.6761581768300754e-07,3,3,0.0012458391724542895,8.386404126597679,0.0,2.138525370687898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0159380207493919,0.0,-0.0159380207493919,True,0.0,True,0.0,True,0.0
51.0,BIOMASS,r_2111,0.002055638685321414,0.002055802872828817,1.6418750740281388e-07,0.002055638685321414,0.002055802872828817,1.6418750740281388e-07,3,3,0.0011461720386579462,8.470876606091771,0.0,2.1430087095614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01600527103244467,0.0,-0.01600527103244467,True,0.0,True,0.0,True,0.0
52.0,BIOMASS,r_2111,0.0020162513395456418,0.0020164123811169106,1.610415712688211e-07,0.0020162513395456418,0.0020164123811169106,1.610415712688211e-07,3,3,0.0010544782755653106,8.555185747596099,0.0,2.1474095559161483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016063525006619686,0.0,-0.016063525006619686,True,0.0,True,0.0,True,0.0
53.0,TURNOVER_ATPM,r_4046,6.005843671376215,6.005843671376213,-1.7763568394002505e-15,0.0,0.0,0.0,3,3,0.0009701200135200856,8.639354991621623,0.0,2.1517349435924253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,True,0.0,True,0.0
54.0,TURNOVER_ATPM,r_4046,5.955770121704961,5.955770121704956,-5.329070518200751e-15,0.0,0.0,0.0,3,3,0.0009701200135200856,9.234716850379032,0.0,2.1517349435924253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,True,0.0,True,0.0
55.0,TURNOVER_ATPM,r_4046,5.907033904165158,5.9070339041651625,4.440892098500626e-15,0.0,0.0,0.0,3,3,0.0009701200135200856,9.825114896683422,0.0,2.1517349435924253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,True,0.0,True,0.0
56.0,TURNOVER_ATPM,r_4046,5.859576408556409,5.85957640855639,-1.865174681370263e-14,0.0,0.0,0.0,3,3,0.0009701200135200856,10.4106817008425,0.0,2.1517349435924253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,True,0.0,True,0.0
57.0,TURNOVER_ATPM,r_4046,5.813342536386148,5.813342536386156,7.993605777301127e-15,0.0,0.0,0.0,3,3,0.0009701200135200856,10.991544023109675,0.0,2.1517349435924253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,True,0.0,True,0.0
58.0,TURNOVER_ATPM,r_4046,5.768280434049168,5.768280434049168,0.0,0.0,0.0,0.0,3,3,0.0009701200135200856,11.567823161801156,0.0,2.1517349435924253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,True,0.0,True,0.0
59.0,TURNOVER_ATPM,r_4046,5.724341250373446,5.724341250373443,-3.552713678800501e-15,0.0,0.0,0.0,3,3,0.0009701200135200856,12.13963527496303,0.0,2.1517349435924253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,True,0.0,True,0.0
60.0,TURNOVER_ATPM,r_4046,5.681478915944068,5.681478915944071,2.6645352591003757e-15,0.0,0.0,0.0,3,3,0.0009701200135200856,12.707091678003753,0.0,2.1517349435924253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,True,0.0,True,0.0
61.0,TURNOVER_ATPM,r_4046,5.639649941928817,5.63964994192882,2.6645352591003757e-15,0.0,0.0,0.0,3,3,0.0009701200135200856,13.270299119450925,0.0,2.1517349435924253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,True,0.0,True,0.0
62.0,TURNOVER_ATPM,r_4046,5.598813236399342,5.598813236399335,-7.105427357601002e-15,0.0,0.0,0.0,3,3,0.0009701200135200856,13.829360036765554,0.0,2.1517349435924253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,True,0.0,True,0.0
63.0,TURNOVER_ATPM,r_4046,5.558929936376626,5.558929936376641,1.509903313490213e-14,0.0,0.0,0.0,3,3,0.0009701200135200856,14.384372793948172,0.0,2.1517349435924253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,True,0.0,True,0.0
64.0,TURNOVER_ATPM,r_4046,5.519963254033148,5.519963254033148,0.0,0.0,0.0,0.0,3,3,0.0009701200135200856,14.935431902495534,0.0,2.1517349435924253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,True,0.0,True,0.0
65.0,TURNOVER_ATPM,r_4046,5.481878335661461,5.481878335661452,-8.881784197001252e-15,0.0,0.0,0.0,3,3,0.0009701200135200856,15.482628227111274,0.0,2.1517349435924253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,True,0.0,True,0.0
66.0,TURNOVER_ATPM,r_4046,5.44464213217496,5.444642132174963,3.552713678800501e-15,0.0,0.0,0.0,3,3,0.0009701200135200856,16.02604917743606,0.0,2.1517349435924253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,True,0.0,True,0.0
67.0,TURNOVER_ATPM,r_4046,5.408223280041426,5.408223280041429,2.6645352591003757e-15,0.0,0.0,0.0,3,3,0.0009701200135200856,16.565778886940436,0.0,2.1517349435924253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,True,0.0,True,0.0
68.0,TURNOVER_ATPM,r_4046,5.372591991669845,5.37259199166985,5.329070518200751e-15,0.0,0.0,0.0,3,3,0.0009701200135200856,17.101898380014543,0.0,2.1517349435924253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,True,0.0,True,0.0
69.0,TURNOVER_ATPM,r_4046,5.337719954375195,5.337719954375204,8.881784197001252e-15,0.0,0.0,0.0,3,3,0.0009701200135200856,17.63448572819185,0.0,2.1517349435924253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,True,0.0,True,0.0
70.0,TURNOVER_ATPM,r_4046,5.3035802371385286,5.3035802371385286,0.0,0.0,0.0,0.0,3,3,0.0009701200135200856,18.16361619635722,0.0,2.1517349435924253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,True,0.0,True,0.0
71.0,TURNOVER_ATPM,r_4046,5.27014720446048,5.270147204460474,-6.217248937900877e-15,0.0,0.0,0.0,3,3,0.0009701200135200856,18.68936237971206,0.0,2.1517349435924253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,True,0.0,True,0.0
