t_h,mode,objective_id,objective_value_baseline,objective_value_pairwise,delta_objective,mu_h_inv_baseline,mu_h_inv_pairwise,delta_mu,n_constraints_active,n_constraints_binding,N_gN_L,E_g_L,O2_g_L,X_gDW_L,ester_r_1765_baseline,ester_r_1765_pairwise,ester_r_1765_delta,ester_r_1867_baseline,ester_r_1867_pairwise,ester_r_1867_delta,ester_r_1862_baseline,ester_r_1862_pairwise,ester_r_1862_delta,ester_r_2000_baseline,ester_r_2000_pairwise,ester_r_2000_delta,ester_r_4647_baseline,ester_r_4647_pairwise,ester_r_4647_delta,ester_r_4739_baseline,ester_r_4739_pairwise,ester_r_4739_delta,alcohol_r_1866_baseline,alcohol_r_1866_pairwise,alcohol_r_1866_delta,alcohol_r_1865_baseline,alcohol_r_1865_pairwise,alcohol_r_1865_delta,alcohol_r_1589_baseline,alcohol_r_1589_pairwise,alcohol_r_1589_delta,binding_r_1867__r_1866,lhs_r_1867__r_1866,binding_r_1862__r_1865,lhs_r_1862__r_1865,binding_r_2000__r_1589,lhs_r_2000__r_1589
30.0,BIOMASS,r_2111,0.004524503097663558,0.004524503097663307,-2.5066754227864863e-16,0.004524503097663558,0.004524503097663307,-2.5066754227864863e-16,3,3,0.006602454776657381,6.601675170712858,0.0,2.012921308012137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.425032362070092e-05,3.425032362070092e-05,0.0,0.00018963485890615935,0.00018963485890615935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00012992954628334377,0.00042812904525876437,0.00029819949897542063,0.01682790007895725,0.002370435736326992,-0.014457464342630257,True,0.0,True,0.0,True,0.0
31.0,BIOMASS,r_2111,0.004276302012998517,0.004276302012997876,-6.409803243734302e-16,0.004276302012998517,0.004276302012997876,-6.409803243734302e-16,3,3,0.006074258394524791,6.699101270211507,0.0,2.0220196692368972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.504429629800763e-05,2.504429629800763e-05,0.0,0.00017216957482422347,0.00017216957482422347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00012280198915243684,0.0003130537037250949,0.00019025171457265805,0.016924654372325282,0.002152119685302793,-0.01477253468702249,True,0.0,True,0.0,True,0.0
32.0,BIOMASS,r_2111,0.004049595398188693,0.0040495953981892875,5.941427905220564e-16,0.004049595398188693,0.0040495953981892875,5.941427905220564e-16,3,3,0.0055883177229628074,6.795118932575816,0.0,2.030657789251995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.663552043386634e-05,1.663552043386634e-05,0.0,0.00015621680235246874,0.00015621680235246874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00011629168581837918,0.00020794400542333049,9.16523196049513e-05,0.017009737402488546,0.00195271002940586,-0.015057027373082687,True,0.0,True,0.0,True,0.0
33.0,BIOMASS,r_2111,0.0038424239633245414,0.0038424239633243584,-1.8301332671555315e-16,0.0038424239633245414,0.0038424239633243584,-1.8301332671555315e-16,3,3,0.005141252305125782,6.889869867588818,0.0,2.0388729083482073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.951323999327076e-06,8.951323999327076e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001103423716166343,0.00011189154999158787,1.5491783749535694e-06,0.01708421469029221,0.0,-0.01708421469029221,True,0.0,True,0.0,True,0.0
34.0,BIOMASS,r_2111,0.003653022627384826,0.0036530226273848074,-1.8648277366750676e-17,0.003653022627384826,0.0036530226273848074,-1.8648277366750676e-17,3,3,0.00472995212071572,6.983465504114234,0.0,2.0466992882552963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9262383677707003e-06,1.9262383677707003e-06,0.0,0.0001283109770794254,0.0001283109770794254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6004217964889807e-05,2.407797959713285e-05,-1.926238367756958e-06,0.017214282147090722,0.001603887213492817,-0.015610394933597905,True,0.0,True,0.0,True,0.0
35.0,BIOMASS,r_2111,0.0034797988121483877,0.003479798812148009,-3.7860339863193815e-16,0.0034797988121483877,0.003479798812148009,-3.7860339863193815e-16,3,3,0.004351555951058462,7.076008371341135,0.0,2.0541684504279343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00011612165426905747,0.00011612165426905747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01735374707769539,0.0014515206783632182,-0.015902226399332173,True,0.0,True,0.0,True,0.0
36.0,BIOMASS,r_2111,0.0033213135375543545,0.003321313537555387,1.0325941490751944e-15,0.0033213135375543545,0.003321313537555387,1.0325941490751944e-15,3,3,0.004003431474973786,7.167586665224152,0.0,2.061309395268751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.55233949527297e-06,6.55233949527297e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.190424369093869e-05,8.190424369093869e-05,0.017484322529911143,0.0,-0.017484322529911143,True,0.0,True,0.0,True,0.0
37.0,BIOMASS,r_2111,0.0031762649014802063,0.0031762649014805125,3.0617869350990645e-16,0.0031762649014802063,0.0031762649014805125,3.0617869350990645e-16,3,3,0.003683156956975883,7.258284941525485,0.0,2.0681488038135476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.476273883377103e-05,9.476273883377103e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017600632396067895,0.001184534235422138,-0.016416098160645758,True,0.0,True,0.0,True,0.0
38.0,BIOMASS,r_2111,0.003043473597063638,0.003043473597063487,-1.5135462327897642e-16,0.003043473597063638,0.003043473597063487,-1.5135462327897642e-16,3,3,0.003388504400417812,7.348183741973466,0.0,2.074711223281683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01770393336928757,0.0,-0.01770393336928757,True,0.0,True,0.0,True,0.0
39.0,BIOMASS,r_2111,0.0029218701778919343,0.0029218701778934747,1.5404344466674047e-15,0.0029218701778919343,0.0029218701778934747,1.5404344466674047e-15,3,3,0.0031174240483843865,7.4373571809094825,0.0,2.081019237782442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017795364643783073,0.0,-0.017795364643783073,True,0.0,True,0.0,True,0.0
40.0,BIOMASS,r_2111,0.0028104838280593905,0.002810483828059449,5.854691731421724e-17,0.0028104838280593905,0.002810483828059449,5.854691731421724e-17,3,3,0.002868030124513636,7.52587345950402,0.0,2.08709362536489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017824621051498582,0.0,-0.017824621051498582,True,0.0,True,0.0,True,0.0
