t_h,fe_idx,cp_idx,mode,phase,mu_h_inv,v_glu,v_fru,v_eth,v_o2,v_N_uptake_gN_gDW_h,v_ATPM,v_Prot,GAM,v_uptake_phe,v_uptake_leu,v_uptake_val,v_uptake_met,v_uptake_tyr,v_pea,v_isoamyl,v_isobutanol,v_methionol,v_tyrosol,v_ethyl_acetate,v_aroma_r_1862,v_aroma_r_1765,v_aroma_r_1867,v_aroma_r_2000
2.2482398729643602,0,0,LAG,lag,0.0,2.1280091584362664,1.1749688389375732,6.604855185550021,-0.0,0.0,6.603534214512976,0.0,51.0484816864435,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0006604855185550021,0.0,0.0006604855185550021,0.0,0.0
9.35176012703564,0,1,BIOMASS,growth,0.06421519134763733,2.0637706779443987,1.1713115737246687,5.919654903912725,-0.0,0.0037888646798491577,1.0258227079082016,0.06421519134763734,55.47275224876064,0.03435250720842379,0.03435250720842379,0.0349113301027163,0.010273739565270711,0.03435250720842379,0.022662701520288233,0.0,0.0,0.0,0.02682873943718754,0.0005919654903912726,0.0,0.0005919654903912726,0.0,0.0018130161216230586
14.5,0,2,BIOMASS,growth,0.0509424914787514,1.9931328955105094,1.14068593050773,5.795656739934613,-0.0,0.0037567159954252486,1.8948838692828436,0.050942491478751406,58.93788981839077,0.010329509651497792,0.010329509651497792,0.011272272738069392,0.015510264605714245,0.010329509651497792,0.002309410418364061,0.0,0.0,0.0,0.004360836701519754,0.0005795656739934614,0.0,0.0005795656739934614,0.0,0.00018475283346912488
16.748239872964362,1,0,BIOMASS,growth,0.013570507952122701,1.6760989787699538,0.8629244100949702,4.963360224890597,-0.0,0.0,3.849624844924831,0.013570507952122701,60.29750239575396,0.014302679552452813,0.014302679552452813,0.014036080763040956,0.019237911619851375,0.014302679552452813,0.011310584458704913,0.0,0.004899212175771931,0.0,0.012712692070880936,0.0004963360224890598,0.0,0.0004963360224890598,0.0003919369740617545,0.0009048467566963929
23.85176012703564,1,1,BIOMASS_NLIM,growth_N_limited,0.005150548085851634,1.5752470634037796,0.8343180146376705,4.792487696539096,-0.0,0.0,4.3710323619444935,0.005150548085851634,63.1763318889895,0.003503420187623834,0.003503420187623834,0.003438117208738216,0.008761122036788851,0.003503420187623834,0.002510394758010928,0.0,0.00011024766366618562,0.0,0.0028999566320494744,0.00047924876965390966,0.0,0.00047924876965390966,8.819813093294849e-06,0.0002008315806408742
29.0,1,2,BIOMASS_NLIM,growth_N_limited,0.0023605919308348744,1.5206809380903188,0.8323972564028177,4.702305533716293,-0.0,0.0,4.507361980572508,0.0023605919308348744,64.65399628771435,-0.0,-0.0,-0.0,0.0049913774616816495,-0.0,0.0,0.0,0.0,0.0,0.0,0.00047023055337162936,0.0,0.00047023055337162936,0.0,0.0
31.248239872964362,2,0,BIOMASS,growth,0.05411393413447268,1.8049104056306347,1.1584824389211446,5.384716022967513,-0.0,0.004676656726937861,1.299266102788249,0.054113934134472685,60.76963762658807,0.005958416501493786,0.005958416501493786,0.0058473529332802735,0.0074363342343897075,0.005958416501493786,0.0,0.0,0.0,0.0,0.0,0.0005384716022967514,0.0,0.0005384716022967514,0.0,0.0
38.35176012703564,2,1,BIOMASS,growth,0.04111942931471375,1.6315518944079437,1.0559955864194879,4.926914035325503,-0.0,0.0037773681610567757,1.8073155237583731,0.041119429314713754,64.66711658735623,0.0013552789068539256,0.0013552789068539256,0.001330016807220244,0.0021887962124727957,0.0013552789068539256,0.0,0.0,0.0,0.0,0.0,0.0004926914035325503,0.0,0.0004926914035325503,0.0,0.0
43.5,2,2,TURNOVER_ATPM,stationary,0.0,1.3012370267416848,0.7773586165514553,4.156498536830144,-0.0,0.0,4.1556672371227785,0.0,66.39877325304334,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0004156498536830144,0.0,0.0004156498536830144,0.0,0.0
45.74823987296436,3,0,BIOMASS_NLIM,growth_N_limited,0.002784390710378939,1.2342246780592576,0.7802053188280065,4.027574257304141,-0.0,0.0,3.810555374136227,0.002784390710378939,63.70778745601263,0.0017566207858157887,0.0018275453788088112,0.0018255773796304253,0.0004454725303895824,0.0018275453788088112,0.0012299630666433642,0.0,2.897800866428394e-05,0.0,0.001501312463362559,0.00040275742573041404,0.0,0.00040275742573041404,2.318240693142715e-06,9.839704533146911e-05
52.85176012703564,3,1,BIOMASS_NLIM,growth_N_limited,0.0020323570131158862,1.1532341894354818,0.7948763809108395,3.9010376012345525,-0.0,0.0,3.7427792398659294,0.0020323570131158862,62.907591451715334,0.0005494821251223651,0.0005494821251223651,0.0006699568058652576,0.0005884409633466519,0.0005494821251223651,0.0002193426010411208,0.0,0.0,0.0,0.00031136117781960715,0.00039010376012345527,0.0,0.00039010376012345527,0.0,1.754740808328966e-05
58.0,3,2,BIOMASS_NLIM,growth_N_limited,0.0016725352436020731,1.0704301360098107,0.7758482720130758,3.698275621768571,-0.0,0.0,3.567501775719708,0.0016725352436020734,62.34827082883871,-0.0,-0.0,-0.0,0.0006210034135608267,-0.0,0.0,0.0,0.0,0.0,0.0,0.0003698275621768572,0.0,0.0003698275621768572,0.0,0.0
60.24823987296436,4,0,BIOMASS_NLIM,growth_N_limited,0.0021441406116378043,1.044406747749036,0.7612726725362134,3.6152574902233314,-0.0,0.0,3.4487535827408298,0.0021441406116378047,61.94390688259225,0.000749088411345867,0.0008717005506035702,0.0007812290779019394,0.00034303942374061845,0.0008717005506035702,0.000388243629128769,0.0,0.0,0.0,0.0006204824868979508,0.00036152574902233305,0.0,0.00036152574902233305,0.0,3.105949033030152e-05
