t_h,X_gDW_L,N_free_gN_L,G_g_L,F_g_L,E_g_L,O2_g_L,Prot_g_L,Carb_g_L,AA_leu_mmol_L,AA_met_mmol_L,AA_phe_mmol_L,AA_tyr_mmol_L,AA_val_mmol_L,Aroma_ethyl_acetate_mmol_L,Aroma_isoamyl_mmol_L,Aroma_isobutanol_mmol_L,Aroma_methionol_mmol_L,Aroma_pea_mmol_L,Aroma_tyrosol_mmol_L
0.0,0.5,0.07,110.0,110.0,0.0,0.0,0.23,0.185,0.9995002498750626,0.9995002498750626,0.9995002498750626,0.9995002498750626,0.9995002498750626,0.0,0.0,0.0,0.0,0.0,0.0
0.62020410288672,0.5306820777546617,0.06884058458924358,109.83405628874031,109.91587059508431,0.1156424808975749,0.0,0.2693845614940508,0.19576245184318636,0.9505650029756672,0.994591447618813,0.9516609906015971,1.0057172240129297,0.9508749962874704,0.0,0.0,0.0,0.0,0.0,0.0
2.57979589711328,0.6388659468667093,0.06473028397992442,109.24932500691716,109.61906510882395,0.5224953918429139,0.0,0.40473372117194617,0.2337133067076166,0.8098482806638427,0.977283192779183,0.813502922148472,0.9063884761499765,0.8147000810288377,0.0,0.0,0.0,0.0,0.0,0.0
4.0,0.7276679218976737,0.06119425285405036,108.76877327953527,109.37478331750907,0.8588512811946911,0.0,0.5127819084831046,0.2648621071030811,0.7224740575121927,0.9630758324147048,0.7260513386770617,0.7898337549362577,0.7308345827086455,0.0,0.0,0.0,0.0,0.0,0.0
4.62020410288672,0.7712699378867257,0.059288748541194716,108.53171737003214,109.25411416617418,1.026111320434765,0.0,0.5647565746819777,0.2801503804157168,0.6875168336387784,0.9560999790785802,0.6909210264868584,0.75161730258479,0.6954728311598734,0.0,0.0,0.0,0.0,0.0,0.0
6.57979589711328,0.9231296191411354,0.051328586089365115,107.70034665581456,108.83040085293287,1.612907236554386,0.0,0.7422830576319195,0.3333662881112366,0.5887538182301202,0.9318040643124516,0.5916689927236539,0.6436461408552473,0.5955669225632646,0.0,0.0,0.0,0.0,0.0,0.0
8.0,1.0459589500708755,0.04377439967466874,107.02102186026278,108.48375844045268,2.0919046468737372,0.0,0.8826845416086914,0.3763704411427839,0.5282730308529152,0.9121526931888019,0.5308887388406675,0.5775264416093915,0.5343862468765616,0.0,0.0,0.0,0.0,0.0,0.0
8.62020410288672,1.1044273060620686,0.04002987387637523,106.69167250325405,108.31627352496544,2.3233397578109027,0.0,0.9481799206892286,0.3968052541022022,0.5027123087566746,0.9077229407219164,0.5052014545671908,0.5495825716499982,0.5085297341440993,0.0,0.0,0.0,0.0,0.0,0.0
10.57979589711328,1.3047422250334402,0.027508290356798117,105.55153989468536,107.73804934743326,3.123653091857953,0.0,1.1685604691593903,0.46672309832664893,0.43049679188986384,0.8092288928266487,0.43262836747953565,0.4706340581933567,0.43547853377825907,0.0,0.0,0.0,0.0,0.0,0.0
12.0,1.4505629600913632,0.018362663826278977,104.63983032558538,107.28032318558402,3.756535077206852,0.0,1.3203864529221312,0.517242638068806,0.3862732401596515,0.707448765223159,0.388185845840296,0.42228733410478697,0.3907432237161418,0.0,0.0,0.0,0.0,0.0,0.0
12.62020410288672,1.5134166461844665,0.014267805716667706,104.21161442658519,107.06595182684742,4.051490188508337,0.0,1.3828398336790626,0.5388621714712335,0.36758324016288035,0.6732185467014937,0.36940330357952983,0.4018547763904787,0.3718369416061654,0.0,0.0,0.0,0.0,0.0,0.0
14.57979589711328,1.645576125291199,0.007029224196413476,102.84527327822089,106.42196429705196,4.950805281748631,0.0,1.4746173359280694,0.5821658741782709,0.31477925422986835,0.5765095056306427,0.31633786230103644,0.34412762335098235,0.318421903898663,0.0,0.0,0.0,0.0,0.0,0.0
16.0,1.6928361565221588,0.00582056097909699,101.82635665199176,105.96944672013665,5.591449451257235,0.0,1.4621646991414108,0.5951932233023332,0.2824429932047371,0.5172865371311737,0.28384149047842433,0.3087764986974202,0.2857114451812428,0.0,0.0,0.0,0.0,0.0,0.0
16.62020410288672,1.7295021589509951,0.003754669041681046,101.37971115957639,105.75890167680834,5.883578787301378,0.0,1.4836697586524723,0.6068939055342251,0.26877686520709804,0.492257401348132,0.27010769557735215,0.293836212496718,0.2718871717024281,0.0,0.0,0.0,0.0,0.0,0.0
18.57979589711328,1.7934620248938036,0.001680449524273154,99.9768537637088,105.1261733665896,6.769965408577683,0.0,1.4720744577160028,0.624400809222882,0.23016659069287967,0.4215437505171258,0.23130624491451776,0.25162611819423825,0.23283009613070232,0.0,0.0,0.0,0.0,0.0,0.0
20.0,1.8178074562649664,0.0018696112701576898,98.93627073458345,104.66578281510611,7.415214084149713,0.0,1.4279449636503403,0.6286954813176524,0.20652231663130372,0.3782399159503141,0.20754489783782382,0.22577737584755359,0.20891220871652472,0.0,0.0,0.0,0.0,0.0,0.0
20.62020410288672,1.8358415012424008,0.0012317808843217031,98.49369442609596,104.46385676040849,7.69519414634292,0.0,1.4232617926218865,0.633408734472758,0.19652964383943006,0.35993861186575404,0.19750274700615983,0.21485303857760013,0.1988038999488154,0.0,0.0,0.0,0.0,0.0,0.0
22.57979589711328,1.8749667027649686,0.0005913794135886097,97.09269936544669,103.83075559057771,8.57233797644275,0.0,1.3821828588117746,0.6415662517936377,0.16829781111463357,0.30823279037812235,0.16913112628149535,0.18398901762362696,0.17024536629076953,0.0,0.0,0.0,0.0,0.0,0.0
24.0,1.8948381656133682,0.0006497818436372296,96.0650657610318,103.36638815839466,9.212613781350537,0.0,1.339820864708168,0.6442175494578494,0.15100911792080923,0.27656902654286963,0.15175682929901674,0.16508841721973117,0.15275660701352284,0.0,0.0,0.0,0.0,0.0,0.0
24.62020410288672,1.9057568798928672,0.00044703968814402244,95.62448101092752,103.1646772205602,9.489199139326946,0.0,1.32678551540861,0.6462552855401379,0.1437024755753912,0.2631871129962393,0.14441400861090403,0.1571005418079412,0.14536541164257377,0.0,0.0,0.0,0.0,0.0,0.0
26.57979589711328,1.9332558574103187,0.00024348028200617521,94.23158151867725,102.5259516640301,10.361602049528468,0.0,1.276786291375394,0.6500452527730242,0.12305935948702004,0.225379816324483,0.12366867953702937,0.13453276968639602,0.12448341183181064,0.0,0.0,0.0,0.0,0.0,0.0
28.0,1.9492720801392718,0.0002620442056088102,93.21774664912833,102.05785738621265,10.99662338183477,0.0,1.2361710101020913,0.651288391087543,0.11041786702369569,0.20222727220814624,0.11096459358344102,0.1207126506710674,0.11169563104828788,0.0,0.0,0.0,0.0,0.0,0.0
28.62020410288672,1.9570448315699092,0.00018495591585911077,92.77917818996924,101.85345436544254,11.272501668379302,0.0,1.22083588394791,0.6521426829240461,0.10507525014072604,0.19244241702285014,0.10559552309629301,0.11487191616996657,0.10629118899304993,0.0,0.0,0.0,0.0,0.0,0.0
30.57979589711328,1.978121472084509,0.00010755688434808955,91.39351847506202,101.20299734632478,12.144931915570382,0.0,1.1692765565445158,0.6535276904071633,0.08998100365690903,0.16479772169646195,0.09042653847747585,0.09837036119469275,0.09102227073141993,0.0,0.0,0.0,0.0,0.0,0.0
