t_h,X_gDW_L,N_gN_L,N_free_gN_L,G_g_L,F_g_L,E_g_L,O2_g_L,Prot_g_L,Carb_g_L,P_frac_gProt_gDW,C_frac_gCarb_gDW,GAM_mmol_gDW,AA_phe_mmol_L,AA_leu_mmol_L,AA_val_mmol_L,AA_met_mmol_L,AA_tyr_mmol_L,pea_g_L,pea_mg_L,isoamyl_g_L,isoamyl_mg_L,isobutanol_g_L,isobutanol_mg_L,methionol_g_L,methionol_mg_L,tyrosol_g_L,tyrosol_mg_L,ethyl_acetate_g_L,ethyl_acetate_mg_L
0.0,0.5,0.14,0.07,110.0,110.0,0.0,0.008,0.23,0.185,0.46,0.37,51.98026170194909,0.9995002498750626,0.9995002498750626,0.9995002498750626,0.9995002498750626,0.9995002498750626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.5794676613673171,0.1327201487791052,0.06765914887815376,109.7398966720134,109.86817224120624,0.15869283907794696,0.0,0.3379727855962829,0.21347803470590732,0.5832470181317786,0.36840370729607697,54.35227295155107,0.9195402298850576,0.9195402298850576,0.9195402298850576,0.9667309131827989,0.9195402298850576,0.008275463913455674,8.275463913455674,0.0,0.0,0.0030030494302719455,3.0030494302719455,0.0,0.0,0.009760893166077344,9.760893166077345,0.0,0.0
2.0,0.6356247503006344,0.12685443041418992,0.06570867491788025,109.4394942024069,109.7158170240749,0.36807126023565784,0.0,0.40813308794305625,0.23318876743770517,0.6420975390747758,0.36686546162246325,55.48490966631904,0.845977011494253,0.8533589239889574,0.8776825276895879,0.9423758037158768,0.845977011494253,0.01620745218062373,16.20745218062373,0.0,0.0,0.00442824912090271,4.42824912090271,0.0,0.0,0.01901534423984328,19.01534423984328,0.0,0.0
3.0,0.6969690027131927,0.12051722026239414,0.0635797894757577,109.1113401367615,109.5492052223925,0.5968847243860815,0.0,0.4834110383873844,0.25472019699316323,0.6935904416201293,0.365468472775083,56.47594170882769,0.7782988505747127,0.7850902100698408,0.8074679254744208,0.9157710417696844,0.7782988505747127,0.02332299262570453,23.32299262570453,0.0,0.0,0.007799405845931456,7.799405845931456,0.0,0.0,0.027372748536663778,27.372748536663778,0.0,0.0
4.0,0.7639061474568368,0.11397266592865327,0.06086803466498081,108.75315228137785,109.36713567230517,0.8475242814703889,0.0,0.5642198833695464,0.2782133395633457,0.7385984328676013,0.3641983252649052,57.34216519381977,0.7160349425287357,0.7222829932642536,0.7428704914364671,0.8940689314963561,0.7160349425287357,0.029671979523674112,29.67197952367411,0.0,0.0,0.010586020923706162,10.586020923706162,0.0,0.0,0.034891584681786075,34.89158468178608,0.0,0.0
5.0,0.8366262483629908,0.10739362545021325,0.057805570117231427,108.36260736403628,109.16841584142011,1.1215457568065204,0.0,0.650643534774597,0.30372871020080594,0.7776991650067132,0.36303990078617016,58.094697611297654,0.6587521471264368,0.6645003538031133,0.6834408521215497,0.874788335260589,0.6587521471264368,0.03530375818698374,35.303758186983735,0.0,0.0,0.012817942568791076,12.817942568791075,0.0,0.0,0.041628618670077805,41.628618670077806,0.0,0.0
6.0,0.9153553666838538,0.10027106781427816,0.05396218331127683,107.93738078152816,108.95184186093725,1.4202021930827347,0.0,0.742815523805946,0.33133984042852116,0.81150507315756,0.36197945900388173,58.74532588330242,0.6060519753563218,0.6113403254988643,0.6287655839518257,0.853914542135612,0.6060519753563218,0.04026276417256815,40.26276417256815,0.0,0.0,0.014520495214155878,14.52049521415588,0.0,0.0,0.04763524637563133,47.63524637563133,0.0,0.0
7.0,1.0004549163528915,0.09257477163574815,0.04932977273898888,107.4752992711715,108.7163540651457,1.7449897677409005,0.0,0.841062322989533,0.36116997460392253,0.8406798839627714,0.3610057471860398,59.306824088159416,0.5575678173278161,0.5624330994589551,0.5784643372356797,0.8313517288752814,0.5575678173278161,0.044586994995670245,44.586994995670246,0.0,0.0,0.01570648581736488,15.70648581736488,0.0,0.0,0.05295626823093687,52.95626823093687,0.0,0.0
8.0,1.0922411905896048,0.08427992135180686,0.04390381293360492,106.97428325992051,108.46100412994265,2.097304365200419,0.0,0.9456331020705007,0.39332504619848685,0.8657731554328552,0.3601082339571586,59.78976901549805,0.5129623919415909,0.5174384515022388,0.5321871902568254,0.8070160352845712,0.5129623919415909,0.04831171292219337,48.31171292219337,0.0,0.0,0.016385260121493748,16.385260121493747,0.0,0.0,0.05763316299448607,57.63316299448607,0.0,0.0
9.0,1.1909410195919914,0.07537198281031175,0.03768819835962639,106.43249288089308,108.18508133570685,2.4783105483079706,0.0,1.0566376938415176,0.4278773576983775,0.887229238441644,0.3592766985597368,60.20271263913058,0.4719254005862636,0.47604337538205965,0.48961221503627933,0.7808473208875634,0.4719254005862636,0.051470564838872905,51.4705648388729,0.0,0.0,0.016562504235554297,16.562504235554297,0.0,0.0,0.0617051297073776,61.7051297073776,0.0,0.0
