n_snapshots,score_min,score_max,score_mean,n_cap_applied,n_cap_relaxed,n_floor_applied,n_floor_relaxed,n_floor_omitted,v_r0179_max_v2,v_r0181_max_v2,v_r1865_max_v2,v_r1862_max_v2,iso_ac_final_baseline_mg_L,iso_ac_final_pairwise_mg_L,iso_ac_final_v1_mg_L,iso_ac_final_v2_mg_L,K_REDOX_ALDH_FLOOR,CAP_TRIGGER_SCORE,PHI_PAIR_V2,MU_LOW_CENTER_HINV,YAN_LOW_CENTER_GN_L,SUGAR_HIGH_CENTER_G_L
72,0.30036925246304647,0.9790940649989448,0.7758343156672834,72,0,72,0,0,0.029401429469779566,0.0003767595357740705,0.02722354580535145,0.0021778836644281156,0.0,0.40282946137990233,0.0,17.434103897692566,0.005,0.1,0.08,0.05,0.02,50.0
