t_h,X_gDW_L,N_gN_L,G_g_L,F_g_L,E_g_L,O2_g_L,Prot_g_L
26.0,2.0446357486875386,0.0,94.54338284767798,102.28965455212028,8.84516092876701,0.0,0.8659290997413717
27.0,2.0446357486875386,0.0,93.77936911242773,101.93985646365353,9.414815125337118,0.0,0.8615994542426648
28.0,2.0446357486875386,0.0,93.02263530499356,101.59160559817492,9.979954714150054,0.0,0.8572914569714515
29.0,2.0446357486875386,0.0,92.2730058110148,101.24485315051805,10.540694473593579,0.0,0.8530049996865943
30.0,2.0446357486875386,0.0,91.5303123911123,100.8995523456375,11.097144371856809,0.0,0.8487399746881613
31.0,2.0446357486875386,0.0,90.79439375991532,100.55565832187598,11.649409841937606,0.0,0.8444962748147206
32.0,2.0446357486875386,0.0,90.06509519563704,100.21312802273604,12.197592036676358,0.0,0.840273793440647
33.0,2.0446357486875386,0.0,89.34226817753239,99.8719200964123,12.741788065560392,0.0,0.8360724244734438
34.0,2.0446357486875386,0.0,88.62577004884264,99.53199480241595,13.282091214865973,0.0,0.8318920623510766
35.0,2.0446357486875386,0.0,87.91546370307108,99.19331392469033,13.81859115254793,0.0,0.8277326020393212
36.0,2.0446357486875386,0.0,87.21121729164638,98.85584069067545,14.351374119148005,0.0,0.8235939390291246
37.0,2.0446357486875386,0.0,86.51290395121893,98.51953969583248,14.880523105869603,0.0,0.8194759693339789
38.0,2.0446357486875386,0.0,85.8204015490033,98.1843768331856,15.406118020856796,0.0,0.815378589487309
39.0,2.0446357486875386,0.0,85.13359244472922,97.85031922748074,15.92823584461764,0.0,0.8113016965398725
40.0,2.0446357486875386,0.0,84.45236326789747,97.5173351735979,16.446950775444492,0.0,0.8072451880571732
41.0,2.0446357486875386,0.0,83.77660470915595,97.18539407888687,16.96233436560589,0.0,0.8032089621168873
42.0,2.0446357486875386,0.0,83.10621132471847,96.8544664091265,17.47445564901465,0.0,0.7991929173063028
43.0,2.0446357486875386,0.0,82.44108135284473,96.52452363783387,17.98338126101397,0.0,0.7951969527197713
44.0,2.0446357486875386,0.0,81.78111654148596,96.19553819867424,18.48917555086701,0.0,0.7912209679561725
45.0,2.0446357486875386,0.0,81.12622198627862,95.86748344074417,18.991900687484613,0.0,0.7872648631163917
46.0,2.0446357486875386,0.0,80.47630597813827,95.54033358651937,19.4916167588801,0.0,0.7833285388008097
47.0,2.0446357486875386,0.0,79.83127985976874,95.21406369227724,19.98838186579876,0.0,0.7794118961068056
48.0,2.0446357486875386,0.0,79.19105789045928,94.88864961081899,20.48225220993239,0.0,0.7755148366262716
49.0,2.0446357486875386,0.0,78.5555571185933,94.56406795633141,20.97328217709538,0.0,0.7716372624431402
50.0,2.0446357486875386,0.0,77.92469726133979,94.2402960712411,21.461524415708357,0.0,0.7677790761309246
51.0,2.0446357486875386,0.0,77.29840059104038,93.91731199492565,21.94702991090748,0.0,0.7639401807502699
52.0,2.0446357486875386,0.0,76.67659182784405,93.59509443415733,22.429848054572435,0.0,0.7601204798465185
53.0,2.0446357486875386,0.0,76.05919803817628,93.27362273516448,22.910026711543008,0.0,0.7563198774472859
54.0,2.0446357486875386,0.0,75.4461485386615,92.9528768572046,23.387612282273455,0.0,0.7525382780600495
55.0,2.0446357486875386,0.0,74.83737480514701,92.63283734755142,23.862649762154618,0.0,0.7487755866697492
56.0,2.0446357486875386,0.0,74.23281038650254,92.31348531780554,24.3351827977165,0.0,0.7450317087364005
57.0,2.0446357486875386,0.0,73.6323908228949,91.99480242144512,24.805253739908032,0.0,0.7413065501927184
58.0,2.0446357486875386,0.0,73.03605356825842,91.67677083253893,25.27290369463627,0.0,0.7376000174417549
59.0,2.0446357486875386,0.0,72.44373791670284,91.35937322555047,25.73817257073392,0.0,0.733912017354546
60.0,2.0446357486875386,0.0,71.85538493261882,91.04259275616606,26.2010991255119,0.0,0.7302424572677733
61.0,2.0446357486875386,0.0,71.27093738425826,90.7264130430856,26.661721008042456,0.0,0.7265912449814343
62.0,2.0446357486875386,0.0,70.69033968058261,90.41081815071824,27.120074800308064,0.0,0.7229582887565271
63.0,2.0446357486875386,0.0,70.1135378111864,90.09579257272978,27.576196056341857,0.0,0.7193434973127445
64.0,2.0446357486875386,0.0,69.54047928911703,89.78132121639197,28.030119339476677,0.0,0.7157467798261807
65.0,2.0446357486875386,0.0,68.97111309642368,89.46738938768763,28.481878257811807,0.0,0.7121680459270499
66.0,2.0446357486875386,0.0,68.40538963227974,89.1539827771282,28.931505497999023,0.0,0.7086072056974146
67.0,2.0446357486875386,0.0,67.84326066353361,88.84108744624375,29.379032857442844,0.0,0.7050641696689276
68.0,2.0446357486875386,0.0,67.28467927755219,88.52868981470768,29.82449127500353,0.0,0.7015388488205829
69.0,2.0446357486875386,0.0,66.72959983723028,88.21677664806118,30.267910860285554,0.0,0.69803115457648
70.0,2.0446357486875386,0.0,66.1779779380477,87.90533504600471,30.7093209215889,0.0,0.6945409988035977
71.0,2.0446357486875386,0.0,65.62977036706302,87.59435243122552,31.148749992595608,0.0,0.6910682938095797
72.0,2.0446357486875386,0.0,65.0849350637402,87.2838165387329,31.586225857859223,0.0,0.6876129523405318
