t_h,mode,mu_h_inv,v_glu,v_fru,v_eth,v_o2,v_N_uptake_gN_gDW_h,v_ATPM,v_Prot,GAM,Nrec_inflow_gN_L_h,Nrec_outflow_gN_L_h,Nrec_cap_gN_gDW_h,v_uptake_phe,v_uptake_leu,v_uptake_val,v_uptake_met,v_uptake_tyr,v_pea,v_isoamyl,v_isobutanol,v_methionol,v_tyrosol,v_ethyl_acetate
10.0,BIOMASS,0.08138719038836668,2.5671910782662097,1.3580758925425807,6.887103925669035,0.0,0.005191861455507296,0.7,0.08138719038836668,60.503186642675466,0.0055382950483062595,0.0,0.0,0.027105049795967836,0.027105049795967836,0.027197048159894256,0.04505855557023094,0.027105049795967836,0.01458707490551129,0.0,0.0,0.0,0.017569326127085682,0.0
11.0,BIOMASS,0.07346845528367456,2.246412093390135,1.3254659151813497,6.276214397912124,0.0,0.00479026506374843,0.7,0.07346845528367457,60.91369359174353,0.006075343185851259,0.0,0.0,0.023059867949179906,0.023059867949179906,0.023138136395084018,0.03833397648230402,0.023059867949179906,0.011759855329342317,0.0,0.0,0.0,0.01445194224709197,0.0
12.0,BIOMASS,0.06441863459212502,1.891152184830013,1.2807201675354176,5.585655536890514,0.0,0.004220208953160034,0.7,0.06441863459212503,61.15514091445629,0.006576178579466869,0.0,0.0,0.019763113120673137,0.019763113120673137,0.019830191915468975,0.03285355819272768,0.019763113120673137,0.009855032420826538,0.0,0.0,0.0,0.012215508937926946,0.0
13.0,BIOMASS,0.05329201739662493,1.4657110326623586,1.2183535233445975,4.744473194298302,0.0,0.003404412104684535,0.7,0.05329201739662494,61.229046681052075,0.007017560351080503,0.0,0.0,0.01708168523185098,0.01708168523185098,0.017139662882003467,0.02839603944823034,0.01708168523185098,0.008884963702954468,0.0,0.0,0.0,0.010837730265147595,0.0
14.0,BIOMASS,0.03944415406852608,0.9456587164944621,1.13471617883046,3.7042882848731526,0.0,0.002290618241902164,0.7,0.03944415406852608,61.11739198874586,0.007363289730964912,0.0,0.0,0.014920031818094795,0.014920031818094795,0.014970672511520084,0.02480257693107969,0.014920031818094795,0.008853218013011213,0.0,0.0,0.0,0.010298560653462463,0.0
15.0,BIOMASS,0.02459379155041479,0.3942245864245546,1.0419396762170148,2.595105037809235,0.0,0.0010456245394227525,0.7,0.024593791550414794,60.78603957014298,0.007566583657528317,0.0,0.0,0.013205547617849497,0.013205547617849497,0.013250369109960365,0.021952474009574372,0.013205547617849497,0.009422833610643519,0.0,0.0,0.0,0.010324017992907853,0.0
16.0,BIOMASS,0.01455251402776373,0.02893887933148337,0.9796740882530436,1.8479419577187628,0.0,0.0002196198409369463,0.7,0.014552514027763731,60.28474748961687,0.007600534568730968,0.0,0.0,0.0118574833349688,0.0118574833349688,0.011897729306671986,0.01971149567307782,0.0118574833349688,0.009619194922218754,0.0,0.0025199860105467155,0.0,0.010152439189887686,0.0
17.0,BIOMASS,0.011306617918818786,0.018272512152423852,0.8512515295003996,1.603221924880609,0.0,1.3391537924455147e-05,0.7,0.011306617918818788,59.84978621694576,0.007515657262316846,0.0,0.0,0.010752410069798287,0.010752410069798287,0.010788905266897485,0.017874457722486446,0.010752410069798287,0.009013365405295527,0.0,0.003502840454469583,0.0,0.009427671083368075,0.0
18.0,BIOMASS,0.010293794722418061,0.016635698712952608,0.8058361204479338,1.5219778753832365,0.0,2.486467028421845e-07,0.7,0.010293794722418063,59.39822735748491,0.007395395692813302,0.0,0.0,0.009781620221740214,0.009781620221740214,0.009814820421102462,0.016260648168731337,0.009781620221740214,0.008198355542767322,0.0,0.0031814260628714474,0.0,0.008575548584314493,0.0
19.0,BIOMASS,0.009511860658735834,0.015372022891976459,0.7699934159390903,1.4581365578190013,0.0,1.41563355022238e-09,0.7,0.009511860658735835,58.95505528002391,0.007268022582170292,0.0,0.0,0.008907399660386443,0.008907399660386443,0.008937632631798148,0.014807372264760955,0.008907399660386443,0.0074444024452301385,0.0,0.002808122132377938,0.0,0.007792943265150304,0.0
20.0,BIOMASS,0.008807926481509305,0.014234401907502376,0.7377549811428513,1.4006386444932626,0.0,0.0,0.7,0.008807926481509307,58.521918889428704,0.0071363716542491105,0.0,0.0,0.008117594262050748,0.008117594262050748,0.00814514652248741,0.013494425389604473,0.008117594262050748,0.006762867529178044,0.0,0.002469256201601669,0.0,0.007085614258530344,0.0
21.0,BIOMASS,0.008171022683830974,0.013205108049112397,0.708540002548081,1.3486156636931088,0.0,0.0,0.7,0.008171022683830974,58.09872670199361,0.007001326765728197,0.0,0.0,0.0074029818016339444,0.0074029818016339444,0.007428108566537684,0.012306476815399656,0.0074029818016339444,0.006146215763913993,0.0,0.0021626435719948526,0.0,0.006445624580757115,0.0
22.0,BIOMASS,0.007593986983382487,0.012272566423974602,0.682071181508333,1.301482783905263,0.0,0.0,0.7,0.007593986983382488,57.68536287389048,0.006863649869752507,0.0,0.0,0.006755543557850426,0.006755543557850426,0.006778472825991758,0.011230196479985839,0.006755543557850426,0.005587530042175316,0.0,0.0018848537311458398,0.0,0.005865794678781438,0.0
23.0,BIOMASS,0.007070564712029996,0.011426668925464553,0.6580616117139788,1.2587290490745526,0.0,0.0,0.7,0.007070564712029996,57.281718472097,0.006724024616307191,0.0,0.0,0.006168258399228511,0.006168258399228511,0.006189194338666957,0.010253912682149998,0.006168258399228511,0.005080751248481716,0.0,0.0016328722693970906,0.0,0.005339836248824547,0.0
24.0,BIOMASS,0.00659525445154119,0.010658524766591201,0.6362590191003343,1.2199052292979404,0.0,0.0,0.7,0.006595254451541191,56.88768875613924,0.006583063447396838,0.0,0.0,0.005634955410411511,0.005634955410411511,0.005654081244249063,0.009367367092370049,0.005634955410411511,0.004620554627848495,0.0,0.0014040524793783263,0.0,0.004862222948758046,0.0
25.0,BIOMASS,0.006163205585376754,0.009960294914471519,0.6164408007527511,1.1846150179805575,0.0,0.0,0.7,0.006163205585376754,56.50317080643944,0.0064413138154705485,0.0,0.0,0.005150192149875829,0.005150192149875829,0.005167672628799937,0.008561512372394485,0.005150192149875829,0.004202243800825859,0.0,0.0011960592188666522,0.0,0.004428080659158187,0.0
26.0,BIOMASS,0.005770126424041956,0.009325043612629964,0.5984101351098262,1.152507893638095,0.0,0.0,0.7,0.005770126424041956,56.12806176739541,0.006299263961026065,0.0,0.0,0.004709153297977274,0.004709153297977274,0.0047251368288010066,0.007828343691042048,0.004709153297977274,0.003821663542571718,0.0,0.001006826419505365,0.0,0.0040330968958380495,0.0
27.0,BIOMASS,0.005412208606618891,0.008746616207070727,0.5819923314498991,1.123272785296642,0.0,0.0,0.7,0.005412208606618892,55.7622574965862,0.006157348189124412,0.0,0.0,0.00430756583469303,0.00430756583469303,0.004322186320996512,0.007160757718431404,0.00430756583469303,0.003475126588218538,0.0,0.0008345206928362375,0.0,0.003673444845077931,0.0
28.0,BIOMASS,0.005086063480284708,0.008219536329853313,0.5670319237298493,1.0966328919797572,0.0,0.0,0.7,0.005086063480284709,55.40565156083759,0.006015951704898845,0.0,0.0,0.0039416276567894246,0.0039416276567894246,0.003955006097277874,0.006552433961476282,0.0039416276567894246,0.003159352035359785,0.0,0.000677510702673754,0.0,0.0033457194348818094,0.0
29.0,BIOMASS,0.00478866828436323,0.007738918927676571,0.5533903393542071,1.0723413479972703,0.0,0.0,0.7,0.004788668284363231,55.058134513987184,0.0058754150439994995,0.0,0.0,0.0036079471957750435,0.0036079471957750435,0.0036201930776916164,0.00599773438672939,0.0036079471957750435,0.002871413239309176,0.0,0.000534341257492013,0.0,0.0030468832582717428,0.0
30.0,BIOMASS,0.004517320406003405,0.007300396334938043,0.5409435262211749,1.0501773644348287,0.0,0.0,0.7,0.004517320406003406,54.719593403580625,0.00573603813101672,0.0,0.0,0.0033034920923029837,0.0033034920923029837,0.0033147046106353053,0.005491618098373518,0.0033034920923029837,0.0026086935233308774,0.0,0.0004037112885860505,0.0,0.0027742206073199083,0.0
31.0,BIOMASS,0.004269598317187281,0.006900055144423194,0.5291110112209884,1.0304228214446078,0.0,0.0,0.7,0.004269598317187282,54.38991146346873,0.005598083996260259,0.0,0.0,0.0030255453670926884,0.0030255453670926884,0.0030358144950172984,0.005029568478183756,0.0030255453670926884,0.0023688483577494904,0.0,0.0002844550447008266,0.0,0.002525298220882788,0.0
32.0,BIOMASS,0.004043328071020629,0.006534382062295728,0.5182617418000697,1.0125246670184809,0.0,0.0,0.7,0.00404332807102063,54.06896795699808,0.005461782178819867,0.0,0.0,0.0027716678294249578,0.0027716678294249578,0.0027810752611608907,0.004607530694628873,0.0027716678294249578,0.0021497729215728617,0.0,0.00017552596296340747,0.0,0.0022979316185556095,0.0
33.0,BIOMASS,0.003836554446656436,0.006200217275696998,0.5083473148747634,0.9961687428776794,0.0,0.0,0.7,0.0038365544466564365,53.7566381416658,0.0053273318415778806,0.0,0.0,0.0025396657014492836,0.0025396657014492836,0.002548285685223973,0.004221857882570107,0.0025396657014492836,0.0019495741649317709,0.0,7.598277771866927e-05,0.0,0.002090156105782418,0.0
34.0,BIOMASS,0.0036475159998003706,0.00589471413211738,0.49932498627047633,0.9811989858821392,0.0,0.0,0.7,0.003647515999800371,53.45279333109454,0.005194904621770822,0.0,0.0,0.0023275626245960754,0.0023275626245960754,0.0023354627005970794,0.0038692646076288134,0.0023275626245960754,0.001766546652916016,0.0,0.0,0.0,0.001900201703473844,0.0
35.0,BIOMASS,0.0034746234094110945,0.005615304145715175,0.49126629496542207,0.9674305878761501,0.0,0.0,0.7,0.003474623409411095,53.15730103423896,0.005064647238789777,0.0,0.0,0.0021335753643501425,0.0021335753643501425,0.002140817020215432,0.00354678647858997,0.0021335753643501425,0.0015991516007916732,0.0,0.0,0.0,0.0017264713897877108,0.0
36.0,BIOMASS,0.0033164406183683274,0.005359666518938871,0.48389325095913,0.9548336315294336,0.0,0.0,0.7,0.003316440618368328,52.87002515506093,0.0049366838791555885,0.0,0.0,0.001956092649889847,0.001956092649889847,0.0019627319043768517,0.00325174497110474,0.001956092649889847,0.0014459986143503301,0.0,0.0,0.0,0.0015675221494203108,0.0
37.0,BIOMASS,0.0031716683522863575,0.00512570150744646,0.47714527483507724,0.943304610445725,0.0,0.0,0.7,0.0031716683522863575,52.590826238656604,0.00481111837699183,0.0,0.0,0.0017936566820229902,0.0017936566820229902,0.0017997446059129648,0.002981716687082852,0.0017936566820229902,0.0013058297327780222,0.0,0.0,0.0,0.0014220484125591932,0.0
38.0,BIOMASS,0.0030391296706072505,0.0049115070693716715,0.47096751797811676,0.9327498177575881,0.0,0.0,0.7,0.0030391296706072505,52.31956175210387,0.00468803620683549,0.0,0.0,0.0016449469213694525,0.0016449469213694525,0.001650530103346647,0.0027345064046933334,0.0016449469213694525,0.0011775054391906928,0.0,0.0,0.0,0.0012888675359708137,0.0
39.0,BIOMASS,0.00291775726109637,0.004715358332085233,0.46531023192695514,0.9230842574530945,0.0,0.0,0.7,0.00291775726109637,52.056086390210346,0.004567506304261104,0.0,0.0,0.0015087658326518856,0.0015087658326518856,0.0015138867967968298,0.002508123380135751,0.0015087658326518856,0.0010599923591290508,0.0,0.0,0.0,0.0011669070359306465,0.0
40.0,BIOMASS,0.002806582235416463,0.004535689484834191,0.4601282558539201,0.9142307715629486,0.0,0.0,0.7,0.0028065822354164634,51.80025239795157,0.004449582728539983,0.0,0.0,0.0013840263132148037,0.0013840263132148037,0.001388723893828208,0.0023007604492181434,0.0013840263132148037,0.0009523524124044069,0.0,0.0,0.0,0.0010551933295079425,0.0
41.0,BIOMASS,0.002704724221718398,0.004371077767476887,0.4553805547708199,0.9061192511781873,0.0,0.0,0.7,0.0027047242217183983,51.55190990275093,0.0043343061804027565,0.0,0.0,0.0012697405768111536,0.0012697405768111536,0.0012740502555078155,0.0021107755481243728,0.0012697405768111536,0.0008537332207208756,0.0,0.0,0.0,0.0009528417791531187,0.0
42.0,BIOMASS,0.002611382581735575,0.004220229276517046,0.4510143374240133,0.8987049803731346,0.0,0.0,0.7,0.0026113825817355753,51.31090725090907,0.004221705386912855,0.0,0.0,0.0011650102990917565,0.0011650102990917565,0.0011689645084468647,0.0019366753315954533,0.0011650102990917565,0.0007633596040431405,0.0,0.0,0.0,0.0008590478672356265,0.0
43.0,BIOMASS,0.0025258286059884547,0.004081966351851882,0.44709384444932415,0.8918781838673825,0.0,0.0,0.7,0.002525828605988455,51.07709134347673,0.004111798364483481,0.0,0.0,0.0010690178605438276,0.0010690178605438276,0.0010726462580165671,0.0017771006154745743,0.0010690178605438276,0.0006805260239724574,0.0,0.0,0.0,0.0007730793534307171,0.0
44.0,BIOMASS,0.002447398562421243,0.003955216342743347,0.4435749478647312,0.8855751629122754,0.0,0.0,0.7,0.002447398562421243,50.850307967708154,0.004004593570173908,0.0,0.0,0.0009810185469913254,0.0009810185469913254,0.0009843482623758777,0.0016308134110718945,0.0009810185469913254,0.0006045898534200619,0.0,0.0,0.0,0.0006942692896757138,0.0
45.0,BIOMASS,0.0023754874919209245,0.0038390015808184874,0.4403485360349066,0.8797960384383582,0.0,0.0,0.7,0.0023754874919209245,50.63040212095374,0.003900090950576526,0.0,0.0,0.0009003335881027973,0.0009003335881027973,0.0009033894473510541,0.0014966853526057777,0.0009003335881027973,0.0005349653694118352,0.0,0.0,0.0,0.0006220097856253782,0.0
46.0,BIOMASS,0.00230954365933983,0.003732430412422507,0.4373898544290986,0.8744964703173286,0.0,0.0,0.7,0.0023095436593398304,50.41721832446999,0.0037982828968480984,0.0,0.0,0.0008263439313815517,0.0008263439313815517,0.0008291486592938742,0.0013736873472860287,0.0008263439313815517,0.00047111838055381884,0.0,0.0,0.0,0.0005557464327875781,0.0
47.0,BIOMASS,0.002249063581401155,0.0036346891632665916,0.43467631341835095,0.8696359961766085,0.0,0.0,0.7,0.002249063581401155,50.21060092515589,0.003699155113741729,0.0,0.0,0.0007584846634259058,0.0007584846634259058,0.0007610590674068516,0.0012608803013978657,0.0007584846634259058,0.0004125614130387765,0.0,0.0,0.0,0.0004949733083385902,0.0
48.0,BIOMASS,0.002193587563630115,0.0035450349257069927,0.4321872880323709,0.8651776727253504,0.0,0.0,0.7,0.0021935875636301156,50.010394383679944,0.003602687409855383,0.0,0.0,0.0006962400023187037,0.0006962400023187037,0.0006986031391362198,0.0011574067958127067,0.0006962400023187037,0.00035884938948997397,0.0,0.0,0.0,0.00043922849042772274,0.0
49.0,BIOMASS,0.002142695687550217,0.003462789073693029,0.42990393791836246,0.8610877532660934,0.0,0.0,0.7,0.002142695687550217,49.81644354785243,0.0035088544157237784,0.0,0.0,0.0006391387952205781,0.0006391387952205781,0.0006413081224833877,0.0010624836013332453,0.0006391387952205781,0.00030957574375447107,0.0,0.0,0.0,0.0003880900259304066,0.0
50.0,BIOMASS,0.0020960041971178215,0.0033873314229201403,0.4278090452122056,0.8573353972908078,0.0,0.0,0.7,0.0020960041971178215,49.62859391043018,0.0034176262358389608,0.0,0.0,0.0005867504639142346,0.0005867504639142346,0.000588741977787831,0.0009753949386977798,0.0005867504639142346,0.0002643689222415196,0.0,0.0,0.0,0.0003411722993755847,0.0
51.0,BIOMASS,0.0020531622399575854,0.0033180949643730534,0.4258868683285535,0.853892408590845,0.0,0.0,0.7,0.0020531622399575854,49.446691850825374,0.0033289690401870718,0.0,0.0,0.0005386813484338694,0.0005386813484338694,0.0005405097089462701,0.000895486400348365,0.0005386813484338694,0.00022288922877499633,0.0,0.0,0.0,0.0002981227583880195,0.0
52.0,BIOMASS,0.0020138489245693568,0.0032545611085072913,0.42412300992739743,0.8507329987596468,0.0,0.0,0.7,0.0020138489245693568,49.270584860430496,0.0032428456004313655,0.0,0.0,0.0004945714052249892,0.0004945714052249892,0.0004962500503655809,0.0008221594615587995,0.0004945714052249892,0.000184825975377401,0.0,0.0,0.0,0.00025861895664023264,0.0
53.0,TURNOVER_ATPM,0.0,2.1045253041435945,0.9045273118274578,6.018105231942104,0.0,0.0,6.0181052319421005,0.0,49.10012175147462,0.0031592157754507565,6.905771233571073e-33,0.012533218754730666,0.0,2.324783003484287e-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54.0,TURNOVER_ATPM,0.0,2.0839945652562464,0.9002201903822371,5.968429511276967,0.0,0.0,5.968429511276967,0.0,48.89106616226266,0.00304864322330998,1.5783653365799207e-18,0.012682187325953201,0.0,5.3134643237700745e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55.0,TURNOVER_ATPM,0.0,2.0639823981083762,0.896051238758577,5.920067273733904,0.0,0.0,5.9200672737339035,0.0,48.689327518673124,0.002941940710494131,1.6111445527604099e-18,0.012825941997182948,0.0,1.2195582969097898e-31,1.8079378082133967e-17,6.213388311142779e-32,3.6158756164267904e-17,0.0,0.0,0.0,0.0,0.0,0.0
56.0,TURNOVER_ATPM,0.0,2.0444662710135555,0.8920144907212443,5.872961523469598,0.0,0.0,5.8729615234696,0.0,48.49464972760922,0.0028389727856268365,0.0,0.012964665254919653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57.0,TURNOVER_ATPM,0.0,2.0254249874409807,0.8881043359167264,5.827058646715413,0.0,0.0,5.827058646715411,0.0,48.30678565923255,0.002739608738129897,0.0,0.013098533198635574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58.0,TURNOVER_ATPM,0.0,2.006838585614413,0.8843154930125994,5.782308157254025,0.0,0.0,5.782308157254024,0.0,48.12549683324907,0.0026437224322953504,1.1845654849122154e-17,0.013227715764321437,0.0,3.1635860684788486e-16,8.241766486680697e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59.0,TURNOVER_ATPM,0.0,1.98868824719,0.880642985271005,5.738662464922011,0.0,0.0,5.738662464922011,0.0,47.95055311617501,0.002551192147165013,4.2633934527918056e-18,0.013352376940208294,0.0,1.2316441669519524e-16,2.0359953009290568e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60.0,TURNOVER_ATPM,0.0,1.970956214057644,0.8770821182997136,5.696076664714714,0.0,0.0,5.696076664714713,0.0,47.78173242919854,0.0024619004220142377,7.555140121157458e-19,0.01347267497493911,0.0,0.0,2.5433888190829115e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61.0,TURNOVER_ATPM,0.0,1.9536257124248417,0.8736284597549462,5.654508344359577,0.0,0.0,5.6545083443595745,0.0,47.61882046626625,0.0023757339072437394,0.0,0.01358876257845435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62.0,TURNOVER_ATPM,0.0,1.9366808834408598,0.8702778207967294,5.613917408475176,0.0,0.0,5.6139174084751735,0.0,47.46161042203659,0.0022925832204902085,2.9158591432061452e-18,0.013700787115846554,0.0,0.0,9.816050296781289e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63.0,TURNOVER_ATPM,0.0,1.9201067197050519,0.8670262391206618,5.574265917651427,0.0,0.0,5.574265917651429,0.0,47.30990272935497,0.002212342807773051,5.956052718254579e-18,0.013808890794430033,0.0,2.0050664377560612e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64.0,TURNOVER_ATPM,0.0,1.9038890070780392,0.8638699634100829,5.535517940976243,0.0,0.0,5.535517940976241,0.0,47.1635048059172,0.0021349108095009943,1.6018659622965064e-18,0.013913210844263089,0.0,0.0,5.392577652881778e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65.0,TURNOVER_ATPM,0.0,1.8880142712796384,0.860805439070184,5.4976394206996435,0.0,0.0,5.497639420699642,0.0,47.02223080979975,0.0020601889311684597,1.6772266208292958e-18,0.014013879692351992,0.0,0.0,5.646274411958773e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66.0,TURNOVER_ATPM,0.0,1.872469728814746,0.8578292951209441,5.460598047871381,0.0,0.0,5.460598047871378,0.0,46.88590140354642,0.0019880823185775636,3.6925619340594034e-19,0.014111025130757779,0.0,1.676892658250961e-31,4.1435899207910045e-18,0.0,8.287179841582274e-18,0.0,0.0,0.0,0.0,0.0,0.0
67.0,TURNOVER_ATPM,0.0,1.8572432418182312,0.8549383321392211,5.424363147914903,0.0,0.0,5.424363147914901,0.0,46.75434352651196,0.0019184994374273488,1.6772266208292958e-18,0.014204770478819363,0.0,0.0,5.646274411958773e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68.0,TURNOVER_ATPM,0.0,1.8423232764539548,0.8521295111521247,5.388905575212155,0.0,0.0,5.388905575212156,0.0,46.627390175173694,0.0018513519571173916,1.6646185168495719e-18,0.014295234739698794,0.0,0.0,1.8679433497808502e-17,3.5693785586912404e-31,3.735886699561681e-17,0.0,0.0,0.0,0.0,0.0,0.0
69.0,TURNOVER_ATPM,0.0,1.8276988645417003,0.8493999433941944,5.354197615871787,0.0,0.0,5.354197615871786,0.0,46.50488019113227,0.001786554638618283,7.555140121157458e-19,0.014382532751447444,0.0,0.0,2.5433888190829115e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70.0,TURNOVER_ATPM,0.0,1.8133595681198167,0.8467468808500441,5.3202128979397205,0.0,0.0,5.320212897939719,0.0,46.386658056532305,0.001724025226266643,2.5235785710100743e-18,0.014466775332784891,0.0,0.0,8.495463245757699e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71.0,TURNOVER_ATPM,0.0,1.7992954466815625,0.8441677075122316,5.286926308387583,0.0,0.0,5.286926308387587,0.0,46.272573696643335,0.0016636843433473106,1.6646185168495719e-18,0.014548069423775527,0.0,0.0,1.8679433497808502e-17,3.5693785586912404e-31,3.735886699561681e-17,0.0,0.0,0.0,0.0,0.0,0.0
