t_h,X_gDW_L,Next_gN_L,G_g_L,F_g_L,E_g_L,O2_g_L,Prot_g_L,mu_h-1,v_ATPM,v_Prot,v_r_2111,v_r_4046,v_r_4047,v_r_1761,v_r_1808,v_r_1590,v_r_1863,v_r_1868,v_r_1106,v_r_2057
5.300000000000000000e+01,1.922996597034056787e+00,0.000000000000000000e+00,9.533076024743004950e+01,8.611632457580911648e+01,1.493581286530671193e+01,0.000000000000000000e+00,2.168961806729344577e+00,0.000000000000000000e+00,6.999999999999999556e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.999999999999999556e-01,0.000000000000000000e+00,2.710096458376813455e+00,4.389345233852167127e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-8.274793357031727690e-20
5.400000000000000000e+01,1.919150603839988589e+00,0.000000000000000000e+00,9.516602079933277025e+01,8.559538460523022252e+01,1.517590695903167131e+01,0.000000000000000000e+00,2.142934265048592302e+00,0.000000000000000000e+00,6.999999999999999556e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.999999999999999556e-01,0.000000000000000000e+00,2.710407506761721930e+00,4.391719594937492088e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-8.175495836747969447e-20
5.500000000000000000e+01,1.915312302632308672e+00,0.000000000000000000e+00,9.500151624631303093e+01,8.507548651459248390e+01,1.541554836599559231e+01,0.000000000000000000e+00,2.117219053868009127e+00,0.000000000000000000e+00,6.999999999999999556e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.999999999999999556e-01,0.000000000000000000e+00,2.710714822566013815e+00,4.394065463689784679e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-8.077389886709607306e-20
5.600000000000000000e+01,1.911481678027044051e+00,0.000000000000000000e+00,9.483724744048410571e+01,8.455662822013603375e+01,1.565473760721206098e+01,0.000000000000000000e+00,2.091812425221593053e+00,0.000000000000000000e+00,6.999999999999999556e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.999999999999999556e-01,0.000000000000000000e+00,2.711018450580654271e+00,4.396383182017049585e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-7.980461208066940634e-20
5.700000000000000000e+01,1.907658714670990019e+00,0.000000000000000000e+00,9.467321521378015348e+01,8.403880764226849465e+01,1.589347520802445324e+01,0.000000000000000000e+00,2.066710676118933776e+00,0.000000000000000000e+00,6.999999999999999556e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.999999999999999556e-01,0.000000000000000000e+00,2.711318435059119292e+00,4.398673087724389030e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-7.884695673571548885e-20
5.800000000000000000e+01,1.903843397241647972e+00,0.000000000000000000e+00,9.450942037825473108e+01,8.352202270555667951e+01,1.613176169802219206e+01,0.000000000000000000e+00,2.041910148005506631e+00,0.000000000000000000e+00,6.999999999999999556e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.999999999999999556e-01,0.000000000000000000e+00,2.711614819723839886e+00,4.400935514563243389e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-7.790079325488152607e-20
5.900000000000000000e+01,1.900035710447164572e+00,0.000000000000000000e+00,9.434586372637515694e+01,8.300627133871829244e+01,1.636959761095823751e+01,0.000000000000000000e+00,2.017407226229440464e+00,0.000000000000000000e+00,6.999999999999999556e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.999999999999999556e-01,0.000000000000000000e+00,2.711907647772587193e+00,4.403170792280026724e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-7.696598373584002772e-20
6.000000000000000000e+01,1.896235639026270237e+00,0.000000000000000000e+00,9.418254603131276781e+01,8.249155147461358695e+01,1.660698348466775442e+01,0.000000000000000000e+00,1.993198339514687278e+00,0.000000000000000000e+00,6.999999999999999556e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.999999999999999556e-01,0.000000000000000000e+00,2.712196961884747459e+00,4.405379246664214987e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-7.604239193099280426e-20
6.100000000000000000e+01,1.892443167748217636e+00,0.000000000000000000e+00,9.401946804722896900e+01,8.197786105023709524e+01,1.684391986098799165e+01,0.000000000000000000e+00,1.969279959440511041e+00,0.000000000000000000e+00,6.999999999999999556e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.999999999999999556e-01,0.000000000000000000e+00,2.712482804227563271e+00,4.407561199595782520e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-7.512988322780719806e-20
6.200000000000000000e+01,1.888658281412721296e+00,0.000000000000000000e+00,9.385663050955739095e+01,8.146519800670934330e+01,1.708040728567929634e+01,0.000000000000000000e+00,1.945648599927224831e+00,0.000000000000000000e+00,6.999999999999999556e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.999999999999999556e-01,0.000000000000000000e+00,2.712765216462265538e+00,4.409716969092177807e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-7.422832462912065720e-20
6.300000000000000000e+01,1.884880964849895868e+00,0.000000000000000000e+00,9.369403413528196722e+01,8.095356028926865122e+01,1.731644630834730236e+01,0.000000000000000000e+00,1.922300816728098161e+00,0.000000000000000000e+00,6.999999999999999556e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.999999999999999556e-01,0.000000000000000000e+00,2.713044239750149966e+00,4.411846869354618672e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-7.333758473354722691e-20
6.400000000000000000e+01,1.881111202920196179e+00,0.000000000000000000e+00,9.353167962321111872e+01,8.044294584726284825e+01,1.755203748236623795e+01,0.000000000000000000e+00,1.899233206927360973e+00,0.000000000000000000e+00,6.999999999999999556e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.999999999999999556e-01,0.000000000000000000e+00,2.713319914758580254e+00,4.413951210813905623e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-7.245753371674053831e-20
6.500000000000000000e+01,1.877348980514355725e+00,0.000000000000000000e+00,9.336956765424812943e+01,7.993335263414104475e+01,1.778718136480335588e+01,0.000000000000000000e+00,1.876442408444232601e+00,0.000000000000000000e+00,6.999999999999999556e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.999999999999999556e-01,0.000000000000000000e+00,2.713592281666910466e+00,4.416030300175683987e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-7.158804331213234227e-20
6.600000000000000000e+01,1.873594282553326940e+00,0.000000000000000000e+00,9.320769889165762834e+01,7.942477860744548934e+01,1.802187851634447568e+01,0.000000000000000000e+00,1.853925099542901744e+00,0.000000000000000000e+00,6.999999999999999556e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.999999999999999556e-01,0.000000000000000000e+00,2.713861380172338578e+00,4.418084440465119833e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-7.072898679239844297e-20
6.700000000000000000e+01,1.869847093988220355e+00,0.000000000000000000e+00,9.304607398132836238e+01,7.891722172880332664e+01,1.825612950122058820e+01,0.000000000000000000e+00,1.831677998348386849e+00,0.000000000000000000e+00,6.999999999999999556e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.999999999999999556e-01,0.000000000000000000e+00,2.714127249495703165e+00,4.420113931071087410e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-6.988023895090867030e-20
6.800000000000000000e+01,1.866107399800243982e+00,0.000000000000000000e+00,9.288469355203226030e+01,7.841067996391845440e+01,1.848993488713555422e+01,0.000000000000000000e+00,1.809697862368206289e+00,0.000000000000000000e+00,6.999999999999999556e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.999999999999999556e-01,0.000000000000000000e+00,2.714389928387186846e+00,4.422119067789773150e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-6.904167608347337324e-20
6.900000000000000000e+01,1.862375185000643585e+00,0.000000000000000000e+00,9.272355821567983014e+01,7.790515128256335231e+01,1.872329524519484778e+01,0.000000000000000000e+00,1.787981488019787735e+00,0.000000000000000000e+00,6.999999999999999556e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.999999999999999556e-01,0.000000000000000000e+00,2.714649455131973088e+00,4.424100142867839480e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-6.821317597049074748e-20
7.000000000000000000e+01,1.858650434630642279e+00,0.000000000000000000e+00,9.256266856757196138e+01,7.740063365857095334e+01,1.895621114983534383e+01,0.000000000000000000e+00,1.766525710163550311e+00,0.000000000000000000e+00,6.999999999999999556e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.999999999999999556e-01,0.000000000000000000e+00,2.714905867555819974e+00,4.426057445044974670e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-6.739461785882502625e-20
7.100000000000000000e+01,1.854933133761381026e+00,0.000000000000000000e+00,9.240202518664817433e+01,7.689712506982654361e+01,1.918868317875613272e+01,0.000000000000000000e+00,1.745327401641587617e+00,0.000000000000000000e+00,6.999999999999999556e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.999999999999999556e-01,0.000000000000000000e+00,2.715159203030583335e+00,4.427991259595978613e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-6.658588244451593871e-20
7.200000000000000000e+01,1.851223267493858238e+00,0.000000000000000000e+00,9.224162863573138793e+01,7.639462349825961951e+01,1.942071191285034715e+01,0.000000000000000000e+00,1.724383472821888530e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
