t_h,mode,v_r_2111_mmol_gDW_h,v_r_1714_mmol_gDW_h,v_r_1709_mmol_gDW_h,v_r_1761_mmol_gDW_h,v_r_4046_mmol_gDW_h,v_r_4047_mmol_gDW_h,v_r_1903_mmol_gDW_h,v_r_1897_mmol_gDW_h,v_r_1914_mmol_gDW_h,v_r_1902_mmol_gDW_h,v_r_1913_mmol_gDW_h,v_r_1589_mmol_gDW_h,v_r_1862_mmol_gDW_h,v_r_1866_mmol_gDW_h,v_r_4668_mmol_gDW_h,v_r_4677_mmol_gDW_h
0.0,BIOMASS,0.09612323956137106,-2.887534447774098,-1.463484522233698,7.8335771628680915,0.7,0.09612323956137106,-0.15992003998001,-0.15992003998001,-0.15992003998001,-0.041570762295270666,-0.024812725588631217,0.14513554756201677,0.0,0.09797754236903117,0.0,0.013550453894018042
8.0,BIOMASS,0.09110800830158866,-2.8069084099500468,-1.433535445406471,7.631724119016797,0.7,0.09110800830158866,-0.03254475564565499,-0.03254475564565499,-0.03254475564565499,-0.024299920398137664,-0.08142512286870511,0.018531644309625717,0.0,0.0,0.0,0.0707504603445353
16.0,BIOMASS,0.061306257455867756,-1.7846075089580802,-1.2829293769773824,5.381152352250496,0.7,0.06130625745586776,-0.006776768781333998,-0.006776768781333998,-0.006776768781333998,-0.0345951415601821,-0.0169550890681398,0.0,0.0,0.0,0.0,0.009772146304261538
24.0,TURNOVER_ATPM,0.0,-2.148993227015389,-0.9468893997769219,6.191765253584621,6.191765253584622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32.0,TURNOVER_ATPM,0.0,-1.9707030764350206,-0.9097530778975578,5.760912308665157,5.760912308665153,0.0,0.0,-2.324783003484287e-31,1.2610923448732393e-18,1.8747098915687522e-31,2.5221846897460954e-18,0.0,0.0,0.0,0.0,0.0
40.0,TURNOVER_ATPM,0.0,-1.8263880118906888,-0.8818562536430036,5.416488531067385,5.416488531067385,0.0,0.0,1.4354211448730727e-16,-8.032708069360927e-17,-1.213320815817088e-16,0.0,0.0,0.0,0.0,0.0,0.0
48.0,TURNOVER_ATPM,0.0,-1.7058225306020711,-0.8604582730835861,5.132561607371313,5.1325616073713105,0.0,0.0,6.212719252693026e-16,-2.5433888190829115e-17,1.2593201203158494e-15,0.0,0.0,0.0,0.0,0.0,0.0
56.0,TURNOVER_ATPM,0.0,-1.6025875769510756,-0.8438459934002666,4.892867140702684,4.892867140702682,0.0,0.0,2.224864326682036e-16,-1.2228017680592508e-17,6.29660060157925e-16,0.0,0.0,0.0,0.0,0.0,0.0
64.0,TURNOVER_ATPM,0.0,-1.5124053826399753,-0.8308825213657549,4.686575808011458,4.686575808011459,0.0,0.0,1.2195582969097898e-31,-1.3874806647818672e-17,-3.432266631965196e-31,-2.7749613295637448e-17,0.0,0.0,0.0,0.0,0.0
