t_h,X_gDW_L,N_gN_L,N_free_gN_L,N_from_AA_gN_L,N_rec_gN_L,N_in_Prot_gN_L,N_total_system_gN_L,G_g_L,F_g_L,E_g_L,O2_g_L,Prot_g_L,Carb_g_L,P_frac_gProt_gDW,C_frac_gCarb_gDW,GAM_mmol_gDW,fe_idx,cp_idx,AA_phe_mmol_L,AA_phe_g_L,AA_leu_mmol_L,AA_leu_g_L,AA_val_mmol_L,AA_val_g_L,AA_met_mmol_L,AA_met_g_L,AA_tyr_mmol_L,AA_tyr_g_L,pea_g_L,pea_mg_L,isoamyl_g_L,isoamyl_mg_L,isobutanol_g_L,isobutanol_mg_L,methionol_g_L,methionol_mg_L,tyrosol_g_L,tyrosol_mg_L,ethyl_acetate_g_L,ethyl_acetate_mg_L
0.0,0.8906399999999999,0.09423999999999999,0.047119999999999995,0.047119999999999995,0.0,0.065551104,0.159791104,65.07,67.57,8.273426235211605,0.0,0.40969439999999996,0.32953679999999996,0.46,0.37,51.98026170194909,-1,-1,0.6728064539158991,0.11114089812236738,0.6728064539158991,0.0882520225601485,0.6728064539158991,0.07881927607624759,0.6728064539158991,0.10038945098879132,0.6728064539158991,0.12190580138502176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.2482398729643602,0.8481249789853872,0.09816650841883269,0.04925538800166837,0.04891112041716432,0.0,0.05503269952610694,0.15319920794493963,64.35006000599138,67.17494506610956,8.859546377456706,0.0,0.34395437203816837,0.31035366416038723,0.40554680095572865,0.36592916356698235,50.932255813711514,0,0,0.7039579918083031,0.11628682066681359,0.7039579918083031,0.09233816978549512,0.7040798318679652,0.08248295230333212,0.6759516983231972,0.10085875290680427,0.7039579918083031,0.12755014853574642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00011209690847235902,0.11209690847235902
9.35176012703564,1.1486785528403338,0.07059560857313832,0.03254719883945512,0.038048409733683196,0.0,0.12237597897781229,0.19297158755095062,61.759414940773304,65.72138804124965,10.811324814010913,0.0,0.7648498686113268,0.4092347623857861,0.6658519624311648,0.35626569450075707,55.942087132218596,0,1,0.5200706632813543,0.08591047286744692,0.5200706632813543,0.06821766890261526,0.5182588412497546,0.06071402325240876,0.6379145286322621,0.09518322681721983,0.5200706632813543,0.09423160347994858,0.012787972763368056,12.787972763368057,0.0,0.0,0.0,0.0,0.0,0.0,0.016924976372295456,16.924976372295458,0.0004853793005817386,0.4853793005817386
14.5,1.539334485683797,0.03519165200336219,0.0071013218953455,0.028090330108016693,0.0,0.20978675533559224,0.24497840733895443,59.37849681476601,64.36331698937298,12.564152520235712,0.0,1.3111672208474514,0.5422214504219568,0.851775382830464,0.35224407395842455,59.520367981821586,0,2,0.3650811050865895,0.060307747749253716,0.3650811050865895,0.04788768855420795,0.3582760738827312,0.04197204205536196,0.5519300367171913,0.08235348077857212,0.3650811050865895,0.06614904543063914,0.023523511708217384,23.523511708217384,0.0,0.0,0.0,0.0,0.0,0.0,0.03201458871872534,32.01458871872534,0.0008206118796906318,0.8206118796906318
16.748239872964362,1.595876273647294,0.030668241455616054,0.0071013218953455,0.023566919560270554,0.0,0.22047098711803628,0.25113922857365234,58.27420146505641,63.79576377318385,13.396261198187986,0.0,1.3779436694877267,0.5567975434482544,0.8634401627755932,0.3488976887761618,59.74486825512147,1,0,0.30371227882601814,0.05017023133926994,0.30371227882601814,0.039837939613608805,0.2980511489959335,0.03491669210487361,0.4733221566171489,0.07062439898884479,0.30371227882601814,0.055029627800486224,0.02951589693914638,29.51589693914638,0.0,0.0,0.0017192545509109427,1.7192545509109427,0.0,0.0,0.039609741822833715,39.60974182283371,0.000979754696305294,0.979754696305294
23.85176012703564,1.711690641974605,0.02224386124487035,0.0071013218953455,0.015142539349524852,0.0,0.23740372172103577,0.2596475829659061,54.36011358424977,61.75522617703171,16.403415093282064,0.0,1.4837732607564735,0.5763770690902829,0.866846627755582,0.33672969575003037,59.810429056318846,1,1,0.19693496091631466,0.03253168619376602,0.19693496091631466,0.025831958823392995,0.19326413672000828,0.02264089361674897,0.29700039935912315,0.04431542958837477,0.19693496091631466,0.03568264556842705,0.03948591258975608,39.48591258975608,0.0,0.0,0.0035507754907613993,3.5507754907613993,0.0,0.0,0.05240022459823075,52.40022459823075,0.001554880222019944,1.5548802220199438
29.0,1.752893144643273,0.020203760902660097,0.0071013218953455,0.013102439007314597,0.0,0.23765610966031125,0.2578598705629713,51.128044352889084,60.015527702320846,18.93933438897067,0.0,1.4853506853769454,0.5716949794916445,0.8473709249854049,0.32614365641094956,59.43559981691794,1,2,0.17968480701017234,0.029682133270010368,0.17968480701017234,0.023569256135524307,0.17633552187454896,0.020657706387603413,0.22003084722234156,0.032830802714045586,0.17968480701017234,0.03255709018217312,0.04093924283554079,40.93924283554079,0.0,0.0,0.0034466949447911443,3.4466949447911444,0.0,0.0,0.05432016324269058,54.32016324269058,0.002039880979873478,2.039880979873478
31.248239872964362,1.9540712239707034,0.10119066449322668,0.09028295685605432,0.010907707637172357,0.005691406453722667,0.27600173744607875,0.3828838083930281,49.78233960881459,59.16717284954081,19.972842531850564,0.0,1.7250108590379922,0.6392626821164339,0.8827778833633009,0.3271440028769484,60.11704189040291,2,0,0.1494804344764139,0.024692672971158812,0.1494804344764139,0.019607348590271214,0.14669415217693138,0.01718521992752751,0.18359715217367673,0.027394531075834307,0.1494804344764139,0.027084359922781433,0.04093924283554079,40.93924283554079,0.0,0.0,0.0034466949447911443,3.4466949447911444,0.0,0.0,0.05432016324269058,54.32016324269058,0.0022375419359601883,2.2375419359601882
38.35176012703564,2.830440827676582,0.01840771047896682,0.01144594411936839,0.00696176635959843,0.0,0.48340948316459914,0.5018171936435659,44.57018603843379,55.76858951308428,23.949272429204605,0.0,3.0213092697787447,0.9362711216708743,1.0674341750005212,0.3307863257609343,65.78809762576788,2,1,0.09692701143054493,0.016011373018211716,0.09692701143054493,0.012713916089344579,0.09512031333499396,0.011143344707194544,0.11111916780125948,0.016580091027625928,0.09692701143054493,0.017562205201100436,0.04093924283554079,40.93924283554079,0.0,0.0,0.0034466949447911443,3.4466949447911444,0.0,0.0,0.05432016324269058,54.32016324269058,0.002998043864017198,2.9980438640171982
43.5,3.1535227532031462,0.006280402105053852,0.0,0.006280402105053852,0.026602969049328046,0.5095660192940883,0.5424493904484702,40.58620082752716,53.27097305267425,27.10066619943766,0.0,3.1847876205880516,1.030866839483473,1.0099142672597332,0.32689373762608326,63.968221053879255,2,2,0.08843686901469516,0.014608886392537494,0.08843686901469516,0.011600264108657565,0.08678842529949991,0.010167264023836416,0.09627693003621413,0.01436548073070351,0.08843686901469516,0.016023876296772616,0.04093924283554079,40.93924283554079,0.0,0.0,0.0034466949447911443,3.4466949447911444,0.0,0.0,0.05432016324269058,54.32016324269058,0.0036007556180767475,3.6007556180767475
45.74823987296436,3.1743867829722903,0.005420937238807056,0.0,0.005420937238807056,0.026602969049328046,0.5087157212079978,0.5407396274961329,38.992898146390424,52.28007172200568,28.421424522702225,0.0,3.179473257549986,1.0270188207896758,1.0016023487134524,0.32353298164505395,63.70523965450026,3,0,0.07421358798356582,0.012259342599005239,0.07357094806185785,0.009650301257273895,0.07231158704931129,0.008471302422826817,0.09334922346802751,0.013928637633664386,0.07357094806185785,0.013330320079328023,0.042218196675909536,42.21819667590954,0.0,0.0,0.0034661563769827677,3.4661563769827675,0.0,0.0,0.05606702322636679,56.067023226366786,0.0038533538726086354,3.8533538726086354
52.85176012703564,3.2286771971228885,0.0037844106500988634,0.0,0.0037844106500988634,0.026602969049328046,0.5033645717578897,0.5337519514573166,34.07777568759543,49.029190348565194,32.60026239808674,0.0,3.1460285734868108,1.0108260620026515,0.9744017073897239,0.3130774618482796,62.844636572372984,3,1,0.04899319140800807,0.008093185288688853,0.047705321092526703,0.0062575069677067285,0.04443804959938366,0.005205917510567796,0.08133807326495926,0.012136453911864572,0.047705321092526703,0.008643727128754913,0.04403581606586878,44.03581606586878,0.0,0.0,0.0034856962579211032,3.485696257921103,0.0,0.0,0.058677374499407374,58.67737449940737,0.004652566820731339,4.652566820731339
58.0,3.259618671764682,0.003388318767828675,0.0,0.003388318767828675,0.026602969049328046,0.4975727804781602,0.5275640682953169,30.703700197805603,46.64309710960383,35.550544345273664,0.0,3.1098298779885014,0.9962359499671775,0.9540471420557031,0.30562959974328485,62.20063698966688,3,2,0.0447556891693974,0.007393192293892756,0.04352666166527693,0.005709392210634375,0.03900914566747633,0.004569921414944853,0.07108366005408127,0.010606392916669467,0.04352666166527693,0.007886595827131526,0.044188876277407585,44.18887627740759,0.0,0.0,0.003483914287420078,3.483914287420078,0.0,0.0,0.058951126113901915,58.951126113901914,0.005216815447531078,5.2168154475310775
60.24823987296436,3.2740034001099527,0.0029753088360611776,0.0,0.0029753088360611776,0.03162595169684533,0.490319522255748,0.5249207827886545,29.299508059577203,45.62888979985433,36.78808783007515,0.0,3.064497014098425,0.9903879361677761,0.9360091116568505,0.3025005826611284,61.62993042536187,4,0,0.03876177403235883,0.0064030574524053556,0.03620998572608938,0.004749663827691145,0.03245184798844997,0.003801733991846914,0.06878225831977158,0.010263000763893118,0.03620998572608938,0.006560887313710135,0.044616633429888385,44.61663342988838,0.0,0.0,0.003483914287420078,3.483914287420078,0.0,0.0,0.059797593379929306,59.7975933799293,0.005453498661001576,5.453498661001576
67.35176012703565,3.3250279478416633,0.0021688481417677136,0.0,0.0021688481417677136,0.017823410504622352,0.4985461066026658,0.5185383652490558,25.10025677576798,42.467605308784265,40.55970626305512,0.0,3.1159131662666613,0.9743481057950416,0.9371088649914229,0.29303456123654803,61.66472560162439,4,1,0.026219802210004313,0.004331249127070612,0.02347949892349506,0.0030798058737948474,0.02104262442062349,0.002465143450876042,0.06061887978223169,0.00904494305230679,0.02347949892349506,0.00425425040994807,0.04514762096206839,45.14762096206839,0.0,0.0,0.003483914287420078,3.483914287420078,0.0,0.0,0.06054239006370656,60.54239006370656,0.006174829896360519,6.174829896360519
72.5,3.342235662675252,0.0020082668169938513,0.0,0.0020082668169938513,0.050081568406752444,0.45769078334654995,0.5097806185702962,22.276160662106772,40.19859039862539,43.167371111136646,0.0,2.860567395915937,0.9557635972549355,0.8558844093076999,0.28596535185370686,59.59945027668486,4,2,0.023464965372440274,0.003876177629873409,0.021422855612501113,0.002810035970691771,0.019199434627628065,0.002249213766626628,0.057865830589297354,0.008634160582229058,0.021422855612501113,0.0038816072084290765,0.045159855852100264,45.159855852100264,0.0,0.0,0.003483914287420078,3.483914287420078,0.0,0.0,0.06098756785244503,60.98756785244503,0.006673552166307261,6.67355216630726
