t_h,mode,mu_h_inv,v_glu,v_fru,v_eth,v_o2,v_N_uptake,v_ATPM,v_Prot,GAM,v_uptake_phe,v_turn_phe,v_uptake_leu,v_turn_leu,v_uptake_val,v_turn_val,v_uptake_met,v_turn_met,v_uptake_tyr,v_turn_tyr,v_pea,v_isoamyl,v_isobutanol,v_methionol,v_tyrosol
10.0,BIOMASS,0.0844993182285844,2.682354256991371,1.3565648128678935,7.256150853556444,0.0,0.005442714682880654,0.7,0.0844993182285844,60.506988747599955,0.027099120590158263,0.0,0.027099120590158263,0.0,0.027191098829524512,0.0,0.046775493057712406,0.0,0.027099120590158263,0.0,0.014102476538451193,0.0,0.0,0.0,0.017198764711158762
11.0,BIOMASS,0.0758838008961414,2.3734238396140763,1.3214615961914016,6.479771151630953,0.0,0.0049865718170964655,0.7,0.07588380089614141,60.966706747358494,0.022988664468381666,0.0,0.022988664468381666,0.0,0.023066691239624976,0.0,0.039680480097844646,0.0,0.022988664468381666,0.0,0.011317153144824774,0.0,0.0,0.0,0.014097744990302382
12.0,BIOMASS,0.065783543879284,1.9743854094250728,1.2725455141292872,5.7079042391266475,0.0,0.0043261175312405975,0.7,0.065783543879284,61.240974989654475,0.019657858305232326,0.0,0.019657858305232326,0.0,0.01972457985033232,0.0,0.03393121232944477,0.0,0.019657858305232326,0.0,0.009539844075270289,0.0,0.0,0.0,0.011950334634746948
13.0,BIOMASS,0.0530370850269213,1.482565980186918,1.2031385761623294,4.7418582727441985,0.0,0.00336468436907775,0.7,0.0530370850269213,61.32850901486663,0.01696895185206778,0.0,0.01696895185206778,0.0,0.01702654686922161,0.0,0.029289920568172118,0.0,0.01696895185206778,0.0,0.008811440879371657,0.0,0.0,0.0,0.01075486601612253
14.0,BIOMASS,0.03710678939838436,0.8771098761358291,1.1105037207804576,3.5415258353574752,0.0,0.002060315585975763,0.7,0.03710678939838436,61.204401337762036,0.01482515281359084,0.0,0.01482515281359084,0.0,0.014875471474286603,0.0,0.025589532701053394,0.0,0.01482515281359084,0.0,0.009117843644446335,0.0,0.0,0.0,0.010477538794063554
15.0,BIOMASS,0.02131070437965025,0.2847608613519934,1.016367818684833,2.3600444232980315,0.0,0.0007287753690425671,0.7,0.021310704379650252,60.827733771932664,0.01315114386283741,0.0,0.01315114386283741,0.0,0.013195780700927109,0.0,0.02270004432101522,0.0,0.01315114386283741,0.0,0.009873393874793404,0.0,0.0,0.0,0.010654276884337701
16.0,BIOMASS,0.013077855098375444,0.021134990845933576,0.9283342988974386,1.7432355475750076,0.0,7.369941697900825e-05,0.7,0.013077855098375446,60.273539245521256,0.011846593110134343,0.0,0.011846593110134343,0.0,0.011886802118878128,0.0,0.020448273660285465,0.0,0.011846593110134343,0.0,0.009835118565291316,0.0,0.0034593395002192346,0.0,0.010314327260868516
17.0,BIOMASS,0.011269196475807406,0.018212035732587593,0.8511385592328117,1.6031309504961126,0.0,0.0,0.7,0.011269196475807408,59.822550041299365,0.010758171848762065,0.0,0.010758171848762065,0.0,0.010794686602152553,0.0,0.018569561729918423,0.0,0.010758171848762065,0.0,0.009024882889570492,0.0,0.0035327364331231596,0.0,0.009437817342716842
18.0,BIOMASS,0.010394099392648744,0.01679780008746571,0.8109538551912135,1.5315209174502,0.0,0.0,0.7,0.010394099392648744,59.37179964521648,0.009787223951202273,0.0,0.009787223951202273,0.0,0.009820443170413458,0.0,0.01689361927670823,0.0,0.009787223951202273,0.0,0.008188531643663363,0.0,0.003122411770979027,0.0,0.008569400125091158
19.0,BIOMASS,0.009604932027351602,0.015522434600082657,0.7747151299772558,1.4669426389527733,0.0,0.0,0.7,0.009604932027351602,58.931033085376136,0.008911617794005896,0.0,0.008911617794005896,0.0,0.008941865082358691,0.0,0.0153822451496045,0.0,0.008911617794005896,0.0,0.007434305487619714,0.0,0.0027523787326192485,0.0,0.00778625669929101
20.0,BIOMASS,0.008892085086530823,0.014370409787491602,0.7419809984167667,1.408609715369794,0.0,0.0,0.7,0.008892085086530825,58.50012917028731,0.008120689697921672,0.0,0.008120689697921672,0.0,0.008148252464704806,0.0,0.014017032889507267,0.0,0.008120689697921672,0.0,0.006753018725304996,0.0,0.002418129741600033,0.0,0.007078849258157994
21.0,BIOMASS,0.00824721580925817,0.013328242997184036,0.7123684251208763,1.3558394588092595,0.0,0.0,0.7,0.00824721580925817,58.078980006761135,0.007405186969473709,0.0,0.007405186969473709,0.0,0.0074303212190285645,0.0,0.012782011524295629,0.0,0.007405186969473709,0.0,0.006136701843941882,0.0,0.002115756833835943,0.0,0.006438902587134796
22.0,BIOMASS,0.00766305626291492,0.012384188595934171,0.6855436482227827,1.3080371477153314,0.0,0.0,0.7,0.007663056262914921,57.66748646645148,0.0067570452019028076,0.0,0.0067570452019028076,0.0,0.006779979566836221,0.0,0.011663261170439624,0.0,0.0067570452019028076,0.0,0.005578408300621643,0.0,0.001841851738181991,0.0,0.005859203826207665
23.0,BIOMASS,0.007133248391839633,0.011527971393568114,0.6612147026264488,1.26468243869708,0.0,0.0,0.7,0.007133248391839633,57.26555474156641,0.00616920660841277,0.0,0.00616920660841277,0.0,0.006190145766207233,0.0,0.010648599460021063,0.0,0.00616920660841277,0.0,0.005072058226335171,0.0,0.0015934298888991276,0.0,0.005333440129664738
24.0,BIOMASS,0.006652202403355867,0.010750557782039384,0.6391249777336425,1.2253180127588634,0.0,0.0,0.7,0.006652202403355867,56.873093660695694,0.00563547086624584,0.0,0.00563547086624584,0.0,0.00565459844961345,0.0,0.009727324084337874,0.0,0.00563547086624584,0.0,0.0046123110513648724,0.0,0.0013678720205219977,0.0,0.004856066102361247
25.0,BIOMASS,0.006214991809127764,0.01004398611281329,0.6190481476195188,1.189540661002758,0.0,0.0,0.7,0.006214991809127765,56.490012520391375,0.005150371880742919,0.0,0.005150371880742919,0.0,0.005167852969699151,0.0,0.008890000077708082,0.0,0.005150371880742919,0.0,0.004194458412790413,0.0,0.0011628681497341583,0.0,0.004422192861250932
26.0,BIOMASS,0.0058172594681102354,0.00940121485381827,0.6007841696946484,1.1569938516225178,0.0,0.0,0.7,0.005817259468110236,56.11621949935601,0.004709075266076254,0.0,0.004709075266076254,0.0,0.004725058532048887,0.0,0.008128282860093674,0.0,0.004709075266076254,0.0,0.0038143360865372186,0.0,0.0009763752547254928,0.0,0.004027496524588985
27.0,BIOMASS,0.005455140311462804,0.008815997705951923,0.5841555589403395,1.12736130242075,0.0,0.0,0.7,0.005455140311462804,55.751620451640875,0.004307292606095425,0.0,0.004307292606095425,0.0,0.004321912165022657,0.0,0.007434770243692838,0.0,0.004307292606095425,0.0,0.0034682501337241285,0.0,0.0008065810416412036,0.0,0.003668141526707328
28.0,BIOMASS,0.00512519635412986,0.008282778575945728,0.5690044195912839,1.1003616778154484,0.0,0.0,0.7,0.00512519635412986,55.39611802470759,0.003941209347619676,0.0,0.003941209347619676,0.0,0.003954586368307926,0.0,0.006802877970347405,0.0,0.003941209347619676,0.0,0.003152914789673768,0.0,0.0006518734721326443,0.0,0.003340716125669967
29.0,BIOMASS,0.0048243617561960495,0.007796602790570874,0.5551900350923085,1.0757441034097444,0.0,0.0,0.7,0.0048243617561960495,55.049611041101954,0.0036074238442756193,0.0,0.0036074238442756193,0.0,0.0036196679498634913,0.0,0.00622673449578369,0.0,0.0036074238442756193,0.0,0.0028653999577356913,0.0,0.0005108150031535777,0.0,0.0030421778839926075
30.0,BIOMASS,0.004549896151976111,0.007353041672247074,0.5425864994487566,1.0532843263669132,0.0,0.0,0.7,0.004549896151976111,54.711994094114836,0.0033028955736433756,0.0,0.0033028955736433756,0.0,0.0033141060673073175,0.0,0.005701091607799756,0.0,0.0033028955736433756,0.0,0.002603086604776908,0.0,0.00038212070341367784,0.0,0.002769807353982261
31.0,BIOMASS,0.004299344818195019,0.006948128167236787,0.5307718641474137,1.0330633157185263,0.0,0.0,0.7,0.004299344818195019,54.38315731694034,0.003024900942593092,0.0,0.003024900942593092,0.0,0.003035167883250131,0.0,0.005221248142344411,0.0,0.003024900942593092,0.0,0.0023636286929581856,0.0,0.00026463957661946544,0.0,0.0025211685499657607
32.0,BIOMASS,0.004070504529106319,0.006578301664443428,0.5197796769563612,1.0149377344869894,0.0,0.0,0.7,0.004070504529106319,54.062986292086016,0.002770995402460832,0.0,0.002770995402460832,0.0,0.0027804005518848682,0.0,0.004782984590940291,0.0,0.002770995402460832,0.0,0.00214492054665495,0.0,0.00015733855126776937,0.0,0.0022940750640479783
33.0,BIOMASS,0.0038613941641095417,0.0062403604946757885,0.509735216288611,0.9983749189500788,0.0,0.0,0.7,0.0038613941641095413,53.7513620735872,0.0025389808372665587,0.0,0.0025389808372665587,0.0,0.002547598496515667,0.0,0.004382506809846748,0.0,0.0025389808372665587,0.0,0.0019450687614494305,0.0,5.928869883461159e-05,0.0,0.0020865608980859826
34.0,BIOMASS,0.0036702293058910995,0.005931420878957547,0.5006370500082001,0.9831997734451111,0.0,0.0,0.7,0.0036702293058911,53.44816129925828,0.0023268773795512366,0.0,0.0023268773795512366,0.0,0.0023347751297339513,0.0,0.004016397371687229,0.0,0.0023268773795512366,0.0,0.001762367926968762,0.0,0.0,0.0,0.001896855255732925
35.0,BIOMASS,0.0034954002045855057,0.00564888131662859,0.4924669736716305,0.969261154309905,0.0,0.0,0.7,0.0034954002045855057,53.15325637402307,0.002132898960914285,0.0,0.002132898960914285,0.0,0.002140138320970947,0.0,0.0036815733635017396,0.0,0.002132898960914285,0.0,0.0015952795667036658,0.0,0.0,0.0,0.0017233606748027909
36.0,BIOMASS,0.0033354525935733355,0.005390391581947931,0.48499234531006946,0.956509012079101,0.0,0.0,0.7,0.0033354525935733355,52.866515708494546,0.0019554320265355372,0.0,0.0019554320265355372,0.0,0.0019620690387737306,0.0,0.0033752496461180326,0.0,0.0019554320265355372,0.0,0.0014424138032080088,0.0,0.0,0.0,0.0015646339895078582
37.0,BIOMASS,0.0031890709312662286,0.00515382564131004,0.47815166822571625,0.9448384242458766,0.0,0.0,0.7,0.0031890709312662286,52.58780399955936,0.0017930169414051634,0.0,0.0017930169414051634,0.0,0.0017991026939252744,0.0,0.0030949067596502448,0.0,0.0017930169414051634,0.0,0.0013025133418708848,0.0,0.0,0.0,0.0014193697001635467
38.0,BIOMASS,0.003055063715050992,0.004937257919256761,0.4718892711559326,0.9341544153169065,0.0,0.0,0.7,0.0030550637150509926,52.316982541876904,0.0016443316956806953,0.0,0.0016443316956806953,0.0,0.001649912789495149,0.0,0.00283826279749544,0.0,0.0016443316956806953,0.0,0.0011744394351018168,0.0,0.0,0.0,0.0012863853992360044
39.0,BIOMASS,0.0029323505719996627,0.004738942435902934,0.46615466634006314,0.9243708502739876,0.0,0.0,0.7,0.0029323505719996627,52.05390956100727,0.0015081775814213857,0.0,0.0015081775814213857,0.0,0.0015132965489587015,0.0,0.0026032486831028033,0.0,0.0015081775814213857,0.0,0.0010571595446130465,0.0,0.0,0.0,0.0011646089605923985
40.0,BIOMASS,0.0028199508787033626,0.004557294415563718,0.46090202749103854,0.9154095468404405,0.0,0.0,0.7,0.0028199508787033626,51.798440560404856,0.0013834665659317224,0.0,0.0013834665659317224,0.0,0.0013881622466839134,0.0,0.0023879863752412117,0.0,0.0013834665659317224,0.0,0.0009497364651199948,0.0,0.0,0.0,0.001053067246200686
41.0,BIOMASS,0.0027169737017742565,0.004390874029700358,0.45608971969695544,0.907199473466308,0.0,0.0,0.7,0.0027169737017742565,51.55042867580327,0.0012692101304346063,0.0,0.0012692101304346063,0.0,0.001273518008721462,0.0,0.0021907696025561495,0.0,0.0012692101304346063,0.0,0.0008513187102424876,0.0,0.0,0.0,0.000950876123423075
42.0,BIOMASS,0.00262260888289175,0.004238371989552529,0.45166035113374586,0.8997000775503042,0.0,0.0,0.7,0.0026226088828917504,51.309725031614846,0.0011645093786425964,0.0,0.0011645093786425964,0.0,0.0011684618878030587,0.0,0.0020100467900836653,0.0,0.0011645093786425964,0.0,0.0007611319922643608,0.0,0.0,0.0,0.0008572316181071238
43.0,BIOMASS,0.0025361191189769193,0.004098596746987411,0.44763227055505916,0.8928224539761632,0.0,0.0,0.7,0.0025361191189769193,51.076179094905044,0.0010685462494655596,0.0,0.0010685462494655596,0.0,0.0010721730462237903,0.0,0.0018444058916019974,0.0,0.0010685462494655596,0.0,0.0006784716529711005,0.0,0.0,0.0,0.0007714020552191204
44.0,BIOMASS,0.002456832910332472,0.003970463098059205,0.4440686441255384,0.8864409725403725,0.0,0.0,0.7,0.002456832910332472,50.84963902330381,0.0009805756927463369,0.0,0.0009805756927463369,0.0,0.000983903905021127,0.0,0.001692560884255247,0.0,0.0009805756927463369,0.0,0.0006026959240157387,0.0,0.0,0.0,0.0006927210608103671
45.0,BIOMASS,0.0023841382680933306,0.00385298201368295,0.4408012846087163,0.8805900242120297,0.0,0.0,0.7,0.0023841382680933306,50.629952003904805,0.0008999186874786093,0.0,0.0008999186874786093,0.0,0.0009029731384956345,0.0,0.0015533397173762497,0.0,0.0008999186874786093,0.0,0.0005332199129791422,0.0,0.0,0.0,0.0006205813175010987
46.0,BIOMASS,0.0023174770878592026,0.0037452515469183793,0.43780510724361743,0.875224689036794,0.0,0.0,0.7,0.002317477087859203,50.41696458079394,0.0008259559991749262,0.0,0.0008259559991749262,0.0,0.0008287594103906289,0.0,0.001425673537148426,0.0,0.0008259559991749262,0.0,0.00046951022611655926,0.0,0.0,0.0,0.0005544289810613995
47.0,BIOMASS,0.0022563401094139886,0.003646448687422852,0.4350572226375434,0.87030397836519,0.0,0.0,0.7,0.002256340109413989,50.2105229693564,0.0007581225875145786,0.0,0.0007581225875145786,0.0,0.0007606957625588171,0.0,0.0013085870337084648,0.0,0.0007581225875145786,0.0,0.0004110801512393543,0.0,0.0,0.0,0.0004937586786031516
48.0,BIOMASS,0.002200262393418361,0.00355582205137948,0.43253673345984167,0.8657904707866815,0.0,0.0,0.7,0.002200262393418361,50.01047335594714,0.0006959025875927818,0.0,0.0006959025875927818,0.0,0.0006982645791771315,0.0,0.0012011897783359084,0.0,0.0006959025875927818,0.0,0.0003574853346836091,0.0,0.0,0.0,0.0004381090198021709
49.0,BIOMASS,0.002148819255267952,0.0034726853102459844,0.4302245516836637,0.8616499848595885,0.0,0.0,0.7,0.002148819255267952,49.81666218188336,0.0006388247984054447,0.0,0.0006388247984054447,0.0,0.0006409930599187794,0.0,0.001102668436176507,0.0,0.0006388247984054447,0.0,0.0003083198951987279,0.0,0.0,0.0,0.0003870585617921557
50.0,BIOMASS,0.002101622604183614,0.0033964112743950963,0.4281032340413639,0.8578512844566503,0.0,0.0,0.7,0.0021016226041836146,49.6289364110366,0.0005864586209558812,0.0,0.0005864586209558812,0.0,0.0005884491442733165,0.0,0.001012279755053011,0.0,0.0005864586209558812,0.0,0.00026321292513018033,0.0,0.0,0.0,0.00034022217620159725
51.0,BIOMASS,0.002058317642329674,0.0033264265585925628,0.42615683366189844,0.8543658130881352,0.0,0.0,0.7,0.002058317642329674,49.44714378057466,0.0005384103958212253,0.0,0.0005384103958212253,0.0,0.0005402378366822446,0.0,0.0009293442437789764,0.0,0.0005384103958212253,0.0,0.00022182533568687878,0.0,0.0,0.0,0.0002972477734677414
52.0,BIOMASS,0.0020185798844812035,0.0032622067655112288,0.42437076611572283,0.8511674540248576,0.0,0.0,0.7,0.0020185798844812035,49.271133034634374,0.0004943200963801899,0.0,0.0004943200963801899,0.0,0.0004959978885431185,0.0,0.0008532404643756843,0.0,0.0004943200963801899,0.0,0.00018384700856699732,0.0,0.0,0.0,0.00025781334525479206
53.0,TURNOVER_ATPM,0.0,2.1037977066470916,0.9044576276417938,6.016510668577775,0.0,0.0,6.0165106685777685,0.0,49.10075414090082,0.0,0.003951464342154963,0.0,0.003951464342154963,3.00642123844632e-16,0.003951464342154963,0.0,0.003951464342154963,0.0,0.003951464342154963,0.0,0.0,0.0,0.0,0.0
54.0,TURNOVER_ATPM,0.0,2.0832739862724887,0.9001529035916968,5.966853779728388,0.0,0.0,5.966853779728384,0.0,48.89167641805895,0.0,0.0038131630901795397,0.0,0.0038131630901795397,0.0,0.0038131630901795397,0.0,0.0038131630901795397,0.0,0.0038131630901795397,0.0,0.0,0.0,0.0,0.0
55.0,TURNOVER_ATPM,0.0,2.0632685904488453,0.895986294089327,5.918509769076344,0.0,0.0,5.918509769076343,0.0,48.68991641551654,0.0,0.0036797023820232555,0.0,0.0036797023820232555,0.0,0.0036797023820232555,0.0,0.0036797023820232555,0.0,0.0036797023820232555,0.0,0.0,0.0,0.0,0.0
56.0,TURNOVER_ATPM,0.0,2.0437589995263674,0.8919518358120894,5.8714216706769475,0.0,0.0,5.871421670676942,0.0,48.49521801306312,0.0,0.003550912798652442,0.0,0.003550912798652442,0.0,0.003550912798652442,0.0,0.003550912798652442,0.0,0.003550912798652442,0.0,0.0,0.0,0.0,0.0
57.0,TURNOVER_ATPM,0.0,2.024724028186504,0.888043921117842,5.825535898608689,0.0,0.0,5.825535898608692,0.0,48.307334054695566,0.0,0.0034266308506996066,0.0,0.0034266308506996066,0.0,0.0034266308506996066,0.0,0.0034266308506996066,0.0,0.0034266308506996066,0.0,0.0,0.0,0.0,0.0
58.0,TURNOVER_ATPM,0.0,2.0061437251101117,0.8842572712013439,5.780801992622909,0.0,0.0,5.78080199262291,0.0,48.12602603487088,0.0,0.003306698770925121,0.0,0.003306698770925121,0.0,0.003306698770925121,0.0,0.003306698770925121,0.0,0.003306698770925121,0.0,0.0,0.0,0.0,0.0
59.0,TURNOVER_ATPM,0.0,1.9879992817178436,0.8805869116830948,5.737172386801877,0.0,0.0,5.737172386801873,0.0,47.951063795740055,0.0,0.003190964313942741,0.0,0.003190964313942741,9.428488193047006e-17,0.003190964313942741,0.0,0.003190964313942741,0.0,0.003190964313942741,0.0,0.0,0.0,0.0,0.0
60.0,TURNOVER_ATPM,0.0,1.9702729490277497,0.8770281503742313,5.6946021988039615,0.0,0.0,5.694602198803961,0.0,47.78222523497882,0.0,0.0030792805629547455,0.0,0.0030792805629547455,0.0,0.0030792805629547455,0.0,0.0030792805629547455,0.0,0.0030792805629547455,0.0,0.0,0.0,0.0,0.0
61.0,TURNOVER_ATPM,0.0,1.952947961789948,0.8735765569918278,5.6530490375635525,0.0,0.0,5.653049037563552,0.0,47.619296023844214,0.0,0.0029715057432513296,0.0,0.0029715057432513296,0.0,0.0029715057432513296,0.0,0.0029715057432513296,0.0,0.0029715057432513296,0.0,0.0,0.0,0.0,0.0
62.0,TURNOVER_ATPM,0.0,1.9360084691567852,0.870227944625533,5.612472827564635,0.0,0.0,5.612472827564635,0.0,47.46206933509932,0.0,0.002867503042237533,0.0,0.002867503042237533,0.0,0.002867503042237533,0.0,0.002867503042237533,0.0,0.002867503042237533,0.0,0.0,0.0,0.0,0.0
63.0,TURNOVER_ATPM,0.0,1.919439471232845,0.8669783527795475,5.572835648024785,0.0,0.0,5.572835648024786,0.0,47.310345580460506,0.0,0.0027671404357592195,0.0,0.0027671404357592195,0.0,0.0027671404357592195,0.0,0.0027671404357592195,0.0,0.0027671404357592195,0.0,0.0,0.0,0.0,0.0
64.0,TURNOVER_ATPM,0.0,1.9032267609239284,0.8638240318340542,5.534101585515965,0.0,0.0,5.534101585515964,0.0,47.16393215723404,0.0,0.0026702905205076466,0.0,0.0026702905205076466,0.0,0.0026702905205076466,0.0,0.0026702905205076466,0.0,0.0026702905205076466,0.0,0.0,0.0,0.0,0.0
65.0,TURNOVER_ATPM,0.0,1.8873568705693957,0.8607614287877388,5.496236598714271,0.0,0.0,5.49623659871427,0.0,47.02264320382051,0.0,0.002576830352289879,0.0,0.002576830352289879,0.0,0.002576830352289879,0.0,0.002576830352289879,0.0,0.002576830352289879,0.0,0.0,0.0,0.0,0.0
66.0,TURNOVER_ATPM,0.0,1.8718170228993503,0.8577871741583781,5.459208394115455,0.0,0.0,5.459208394115456,0.0,46.886299363776445,0.0,0.0024866412899597332,0.0,0.0024866412899597332,0.0,0.0024866412899597332,0.0,0.0024866412899597332,0.0,0.0024866412899597332,0.0,0.0,0.0,5.175021418875633e-16,0.0
67.0,TURNOVER_ATPM,0.0,1.8565950859080655,0.8548980699318972,5.422986311679922,0.0,0.0,5.422986311679921,0.0,46.75472755813393,0.0,0.0023996088448111426,0.0,0.0023996088448111426,0.0,0.0023996088448111426,0.0,0.0023996088448111426,0.0,0.0023996088448111426,0.0,0.0,0.0,0.0,0.0
68.0,TURNOVER_ATPM,0.0,1.8416795312790843,0.8520910784621036,5.387541219482374,0.0,0.0,5.387541219482376,0.0,46.627760765688905,0.0,0.0023156225352427527,0.0,0.0023156225352427527,0.0,0.0023156225352427527,7.141861670999798e-18,0.0023156225352427527,0.0,0.0023156225352427527,2.220433241092858e-32,0.0,0.0,0.0,0.0
69.0,TURNOVER_ATPM,0.0,1.827059396036004,0.8493633122336698,5.35284541653934,0.0,0.0,5.352845416539344,0.0,46.505237810979445,0.0,0.0022345757465092562,0.0,0.0022345757465092562,0.0,0.0022345757465092562,0.0,0.0022345757465092562,1.7862978471515727e-32,0.0022345757465092562,0.0,0.0,0.0,0.0,0.0
70.0,TURNOVER_ATPM,0.0,1.8127242471268943,0.8467120244100926,5.3188725430739705,0.0,0.0,5.318872543073974,0.0,46.387003159684824,0.0,0.002156365595381432,0.0,0.002156365595381432,0.0,0.002156365595381432,0.0,0.002156365595381432,0.0,0.002156365595381432,0.0,0.0,0.0,0.0,0.0
71.0,TURNOVER_ATPM,0.0,1.7986641486807093,0.8441346000964264,5.285597497554272,0.0,0.0,5.285597497554271,0.0,46.272906721185514,0.0,0.0020808927995430823,0.0,0.0020808927995430823,0.0,0.0020808927995430823,0.0,0.0020808927995430823,0.0,0.0020808927995430823,0.0,0.0,0.0,0.0,0.0
