state_idx,fe,cp,value
12,11,2,-0.0031447299323287374
12,12,0,-0.0032137315077001363
12,12,1,-0.0026836212309009518
12,12,2,-0.002299426526518773
12,13,0,-0.002349880478430339
12,13,1,-0.0019622638440347753
12,13,2,0.0
12,14,0,-0.0017750474938400896
12,14,1,0.0
12,14,2,0.0
12,15,0,0.0
12,15,1,0.0
12,15,2,0.0
12,16,0,0.0
12,16,1,0.0
12,16,2,0.0
12,17,0,0.0
12,17,1,0.0
12,17,2,0.0
13,0,0,-0.008901130804883313
13,0,1,-0.07879668215659827
13,0,2,-0.0781562527408362
13,1,0,-0.060051608328277314
13,1,1,-0.050145997160429355
13,1,2,-0.04296695626853242
13,2,0,-0.04390973600963636
13,2,1,-0.03666675312370594
13,2,2,-0.031417438423550895
13,3,0,-0.0321067989702461
13,3,1,-0.02681072988405378
13,3,2,-0.02297243097530041
13,4,0,-0.023476491407043946
13,4,1,-0.01960400569122012
13,4,2,-0.01679744152913966
13,5,0,-0.01716601051683053
13,5,1,-0.014334448961420148
13,5,2,-0.012282289246106914
13,6,0,-0.01255178688990648
13,6,1,-0.010481349080590412
13,6,2,-0.008980809896753374
13,7,0,-0.009177866573899617
13,7,1,-0.007663962447727707
13,7,2,-0.006566768196506066
13,8,0,-0.006710856038835398
13,8,1,-0.005603889341778498
13,8,2,-0.004801620905285234
13,9,0,-0.004906977935596442
13,9,1,-0.004097563886708437
13,9,2,-0.0035109452059445623
13,10,0,-0.0035879822665081185
13,10,1,-0.0029961387139612085
13,10,2,-0.0025672031345866644
13,11,0,-0.0026235326332707354
13,11,1,-0.002190776627648435
13,11,2,-0.0018771389320097682
13,12,0,-0.0019183270614475613
13,12,1,-0.0016018958701365354
13,12,2,-0.0013725639870855422
13,13,0,-0.0014026807473304565
13,13,1,-0.0011713062602438345
13,13,2,0.0
13,14,0,-0.0010595538658501522
13,14,1,0.0
13,14,2,0.0
13,15,0,0.0
13,15,1,0.0
13,15,2,0.0
13,16,0,0.0
13,16,1,0.0
13,16,2,0.0
13,17,0,0.0
13,17,1,0.0
13,17,2,0.0
14,0,0,0.008275574237608014
14,0,1,0.0068692234238752065
14,0,2,0.005822759109207232
14,1,0,0.005389792644591397
14,1,1,0.004075782974693551
14,1,2,0.0031321052390398283
14,2,0,0.003107058192909019
14,2,1,0.0021535240393272654
14,2,2,0.0016618481887261053
14,3,0,0.0018718743545769014
14,3,1,0.00215553889523697
14,3,2,0.002155997889222318
14,4,0,0.0016776633976104995
14,4,1,0.0018313817418845893
14,4,2,0.0015586181802157426
14,5,0,0.001432662301321828
14,5,1,0.0013227968879147723
14,5,2,0.0011238211448873817
14,6,0,0.0010981951100173298
14,6,1,0.0009508746640772298
14,6,2,0.0008055939985777338
14,7,0,0.0008045104049944252
14,7,1,0.0006786896868193738
14,7,2,0.0005725101604487135
14,8,0,0.0005780069588160369
14,8,1,0.00047950807102346745
14,8,2,0.0004018649877342108
14,9,0,0.00040840300445758225
14,9,1,0.00033374002077120167
14,9,2,0.00027694363450708883
14,10,0,0.00028268099862656225
14,10,1,0.00022704031924591233
14,10,2,0.00018547931877712132
14,11,0,0.00019000209679613883
14,11,1,0.000148910380101056
14,11,2,0.00011848562424011045
14,12,0,0.00012193122845549757
14,12,1,9.167211244708266e-05
14,12,2,6.938855561198819e-05
14,13,0,7.196968313765186e-05
14,13,1,4.970996835586006e-05
14,13,2,0.0
14,14,0,0.0012822627866902081
14,14,1,0.0
14,14,2,0.0
14,15,0,0.0
14,15,1,0.0
14,15,2,0.0
14,16,0,0.0
14,16,1,0.0
14,16,2,0.0
14,17,0,0.0
14,17,1,0.0
14,17,2,0.0
15,0,0,0.0
15,0,1,0.0
15,0,2,0.0
15,1,0,0.0
15,1,1,0.0
15,1,2,0.0
15,2,0,0.0
15,2,1,0.0
15,2,2,0.0
15,3,0,0.0
15,3,1,0.0
15,3,2,0.0
15,4,0,0.0
15,4,1,0.0
15,4,2,0.0
15,5,0,0.0
15,5,1,0.0
15,5,2,0.0
15,6,0,0.0
15,6,1,0.0
15,6,2,0.0
15,7,0,0.0
15,7,1,0.0
15,7,2,0.0
15,8,0,0.0
15,8,1,0.0
15,8,2,0.0
15,9,0,0.0
15,9,1,0.0
15,9,2,0.0
15,10,0,0.0
15,10,1,0.0
15,10,2,0.0
15,11,0,0.0
15,11,1,0.0
15,11,2,0.0
15,12,0,0.0
15,12,1,0.0
15,12,2,0.0
15,13,0,0.0
15,13,1,0.0
15,13,2,0.0
15,14,0,0.0
15,14,1,0.0
15,14,2,0.0
15,15,0,0.0
15,15,1,0.0
15,15,2,0.0
15,16,0,0.0
15,16,1,0.0
15,16,2,0.0
15,17,0,0.0
15,17,1,0.0
15,17,2,0.0
16,0,0,0.003214547919739264
16,0,1,0.0018417051744113787
16,0,2,0.0009540878278163608
16,1,0,0.0006761940422584561
16,1,1,0.0
16,1,2,0.0
16,2,0,0.0
16,2,1,0.0
16,2,2,0.0
16,3,0,0.0
16,3,1,0.0
16,3,2,0.0
16,4,0,0.0
16,4,1,0.0
16,4,2,0.0
16,5,0,0.0
16,5,1,0.0
16,5,2,0.0
16,6,0,0.0
16,6,1,0.0
16,6,2,0.0
16,7,0,0.0
16,7,1,0.0
16,7,2,0.0
16,8,0,0.0
16,8,1,0.0
16,8,2,0.0
16,9,0,0.0
16,9,1,0.0
16,9,2,0.0
16,10,0,0.0
16,10,1,0.0
16,10,2,0.0
16,11,0,0.0
16,11,1,0.0
16,11,2,0.0
16,12,0,0.0
16,12,1,0.0
16,12,2,0.0
16,13,0,0.0
16,13,1,0.0
16,13,2,0.0
16,14,0,0.0
16,14,1,0.0
16,14,2,0.0
16,15,0,0.0
16,15,1,0.0
16,15,2,0.0
16,16,0,0.0
16,16,1,0.0
16,16,2,0.0
16,17,0,0.0
16,17,1,0.0
16,17,2,0.0
17,0,0,0.0
17,0,1,0.0
17,0,2,0.0
17,1,0,0.0
17,1,1,0.0
17,1,2,0.0
17,2,0,0.0
17,2,1,0.0
17,2,2,0.0
17,3,0,0.0
17,3,1,0.0
17,3,2,0.0
17,4,0,0.0
17,4,1,0.0
17,4,2,0.0
17,5,0,0.0
17,5,1,0.0
17,5,2,0.0
17,6,0,0.0
17,6,1,0.0
17,6,2,0.0
17,7,0,0.0
17,7,1,0.0
17,7,2,0.0
17,8,0,0.0
17,8,1,0.0
17,8,2,0.0
17,9,0,0.0
17,9,1,0.0
17,9,2,0.0
17,10,0,0.0
17,10,1,0.0
17,10,2,0.0
17,11,0,0.0
17,11,1,0.0
17,11,2,0.0
17,12,0,0.0
17,12,1,0.0
17,12,2,0.0
17,13,0,0.0
17,13,1,0.0
17,13,2,0.0
17,14,0,0.0
17,14,1,0.0
17,14,2,0.0
17,15,0,0.0
17,15,1,0.0
17,15,2,0.0
17,16,0,0.0
17,16,1,0.0
17,16,2,0.0
17,17,0,0.0
17,17,1,0.0
17,17,2,0.0
18,0,0,0.00040636150521398365
18,0,1,0.009923526489749914
18,0,2,0.00973722978668107
18,1,0,0.007130084695960952
18,1,1,0.0055878823365187276
18,1,2,0.004477625613001746
18,2,0,0.004495092643842952
18,2,1,0.0033736968810106653
18,2,2,0.002732741140970815
18,3,0,0.0029422203012465513
18,3,1,0.002967256420953636
18,3,2,0.0028086929685770517
18,4,0,0.0024174999349847732
18,4,1,0.002389548147541501
18,4,2,0.002038341333194296
18,5,0,0.0019450987009845522
18,5,1,0.0017331876021258023
18,5,2,0.0014767891832446049
18,6,0,0.001465874210350131
18,6,1,0.0012532180238426873
18,6,2,0.0010659207501718913
18,7,0,0.0010731481549217338
18,7,1,0.000902061438833052
