n_snapshots,q_ferm_min,q_ferm_max,floor_requested_max,floor_applied_max,n_floor_applied,n_floor_relaxed,n_floor_omitted,n_branch_coupling_active,n_transport_cap_active,n_atpm_free_biomass_active,BETA_ALDH_TO_ALCOHOL_V32,GAMMA_ALDEHYDE_TRANSPORT_V32,ENABLE_ATPM_FREE_BIOMASS_V32,RXN_ATPM_V3,ATPM_GROWTH_LB_V32,ATPM_GROWTH_UB_V32,floor_target_modes,v_r1865_max_v3,v_r1862_max_v3,mu_drop_max_abs,iso_ac_final_baseline_mg_L,iso_ac_final_pairwise_mg_L,iso_ac_final_v3_mg_L,K_EHRLICH_SPILLOVER,K_SUGAR_G_L,K_YAN_GN_L,A_N_LOW,Q_FERM_DRIVER_MODE_V3,QFERM_SMOOTH_WINDOW_V3,QFERM_USE_MONOTONE_TAIL_V3,TARGET_ISOAC_FINAL_MG_L_V3,PHI_PAIR_V3,ENABLE_ADH_CAP_V3
72,0.4372729162361736,4.153033361259409,0.019153703340600035,0.019153703340600035,72,0,0,72,72,53,0.2,0.2,True,r_4046,0.7,1000.0,kic_to_3mbal,0.06721376785028109,0.005377101428022488,0.0013419547244133967,0.0,3.1985227235371645,5.798888979746201,0.005,20.0,0.02,0.05,macro_sugar_derivative,9,True,10.0,0.08,False
