rxn_id,rxn_name,flux,lower_bound,upper_bound,active_bound,reduced_cost,abs_reduced_cost
r_4127,"cardiolipin (1-18:1, 2-16:1, 3-16:1, 4-18:1) [mitochondrial membrane] SLIME rxn",0.0,0.0,1000.0,LB,-0.0263946059785006,0.0263946059785006
r_4147,"cardiolipin (1-16:1, 2-16:1, 3-18:1, 4-18:1) [mitochondrial membrane] SLIME rxn",0.0,0.0,1000.0,LB,-0.026394605978500518,0.026394605978500518
r_4141,"cardiolipin (1-18:1, 2-18:1, 3-16:1, 4-16:1) [mitochondrial membrane] SLIME rxn",0.0,0.0,1000.0,LB,-0.026394605978500338,0.026394605978500338
r_4137,"cardiolipin (1-16:1, 2-18:1, 3-18:1, 4-16:1) [mitochondrial membrane] SLIME rxn",0.0,0.0,1000.0,LB,-0.026394605978500324,0.026394605978500324
r_4064,lipid chain exchange,0.0,0.0,0.0,LB,-0.025893516723375934,0.025893516723375934
r_3969,"1-phosphatidyl-1D-myo-inositol (1-18:0, 2-18:1) [cytoplasm] SLIME rxn",0.0,0.0,1000.0,LB,-0.02279905208626256,0.02279905208626256
r_3970,"1-phosphatidyl-1D-myo-inositol (1-18:1, 2-18:1) [cytoplasm] SLIME rxn",0.0,0.0,1000.0,LB,-0.022008318008086176,0.022008318008086176
r_4007,"triglyceride (1-16:0, 2-18:1, 3-16:0) [endoplasmic reticulum membrane] SLIME rxn",0.0,0.0,1000.0,LB,-0.019013312594716173,0.019013312594716173
r_4022,"triglyceride (1-16:0, 2-16:1, 3-18:0) [endoplasmic reticulum membrane] SLIME rxn",0.0,0.0,1000.0,LB,-0.019013312594715826,0.019013312594715826
r_4010,"triglyceride (1-18:0, 2-16:1, 3-16:0) [endoplasmic reticulum membrane] SLIME rxn",0.0,0.0,1000.0,LB,-0.019013312594713012,0.019013312594713012
r_3977,stearate [cytoplasm] SLIME rxn,0.0,0.0,1000.0,LB,-0.018781443640690964,0.018781443640690964
r_4024,"triglyceride (1-16:1, 2-16:1, 3-18:0) [endoplasmic reticulum membrane] SLIME rxn",0.0,0.0,1000.0,LB,-0.017818737702569677,0.017818737702569677
r_4009,"triglyceride (1-16:1, 2-18:1, 3-16:0) [endoplasmic reticulum membrane] SLIME rxn",0.0,0.0,1000.0,LB,-0.017818737702567707,0.017818737702567707
r_4015,"triglyceride (1-16:0, 2-18:1, 3-16:1) [endoplasmic reticulum membrane] SLIME rxn",0.0,0.0,1000.0,LB,-0.017818737702567533,0.017818737702567533
r_4012,"triglyceride (1-18:1, 2-16:1, 3-16:0) [endoplasmic reticulum membrane] SLIME rxn",0.0,0.0,1000.0,LB,-0.017818737702566513,0.017818737702566513
r_4018,"triglyceride (1-18:0, 2-16:1, 3-16:1) [endoplasmic reticulum membrane] SLIME rxn",0.0,0.0,1000.0,LB,-0.017818737702565573,0.017818737702565573
r_4030,"triglyceride (1-16:0, 2-16:1, 3-18:1) [endoplasmic reticulum membrane] SLIME rxn",0.0,0.0,1000.0,LB,-0.017818737702564168,0.017818737702564168
r_3978,oleate [cytoplasm] SLIME rxn,0.0,0.0,1000.0,LB,-0.01752232857956919,0.01752232857956919
r_4089,"diglyceride (1-16:0, 2-18:1) [endoplasmic reticulum membrane] SLIME rxn",0.0,0.0,1000.0,LB,-0.0168504009793895,0.0168504009793895
r_4092,"diglyceride (1-18:0, 2-16:1) [endoplasmic reticulum membrane] SLIME rxn",0.0,0.0,1000.0,LB,-0.016850400979387482,0.016850400979387482
r_4017,"triglyceride (1-16:1, 2-18:1, 3-16:1) [endoplasmic reticulum membrane] SLIME rxn",0.0,0.0,1000.0,LB,-0.016624162810420368,0.016624162810420368
r_4032,"triglyceride (1-16:1, 2-16:1, 3-18:1) [endoplasmic reticulum membrane] SLIME rxn",0.0,0.0,1000.0,LB,-0.01662416281041944,0.01662416281041944
r_4020,"triglyceride (1-18:1, 2-16:1, 3-16:1) [endoplasmic reticulum membrane] SLIME rxn",0.0,0.0,1000.0,LB,-0.01662416281041911,0.01662416281041911
r_4116,"cardiolipin (1-18:0, 2-16:1, 3-16:0, 4-16:1) [mitochondrial membrane] SLIME rxn",0.0,0.0,1000.0,LB,-0.016042288383376607,0.016042288383376607
r_4106,"cardiolipin (1-16:0, 2-16:1, 3-18:0, 4-16:1) [mitochondrial membrane] SLIME rxn",0.0,0.0,1000.0,LB,-0.016042288383375652,0.016042288383375652
r_4108,"cardiolipin (1-16:0, 2-16:1, 3-16:0, 4-18:1) [mitochondrial membrane] SLIME rxn",0.0,0.0,1000.0,LB,-0.01604228838336972,0.01604228838336972
r_4128,"cardiolipin (1-16:0, 2-18:1, 3-16:0, 4-16:1) [mitochondrial membrane] SLIME rxn",0.0,0.0,1000.0,LB,-0.016042288383369442,0.016042288383369442
r_4091,"diglyceride (1-16:1, 2-18:1) [endoplasmic reticulum membrane] SLIME rxn",0.0,0.0,1000.0,LB,-0.015720743746167394,0.015720743746167394
r_4094,"diglyceride (1-18:1, 2-16:1) [endoplasmic reticulum membrane] SLIME rxn",0.0,0.0,1000.0,LB,-0.015720743746164972,0.015720743746164972
r_4112,"cardiolipin (1-16:1, 2-16:1, 3-18:0, 4-16:1) [mitochondrial membrane] SLIME rxn",0.0,0.0,1000.0,LB,-0.015093959918668211,0.015093959918668211
r_4122,"cardiolipin (1-18:1, 2-16:1, 3-16:0, 4-16:1) [mitochondrial membrane] SLIME rxn",0.0,0.0,1000.0,LB,-0.015093959918663271,0.015093959918663271
r_4114,"cardiolipin (1-16:1, 2-16:1, 3-16:0, 4-18:1) [mitochondrial membrane] SLIME rxn",0.0,0.0,1000.0,LB,-0.01509395991866148,0.01509395991866148
r_4134,"cardiolipin (1-16:1, 2-18:1, 3-16:0, 4-16:1) [mitochondrial membrane] SLIME rxn",0.0,0.0,1000.0,LB,-0.015093959918661163,0.015093959918661163
r_4081,"phosphatidate (1-16:0, 2-18:1) [endoplasmic reticulum membrane] SLIME rxn",0.0,0.0,1000.0,LB,-0.014760532805307442,0.014760532805307442
r_4084,"phosphatidate (1-18:0, 2-16:1) [endoplasmic reticulum membrane] SLIME rxn",0.0,0.0,1000.0,LB,-0.014760532805306871,0.014760532805306871
r_4117,"cardiolipin (1-18:0, 2-16:1, 3-16:1, 4-16:1) [mitochondrial membrane] SLIME rxn",0.0,0.0,1000.0,LB,-0.01414563145396449,0.01414563145396449
r_4107,"cardiolipin (1-16:0, 2-16:1, 3-18:1, 4-16:1) [mitochondrial membrane] SLIME rxn",0.0,0.0,1000.0,LB,-0.014145631453959586,0.014145631453959586
r_4109,"cardiolipin (1-16:0, 2-16:1, 3-16:1, 4-18:1) [mitochondrial membrane] SLIME rxn",0.0,0.0,1000.0,LB,-0.01414563145395735,0.01414563145395735
r_4129,"cardiolipin (1-16:0, 2-18:1, 3-16:1, 4-16:1) [mitochondrial membrane] SLIME rxn",0.0,0.0,1000.0,LB,-0.014145631453957348,0.014145631453957348
r_4083,"phosphatidate (1-16:1, 2-18:1) [endoplasmic reticulum membrane] SLIME rxn",0.0,0.0,1000.0,LB,-0.013770981122227188,0.013770981122227188
r_4086,"phosphatidate (1-18:1, 2-16:1) [endoplasmic reticulum membrane] SLIME rxn",0.0,0.0,1000.0,LB,-0.013770981122225023,0.013770981122225023
r_4102,"phosphatidylglycerol (1-16:0, 2-18:1) [mitochondrial membrane] SLIME rxn",0.0,0.0,1000.0,LB,-0.013239630431390443,0.013239630431390443
r_4100,"phosphatidylglycerol (1-18:0, 2-16:1) [mitochondrial membrane] SLIME rxn",0.0,0.0,1000.0,LB,-0.013239630431388467,0.013239630431388467
r_4123,"cardiolipin (1-18:1, 2-16:1, 3-16:1, 4-16:1) [mitochondrial membrane] SLIME rxn",0.0,0.0,1000.0,LB,-0.013197302989251147,0.013197302989251147
r_4113,"cardiolipin (1-16:1, 2-16:1, 3-18:1, 4-16:1) [mitochondrial membrane] SLIME rxn",0.0,0.0,1000.0,LB,-0.013197302989251074,0.013197302989251074
r_4115,"cardiolipin (1-16:1, 2-16:1, 3-16:1, 4-18:1) [mitochondrial membrane] SLIME rxn",0.0,0.0,1000.0,LB,-0.013197302989249265,0.013197302989249265
r_4135,"cardiolipin (1-16:1, 2-18:1, 3-16:1, 4-16:1) [mitochondrial membrane] SLIME rxn",0.0,0.0,1000.0,LB,-0.013197302989248986,0.013197302989248986
r_4103,"phosphatidylglycerol (1-16:1, 2-18:1) [mitochondrial membrane] SLIME rxn",0.0,0.0,1000.0,LB,-0.01235204061674405,0.01235204061674405
r_4101,"phosphatidylglycerol (1-18:1, 2-16:1) [mitochondrial membrane] SLIME rxn",0.0,0.0,1000.0,LB,-0.012352040616741632,0.012352040616741632
r_3965,"1-phosphatidyl-1D-myo-inositol (1-18:0, 2-16:1) [cytoplasm] SLIME rxn",0.0,0.0,1000.0,LB,-0.011794893082222112,0.011794893082222112
r_3967,"1-phosphatidyl-1D-myo-inositol (1-16:0, 2-18:1) [cytoplasm] SLIME rxn",0.0,0.0,1000.0,LB,-0.011794893082221928,0.011794893082221928
r_3968,"1-phosphatidyl-1D-myo-inositol (1-16:1, 2-18:1) [cytoplasm] SLIME rxn",0.0,0.0,1000.0,LB,-0.011004159004042873,0.011004159004042873
r_3966,"1-phosphatidyl-1D-myo-inositol (1-18:1, 2-16:1) [cytoplasm] SLIME rxn",0.0,0.0,1000.0,LB,-0.011004159004040358,0.011004159004040358
r_4062,lipid backbone exchange,0.0,0.0,0.0,LB,0.009400033888170024,0.009400033888170024
r_4097,sn-2-acyl-1-lysophosphatidylinositol (18:1) [endoplasmic reticulum membrane] SLIME rxn,0.0,0.0,1000.0,LB,-0.00786486975474774,0.00786486975474774
r_4078,sphinganine [endoplasmic reticulum] SLIME rxn,0.0,0.0,1000.0,LB,-0.00747306898626923,0.00747306898626923
r_3972,ergosteryl oleate [endoplasmic reticulum membrane] SLIME rxn,0.0,0.0,1000.0,LB,-0.007014004110745069,0.007014004110745069
r_4104,"cardiolipin (1-16:0, 2-16:1, 3-16:0, 4-16:1) [mitochondrial membrane] SLIME rxn",0.0,0.0,1000.0,LB,-0.002844985394120491,0.002844985394120491
r_4006,"triglyceride (1-16:0, 2-16:1, 3-16:0) [endoplasmic reticulum membrane] SLIME rxn",0.0,0.0,1000.0,LB,-0.002389149784293412,0.002389149784293412
r_4088,"diglyceride (1-16:0, 2-16:1) [endoplasmic reticulum membrane] SLIME rxn",0.0,0.0,1000.0,LB,-0.0022593144664401366,0.0022593144664401366
r_4110,"cardiolipin (1-16:1, 2-16:1, 3-16:0, 4-16:1) [mitochondrial membrane] SLIME rxn",0.0,0.0,1000.0,LB,-0.001896656929412128,0.001896656929412128
r_3975,palmitate [cytoplasm] SLIME rxn,0.0,0.0,1000.0,LB,-0.0012591150611197073,0.0012591150611197073
r_4008,"triglyceride (1-16:1, 2-16:1, 3-16:0) [endoplasmic reticulum membrane] SLIME rxn",0.0,0.0,1000.0,LB,-0.0011945748921474751,0.0011945748921474751
r_4014,"triglyceride (1-16:0, 2-16:1, 3-16:1) [endoplasmic reticulum membrane] SLIME rxn",0.0,0.0,1000.0,LB,-0.0011945748921461862,0.0011945748921461862
r_4105,"cardiolipin (1-16:0, 2-16:1, 3-16:1, 4-16:1) [mitochondrial membrane] SLIME rxn",0.0,0.0,1000.0,LB,-0.0009483284647085648,0.0009483284647085648
r_4098,"phosphatidylglycerol (1-16:0, 2-16:1) [mitochondrial membrane] SLIME rxn",0.0,0.0,1000.0,LB,-0.0008875898146442633,0.0008875898146442633
r_3963,"1-phosphatidyl-1D-myo-inositol (1-16:0, 2-16:1) [cytoplasm] SLIME rxn",0.0,0.0,1000.0,LB,-0.0007907340781787495,0.0007907340781787495
