dataset_id,variable,RMSE_norm,status
25026,X_gDW_L,1.2058253717146064,ok
25026,G_g_L,0.1831266881570291,ok
25026,F_g_L,0.1848252608357067,ok
25026,E_g_L,0.07883499709390439,ok
25026,N_gN_L,54.92470842925128,ok
25026,isoamyl_acetate_mg_L,1.8702134385838414,ok
25026,ethyl_acetate_mg_L,1.3858445325067448,ok
25027,X_gDW_L,0.7376111888683982,ok
25027,G_g_L,0.053460271728097836,ok
25027,F_g_L,0.16919269831778408,ok
25027,E_g_L,0.0484610821948612,ok
25027,N_gN_L,79.03361306299087,ok
25027,isoamyl_acetate_mg_L,1.8637290925164687,ok
25027,ethyl_acetate_mg_L,1.3566996395184994,ok
25085,X_gDW_L,0.6935404866232556,ok
25085,G_g_L,0.13731363618669465,ok
25085,F_g_L,0.22666130113644276,ok
25085,E_g_L,0.056254036903675864,ok
25085,N_gN_L,38.06086573997885,ok
25085,isoamyl_acetate_mg_L,1.8702134385838411,ok
25085,ethyl_acetate_mg_L,1.3674039729117542,ok
25086,X_gDW_L,0.44047345714804953,ok
25086,G_g_L,0.12870958966752558,ok
25086,F_g_L,0.21914168711415427,ok
25086,E_g_L,0.029241402174969504,ok
25086,N_gN_L,35.41591245663644,ok
25086,isoamyl_acetate_mg_L,1.8702134385838411,ok
25086,ethyl_acetate_mg_L,1.3362351056804285,ok
25150,X_gDW_L,0.6523708535010067,ok
25150,G_g_L,0.21674540546052995,ok
25150,F_g_L,0.1761803509773319,ok
25150,E_g_L,0.03934217409674814,ok
25150,N_gN_L,76.54635705717047,ok
25150,isoamyl_acetate_mg_L,1.8681319534631025,ok
25150,ethyl_acetate_mg_L,1.3487269183440214,ok
25151,X_gDW_L,0.893764109142935,ok
25151,G_g_L,0.21760414759758712,ok
25151,F_g_L,0.1708941961874185,ok
25151,E_g_L,0.03733577901014643,ok
25151,N_gN_L,34.50538874092935,ok
25151,isoamyl_acetate_mg_L,1.8644957069150845,ok
25151,ethyl_acetate_mg_L,1.3231058830680054,ok
25170,X_gDW_L,1.203494987490942,ok
25170,G_g_L,0.1883269115457671,ok
25170,F_g_L,0.23416903066186742,ok
25170,E_g_L,0.3867570201046113,ok
25170,N_gN_L,74.57042811682221,ok
25170,isoamyl_acetate_mg_L,1.8702134385838411,ok
25170,ethyl_acetate_mg_L,1.2900350123774522,ok
25171,X_gDW_L,3.2743342355422405,ok
25171,G_g_L,0.1836204067794956,ok
25171,F_g_L,0.23067393515067447,ok
25171,E_g_L,0.5952702284216081,ok
25171,N_gN_L,97.89634536815652,ok
25171,isoamyl_acetate_mg_L,1.8702134385838411,ok
25171,ethyl_acetate_mg_L,1.2934814966290271,ok
