t_h,X_gDW_L,N_gN_L,N_free_gN_L,N_from_AA_gN_L,N_rec_gN_L,N_in_Prot_gN_L,N_total_system_gN_L,G_g_L,F_g_L,E_g_L,O2_g_L,Prot_g_L,Carb_g_L,P_frac_gProt_gDW,C_frac_gCarb_gDW,GAM_mmol_gDW,AA_phe_mmol_L,AA_phe_g_L,AA_leu_mmol_L,AA_leu_g_L,AA_val_mmol_L,AA_val_g_L,AA_met_mmol_L,AA_met_g_L,AA_tyr_mmol_L,AA_tyr_g_L,pea_g_L,pea_mg_L,isoamyl_g_L,isoamyl_mg_L,isobutanol_g_L,isobutanol_mg_L,methionol_g_L,methionol_mg_L,tyrosol_g_L,tyrosol_mg_L
45.0,2.0841149657161933,0.0018613951192719212,0.0,0.0018613951192719212,0.23729676369035885,0.13000303168588423,0.369161190495515,103.29275849908754,99.94399493844296,7.83480136080199,0.0,0.8125189480367764,0.6456712073666159,0.3898628249414059,0.3098059454434823,50.63040212095374,0.02345498381377498,0.003874528776197489,0.02345498381377498,0.0030765902268528643,0.02353459333868016,0.0027570776096263808,0.038990804279173986,0.005817817906495551,0.02345498381377498,0.004249808517217888,0.08947684610028238,89.47684610028237,0.0,0.0,0.013125819637402215,13.125819637402214,0.0,0.0,0.10920754443250073,109.20754443250074
46.0,2.0890657547489773,0.0017124835097301677,0.0,0.0017124835097301677,0.24119685464093538,0.12660942989493662,0.36951876804560213,103.29131708522728,99.77865911614032,7.919275132690736,0.0,0.7913089368433539,0.6442746432719129,0.37878603631528,0.30840323805381087,50.41721832446999,0.02157858510867298,0.0035645664741016897,0.02157858510867298,0.002830463008704635,0.021651825871585748,0.0025365114008562705,0.035871539936840065,0.005352392473975906,0.02157858510867298,0.003909823835840457,0.08961305701683771,89.61305701683771,0.0,0.0,0.013125819637402215,13.125819637402214,0.0,0.0,0.10938664675350526,109.38664675350526
47.0,2.093890543316802,0.0015754848289517543,0.0,0.0015754848289517543,0.2449951375377835,0.12330517045805765,0.3698757928247929,103.28991235618946,99.61404406335312,8.003439523259035,0.0,0.7706573153628603,0.6428384418256483,0.3680504302493816,0.30700670762253307,50.21060092515589,0.019852298299979143,0.003279401156173555,0.019852298299979143,0.0026040259680082645,0.019919679801858887,0.002333590488787769,0.033001816741892856,0.004924201076057833,0.019852298299979143,0.003597037928973221,0.08973329639795473,89.73329639795473,0.0,0.0,0.013125819637402215,13.125819637402214,0.0,0.0,0.10954704924810617,109.54704924810616
48.0,2.098599836281216,0.001449446042635614,0.0,0.001449446042635614,0.2486942926515252,0.12008958032851277,0.3702333190226736,103.28854125350139,99.45007244569939,8.087329426912246,0.0,0.7505598770532048,0.6413666880133533,0.3576479250962014,0.30561647672186754,50.010394383679944,0.018264114435980812,0.0030170490636796704,0.018264114435980812,0.002395703890567603,0.018326105417710178,0.002146903249684747,0.030361671402541427,0.004530264989973207,0.018264114435980812,0.0033092748946553633,0.08983883398372827,89.83883398372828,0.0,0.0,0.013125819637402215,13.125819637402214,0.0,0.0,0.10969024102556926,109.69024102556926
49.0,2.1032032987831184,0.0013334903592247646,0.0,0.0013334903592247646,0.25229698006138057,0.1169618138574593,0.3705922842780646,103.28720096317363,99.28667308460122,8.170976962460246,0.0,0.7310113366091205,0.6398631356989904,0.3475704593236767,0.30423266075571753,49.81644354785243,0.016802985281102346,0.0027756851385852964,0.016802985281102346,0.002204047579322195,0.016860016984293364,0.001975150989709968,0.027932737690338112,0.00416784379077535,0.016802985281102346,0.003044532903082934,0.08993083792248824,89.93083792248824,0.0,0.0,0.013125819637402215,13.125819637402214,0.0,0.0,0.10981759205560139,109.8175920556014
50.0,2.1077098234214624,0.0012268111304867834,0.0,0.0012268111304867834,0.25580583447710437,0.11392087452796537,0.3709535201355565,103.28588889614102,99.12378046477173,8.254411695190177,0.0,0.7120054657997835,0.6383312341366828,0.33781000491043844,0.30285536796544155,49.62859391043018,0.015458746458614158,0.0025536303274984727,0.015458746458614158,0.0020277237729764194,0.015511215625549895,0.0018171389105331702,0.025698118675111063,0.003834416287513322,0.015458746458614158,0.002800970270836299,0.09001038289812106,90.01038289812107,0.0,0.0,0.013125819637402215,13.125819637402214,0.0,0.0,0.10993036269949814,109.93036269949815
51.0,2.1121275920576603,0.001128666240047841,0.0,0.001128666240047841,0.25922346071294333,0.11096563467290241,0.3713177616258936,103.28460267026844,98.96133428110308,8.337660841173387,0.0,0.69353521670564,0.6367741523613926,0.32835857990472517,0.3014846994830646,49.446691850825374,0.014222046741925025,0.002349339901298595,0.014222046741925025,0.0018655058711383057,0.014270318375505903,0.0016717677976905165,0.02364226918110218,0.0035276629845122564,0.014222046741925025,0.0025768926491693952,0.09007845760720544,90.07845760720544,0.0,0.0,0.013125819637402215,13.125819637402214,0.0,0.0,0.11002971247879975,110.02971247879975
52.0,2.1164641326756457,0.0010383729408440139,0.0,0.0010383729408440139,0.2625524297531304,0.1080948533477122,0.37168565604168663,103.2833400937961,98.79927902180327,8.420749455227897,0.0,0.6755928334232012,0.6351948016282402,0.31920826013201226,0.30012074942428785,49.270584860430496,0.013084283002571024,0.0021613927091947076,0.013084283002571024,0.0017162654014472414,0.013128692905465431,0.0015380263738752752,0.021750887646614005,0.003245449945751276,0.013084283002571024,0.002370741237235844,0.09013597163797706,90.13597163797705,0.0,0.0,0.013125819637402215,13.125819637402214,0.0,0.0,0.11011670814245438,110.11670814245437
53.0,2.120726371693124,0.0009553031055764927,0.0,0.0009553031055764927,0.2657952753535618,0.10530719251502524,0.37205777097416354,103.28209915010918,98.63756358488202,8.503700603843868,0.0,0.6581699532189077,0.633595856056566,0.3103511900469482,0.298763605014598,49.10012175147462,0.012037540362365342,0.001988481292459131,0.012037540362365342,0.001578964169331462,0.012078397473028196,0.0014149842639652533,0.020010816634884885,0.002985813950091174,0.012037540362365342,0.002181081938256976,0.09018376179897628,90.18376179897628,0.0,0.0,0.013125819637402215,13.125819637402214,0.0,0.0,0.11019233108860844,110.19233108860844
54.0,2.120726371693124,0.0009553031055764927,0.0,0.0009553031055764927,0.26895449112901254,0.10162144077699935,0.37153123501158836,102.47804088679773,98.29197845077421,9.091680702415161,0.0,0.6351340048562459,0.6304278767762832,0.299488898395305,0.297269786989525,48.89106616226266,0.012037540362365342,0.001988481292459131,0.012037540362365342,0.001578964169331462,0.012078397473028196,0.0014149842639652533,0.020010816634884885,0.002985813950091174,0.012037540362365342,0.002181081938256976,0.09018376179897628,90.18376179897628,0.0,0.0,0.013125819637402215,13.125819637402214,0.0,0.0,0.11019233108860844,110.19233108860844
55.0,2.120726371693124,0.0009553031055764927,0.0,0.0009553031055764927,0.27200313435232254,0.09806469034980438,0.3710231278077034,101.68182663002865,97.94803890229196,9.674807390484714,0.0,0.6129043146862774,0.6272757373924018,0.28900678695146936,0.29578343805457735,48.689327518673124,0.012037540362365342,0.001988481292459131,0.012037540362365342,0.001578964169331462,0.012078397473028196,0.0014149842639652533,0.020010816634884885,0.002985813950091174,0.012037540362365342,0.002181081938256976,0.09018376179897628,90.18376179897628,0.0,0.0,0.013125819637402215,13.125819637402214,0.0,0.0,0.11019233108860844,110.19233108860844
56.0,2.120726371693124,0.0009553031055764927,0.0,0.0009553031055764927,0.2749450750628167,0.09463242618756124,0.3705328043559544,100.89325825346369,97.60569215005489,10.253208997801812,0.0,0.5914526636722577,0.6241393587054398,0.27889154940816796,0.2943045208643045,48.49464972760922,0.012037540362365342,0.001988481292459131,0.012037540362365342,0.001578964169331462,0.012078397473028196,0.0014149842639652533,0.020010816634884885,0.002985813950091174,0.012037540362365342,0.002181081938256976,0.09018376179897628,90.18376179897628,0.0,0.0,0.013125819637402215,13.125819637402214,0.0,0.0,0.11019233108860844,110.19233108860844
57.0,2.120726371693124,0.0009553031055764927,0.0,0.0009553031055764927,0.2777840478484435,0.09132029127099658,0.3700596422250166,100.11214623925632,97.26488768415192,10.82700828551561,0.0,0.5707518204437286,0.6210186619119126,0.26913034517888207,0.29283299825998294,48.30678565923255,0.012037540362365342,0.001988481292459131,0.012037540362365342,0.001578964169331462,0.012078397473028196,0.0014149842639652533,0.020010816634884885,0.002985813950091174,0.012037540362365342,0.002181081938256976,0.09018376179897628,90.18376179897628,0.0,0.0,0.013125819637402215,13.125819637402214,0.0,0.0,0.11019233108860844,110.19233108860844
58.0,2.120726371693124,0.0009553031055764927,0.0,0.0009553031055764927,0.2805236565865734,0.08812408107651169,0.3696030407686616,99.33830916794008,96.92557713817246,11.39632277661014,0.0,0.5507755067281981,0.617913568602353,0.25971078309762113,0.291368833268683,48.12549683324907,0.012037540362365342,0.001988481292459131,0.012037540362365342,0.001578964169331462,0.012078397473028196,0.0014149842639652533,0.020010816634884885,0.002985813950091174,0.012037540362365342,0.002181081938256976,0.09018376179897628,90.18376179897628,0.0,0.0,0.013125819637402215,13.125819637402214,0.0,0.0,0.11019233108860844,110.19233108860844
59.0,2.120726371693124,0.0009553031055764927,0.0,0.0009553031055764927,0.28316737901886874,0.08503973823883378,0.369162420363279,98.57157324667628,96.58771416350014,11.961265061471888,0.0,0.5314983639927111,0.6148240007593413,0.2506209056892044,0.2899119891023396,47.95055311617501,0.012037540362365342,0.001988481292459131,0.012037540362365342,0.001578964169331462,0.012078397473028196,0.0014149842639652533,0.020010816634884885,0.002985813950091174,0.012037540362365342,0.002181081938256976,0.09018376179897628,90.18376179897628,0.0,0.0,0.013125819637402215,13.125819637402214,0.0,0.0,0.11019233108860844,110.19233108860844
60.0,2.120726371693124,0.0009553031055764927,0.0,0.0009553031055764927,0.2857185711660337,0.08206334740047459,0.3687372216720848,97.81177187239241,96.25125431293894,12.521943080839677,0.0,0.5128959212529662,0.6117498807555446,0.24184917399008227,0.28846242915682796,47.78173242919854,0.012037540362365342,0.001988481292459131,0.012037540362365342,0.001578964169331462,0.012078397473028196,0.0014149842639652533,0.020010816634884885,0.002985813950091174,0.012037540362365342,0.002181081938256976,0.09018376179897628,90.18376179897628,0.0,0.0,0.013125819637402215,13.125819637402214,0.0,0.0,0.11019233108860844,110.19233108860844
61.0,2.120726371693124,0.0009553031055764927,0.0,0.0009553031055764927,0.28818047158804794,0.07919113024145799,0.3683269049350824,97.05874522670759,95.91615493283975,13.07846038814967,0.0,0.4949445640091124,0.6086911313517669,0.23338445290042936,0.2870201170110438,47.61882046626625,0.012037540362365342,0.001988481292459131,0.012037540362365342,0.001578964169331462,0.012078397473028196,0.0014149842639652533,0.020010816634884885,0.002985813950091174,0.012037540362365342,0.002181081938256976,0.09018376179897628,90.18376179897628,0.0,0.0,0.013125819637402215,13.125819637402214,0.0,0.0,0.11019233108860844,110.19233108860844
62.0,2.120726371693124,0.0009553031055764927,0.0,0.0009553031055764927,0.29055620549529165,0.07641944068300696,0.3679309492838751,96.31233989986258,95.5823750629817,13.63091639307995,0.0,0.47762150426879346,0.6056476756950081,0.22521599704891435,0.2855850164259886,47.46161042203659,0.012037540362365342,0.001988481292459131,0.012037540362365342,0.001578964169331462,0.012078397473028196,0.0014149842639652533,0.020010816634884885,0.002985813950091174,0.012037540362365342,0.002181081938256976,0.09018376179897628,90.18376179897628,0.0,0.0,0.013125819637402215,13.125819637402214,0.0,0.0,0.11019233108860844,110.19233108860844
63.0,2.120726371693124,0.0009553031055764927,0.0,0.0009553031055764927,0.29284878871578185,0.07374476025910172,0.36754885208046006,95.57240854115572,95.24987534353878,14.179406587915096,0.0,0.4609047516193857,0.6026194373165331,0.21733343715220235,0.2841570913438587,47.30990272935497,0.012037540362365342,0.001988481292459131,0.012037540362365342,0.001578964169331462,0.012078397473028196,0.0014149842639652533,0.020010816634884885,0.002985813950091174,0.012037540362365342,0.002181081938256976,0.09018376179897628,90.18376179897628,0.0,0.0,0.013125819637402215,13.125819637402214,0.0,0.0,0.11019233108860844,110.19233108860844
64.0,2.120726371693124,0.0009553031055764927,0.0,0.0009553031055764927,0.2950611315235549,0.07116369365003315,0.3671801282791646,94.83880953363658,94.91861792852922,14.724022758188607,0.0,0.4447730853127072,0.5996063401299504,0.20972676685187527,0.2827363058871394,47.1635048059172,0.012037540362365342,0.001988481292459131,0.012037540362365342,0.001578964169331462,0.012078397473028196,0.0014149842639652533,0.020010816634884885,0.002985813950091174,0.012037540362365342,0.002181081938256976,0.09018376179897628,90.18376179897628,0.0,0.0,0.013125819637402215,13.125819637402214,0.0,0.0,0.11019233108860844,110.19233108860844
65.0,2.120726371693124,0.0009553031055764927,0.0,0.0009553031055764927,0.2971960423330559,0.06867296437228199,0.3668243098109144,94.11140669103125,94.58856640520524,15.264853178916898,0.0,0.42920602732676244,0.5966083084293007,0.2023863300120596,0.2813226243577037,47.02223080979975,0.012037540362365342,0.001988481292459131,0.012037540362365342,0.001578964169331462,0.012078397473028196,0.0014149842639652533,0.020010816634884885,0.002985813950091174,0.012037540362365342,0.002181081938256976,0.09018376179897628,90.18376179897628,0.0,0.0,0.013125819637402215,13.125819637402214,0.0,0.0,0.11019233108860844,110.19233108860844
66.0,2.120726371693124,0.0009553031055764927,0.0,0.0009553031055764927,0.29925623126422435,0.06626941061925212,0.366480944989053,93.3900689750706,94.2596857188932,15.801982797610728,0.0,0.41418381637032575,0.5936252668871542,0.19530280846163753,0.2799160112359152,46.88590140354642,0.012037540362365342,0.001988481292459131,0.012037540362365342,0.001578964169331462,0.012078397473028196,0.0014149842639652533,0.020010816634884885,0.002985813950091174,0.012037540362365342,0.002181081938256976,0.09018376179897628,90.18376179897628,0.0,0.0,0.013125819637402215,13.125819637402214,0.0,0.0,0.11019233108860844,110.19233108860844
67.0,2.120726371693124,0.0009553031055764927,0.0,0.0009553031055764927,0.3012443135828019,0.06394998124757831,0.3661495979359567,92.67467023156787,93.93194210284135,16.335493405136194,0.0,0.3996873827973644,0.5906571405527185,0.18846721016548024,0.2785164311797356,46.75434352651196,0.012037540362365342,0.001988481292459131,0.012037540362365342,0.001578964169331462,0.012078397473028196,0.0014149842639652533,0.020010816634884885,0.002985813950091174,0.012037540362365342,0.002181081938256976,0.09018376179897628,90.18376179897628,0.0,0.0,0.013125819637402215,13.125819637402214,0.0,0.0,0.11019233108860844,110.19233108860844
68.0,2.120726371693124,0.0009553031055764927,0.0,0.0009553031055764927,0.30316281302022924,0.06171173190391306,0.3658298480297188,91.96508894374821,93.60530301267465,16.865463795396092,0.0,0.3856983243994566,0.5877038548499549,0.18187085780968842,0.27712384902383697,46.627390175173694,0.012037540362365342,0.001988481292459131,0.012037540362365342,0.001578964169331462,0.012078397473028196,0.0014149842639652533,0.020010816634884885,0.002985813950091174,0.012037540362365342,0.002181081938256976,0.09018376179897628,90.18376179897628,0.0,0.0,0.013125819637402215,13.125819637402214,0.0,0.0,0.11019233108860844,110.19233108860844
69.0,2.120726371693124,0.0009553031055764927,0.0,0.0009553031055764927,0.3050141649773466,0.059551821287276104,0.36552128937019923,91.26120800147244,93.27973706509285,17.391969914712007,0.0,0.37219888304547566,0.5847653355757051,0.17550537778634934,0.27573822977871776,46.50488019113227,0.012037540362365342,0.001988481292459131,0.012037540362365342,0.001578964169331462,0.012078397473028196,0.0014149842639652533,0.020010816634884885,0.002985813950091174,0.012037540362365342,0.002181081938256976,0.09018376179897628,90.18376179897628,0.0,0.0,0.013125819637402215,13.125819637402214,0.0,0.0,0.11019233108860844,110.19233108860844
70.0,2.120726371693124,0.0009553031055764927,0.0,0.0009553031055764927,0.3068007196159649,0.05746750754222144,0.3652235302637628,90.56291448512162,92.95521398048194,17.91508500170668,0.0,0.359171922138884,0.5818415088978266,0.1693626895638271,0.2743595386298242,46.386658056532305,0.012037540362365342,0.001988481292459131,0.012037540362365342,0.001578964169331462,0.012078397473028196,0.0014149842639652533,0.020010816634884885,0.002985813950091174,0.012037540362365342,0.002181081938256976,0.09018376179897628,90.18376179897628,0.0,0.0,0.013125819637402215,13.125819637402214,0.0,0.0,0.11019233108860844,110.19233108860844
71.0,2.120726371693124,0.0009553031055764927,0.0,0.0009553031055764927,0.3085247448422315,0.05545614477824369,0.3649361927260517,89.87009946302098,92.63170452913909,18.43487971841378,0.0,0.34660090486402306,0.5789323013533375,0.16343499542909315,0.2729877409366751,46.272573696643335,0.012037540362365342,0.001988481292459131,0.012037540362365342,0.001578964169331462,0.012078397473028196,0.0014149842639652533,0.020010816634884885,0.002985813950091174,0.012037540362365342,0.002181081938256976,0.09018376179897628,90.18376179897628,0.0,0.0,0.013125819637402215,13.125819637402214,0.0,0.0,0.11019233108860844,110.19233108860844
72.0,2.120726371693124,0.0009553031055764927,0.0,0.0009553031055764927,0.3101884291855788,0.05351517971100516,0.3646589120021605,89.18265780138142,92.30918048083733,18.9514222732773,0.0,0.33446987319378224,0.5760376398465709,0.15771477058907488,0.27162280223199176,46.162482289350464,0.012037540362365342,0.001988481292459131,0.012037540362365342,0.001578964169331462,0.012078397473028196,0.0014149842639652533,0.020010816634884885,0.002985813950091174,0.012037540362365342,0.002181081938256976,0.09018376179897628,90.18376179897628,0.0,0.0,0.013125819637402215,13.125819637402214,0.0,0.0,0.11019233108860844,110.19233108860844
