t_h,mode,objective_id,score,s_mu,s_yan,s_sugar,s_turnover,yan_gN_L,glu_g_L,fru_g_L,sugar_total_g_L,mu_baseline,cap_active,cap_target,cap_applied,cap_relaxed,cap_omitted,v_ADH_baseline,floor_value,floor_applied,floor_relaxed,floor_omitted,status_baseline,status_pairwise,status_v2,mu_v2,obj_baseline,obj_v2,v_eth_baseline,v_eth_v2,v_ADH_v2,v_PDC_v2,v_r0179_baseline,v_r0179_v2,v_r0181_baseline,v_r0181_v2,v_r1865_baseline,v_r1865_v2,v_r1862_baseline,v_r1862_pairwise,v_r1862_v2,v_r0160_v2,v_r1862_v1,v_r1865_v1,v1_active,X_gDW_L,E_g_L
43.0,BIOMASS,r_2111,0.8750789730622802,0.9452280560925582,0.972167937240301,0.9995339168747415,0.0,0.002233300641597274,103.22049167227738,100.19311567947429,203.41360735175166,0.002529197713039299,True,r_2115,1.2330649509787714,False,False,1.4506646482103194,0.006347230653068202,0.006347230653068202,False,False,optimal,optimal,optimal,0.002529197713039728,0.002529197713039299,0.002529197713039728,1.4501220425493964,0.926564940546076,0.94030407458203,0.9412518240716448,0.0,0.006347230653068202,0.0,0.0,0.0,0.0058770654195075935,0.0,0.0,0.0004701652335606074,0.00047016523356060736,,,,2.1040986704056186,7.788082320138888
44.0,BIOMASS,r_2111,0.8754360552959485,0.9454716341880305,0.9731186343663933,0.9995299157654042,0.0,0.002054636590269492,103.21894382308751,100.02362541722468,203.2425692403122,0.002450619218236679,True,r_2115,1.2298712822760836,False,False,1.4469073909130394,0.0063333744933973205,0.0063333744933973205,False,False,optimal,optimal,optimal,0.0024506192182370485,0.002450619218236679,0.0024506192182370485,1.4463816432209051,0.9193832803989191,0.9335481634907574,0.934480048749876,0.0,0.00633337449339732,0.0,0.0,0.0,0.005864235642034555,0.0,0.0,0.0004691388513627644,0.00046913885136276427,,,,2.109415030269273,7.874548413424666
45.0,BIOMASS,r_2111,0.8757555925815731,0.9456940687927324,0.9739653368756054,0.9995259029369058,0.0,0.0018902656630479324,103.2174402739252,99.85504519186743,203.07248546579262,0.0023785721512228192,True,r_2115,1.2268380161465422,False,False,1.4433388425253437,0.006320060316658921,0.006320060316658921,False,False,optimal,optimal,optimal,0.0023785740239126436,0.0023785721512228192,0.0023785740239126436,1.442828551571215,0.9128792211119777,0.927434509184412,0.9283518040323328,0.0,0.006320060316658921,0.0,0.0,0.0,0.005851907700610111,0.0,0.0,0.00046815261604880886,0.0004681526160488088,,,,2.114579233908677,7.960619520073277
46.0,BIOMASS,r_2111,0.876042153305046,0.945897293302342,0.9747213413434588,0.999521876371019,0.0,0.001739044410004098,103.21597735568619,99.68728230254492,202.9032596582311,0.002312503704516005,True,r_2115,1.2239499148534778,False,False,1.4399410762982092,0.006307245405563344,0.006307245405563344,False,False,optimal,optimal,optimal,0.0023125055251891503,0.002312503704516005,0.0023125055251891503,1.4394449594487804,0.9067713610842513,0.9216846231355305,0.9225884931245214,0.0,0.006307245405563344,0.0,0.0,0.0,0.00584004204218828,0.0,0.0,0.0004672033633750624,0.00046720336337506237,,,,2.1196038835067266,8.046337498976294
47.0,BIOMASS,r_2111,0.8762996503523559,0.9460830489123349,0.9753979514346957,0.9995178341608225,0.0,0.00159992085720377,103.21455169259777,99.52025143316753,202.7348031257653,0.0022519094191454187,True,r_2115,1.2211948097179706,False,False,1.436699776138789,0.006294897557458644,0.006294897557458644,False,False,optimal,optimal,optimal,0.002251911192111288,0.0022519094191454187,0.002251911192111288,1.4362166589857033,0.9013610129225423,0.9166025886925602,0.9174941020976005,0.0,0.006294897557458641,0.0,0.0,0.0,0.00582860884949874,0.0,0.0,0.00046628870795989923,0.0004662887079598993,,,,2.124500573747608,8.131740876453481
48.0,BIOMASS,r_2111,0.8765314502792841,0.9462529060956871,0.9760048203324131,0.9995137745028468,0.0,0.0014719271886274683,103.21316017875195,99.35387406158303,202.56703424033498,0.002196328712192002,True,r_2115,1.2185495009363898,False,False,1.4335876481604586,0.0062829233017227745,0.0062829233017227745,False,False,optimal,optimal,optimal,0.0021963304413999333,0.002196328712192002,0.0021963304413999333,1.4331164551072866,0.8963028544893162,0.9118455792617144,0.912725710462849,0.0,0.0062829233017227745,0.0,0.0,0.0,0.005817521575669235,0.0,0.0,0.0004654017260535388,0.00046540172605353874,,,,2.1292799724177547,8.216865112883932
49.0,BIOMASS,r_2111,0.8767404619925414,0.94640828332847,0.9765502276236453,0.9995096956896891,0.0,0.001354173013537271,103.21179995651596,99.18807791601225,202.3998778725282,0.002145340855629734,True,r_2115,1.216028287164675,False,False,1.4306215143113825,0.006271418836969154,0.006271418836969154,False,False,optimal,optimal,optimal,0.0021453408556311978,0.002145340855629734,0.0021453408556311978,1.4301612600232845,0.8915906141012002,0.907409577111609,0.9082792278503157,0.0,0.006271418836969151,0.0,0.0,0.0,0.005806869293489954,0.0,0.0,0.0004645495434791963,0.0004645495434791963,,,,2.133951894558733,8.30174284800674
50.0,BIOMASS,r_2111,0.8769292091610822,0.9465504634662225,0.9770413043009691,0.9995055961030824,0.0,0.0012458391724542895,103.21046839666995,99.02279647496982,202.2332648716398,0.0020985613552752754,True,r_2115,1.2136094960289294,False,False,1.4277758776810934,0.006260291856370757,0.006260291856370757,False,False,optimal,optimal,optimal,0.0020987080176514323,0.0020985613552752754,0.0020987080176514323,1.4273256593113328,0.8873387851959138,0.9034109529787899,0.904270840836304,0.0,0.006260291856370757,0.0,0.0,0.0,0.005796566533676627,0.0,0.0,0.0004637253226941301,0.0004637253226941301,,,,2.138525370687898,8.386404126597679
51.0,BIOMASS,r_2111,0.8770998896413528,0.9466806081078292,0.9774842164892874,0.9995014742073922,0.0,0.0011461720386579462,103.20916308013359,98.85796850719123,202.0671315873248,0.002055638685321414,True,r_2115,1.2112846410896336,False,False,1.4250407542230985,0.006249515441317548,0.006249515441317548,False,False,optimal,optimal,optimal,0.002055782347956088,0.002055638685321414,0.002055782347956088,1.4245997443401155,0.8834544832351435,0.8997592216630941,0.900610208405322,0.0,0.006249515441317548,0.0,0.0,0.0,0.005786588371590322,0.0,0.0,0.00046292706972722575,0.00046292706972722575,,,,2.1430087095614,8.470876606091771
52.0,BIOMASS,r_2111,0.8772544244852744,0.9467997702295621,0.977884316177827,0.9994973285435255,0.0,0.0010544782755653106,103.20788178115467,98.69353764836558,201.90141942952025,0.0020162513395456418,True,r_2115,1.2090428420512451,False,False,1.4224033435897,0.006239048132833562,0.006239048132833562,False,False,optimal,optimal,optimal,0.0020163922495137565,0.0020162513395456418,0.0020163922495137565,1.4219707837368105,0.8798624035232931,0.8963805569234339,0.8972233328391245,0.0,0.006239048132833563,0.0,0.0,0.0,0.005776896419290335,0.0,0.0,0.0004621517135432268,0.0004621517135432268,,,,2.1474095559161483,8.555185747596099
53.0,TURNOVER_ATPM,r_4046,0.9790940649989448,0.9525741268224334,0.9782462654508253,0.9994931577232238,1.0,0.0009701200135200856,103.20662245184245,98.52945201172969,201.73607446357215,0.0,True,r_2115,5.0,False,False,6.005843671376203,0.029401429469779566,0.029401429469779566,False,False,optimal,optimal,optimal,0.0,6.005843671376215,5.230206804508875,6.005843671376203,5.052893558862316,5.0,5.295231138983689,0.0,0.029401429469779566,0.0,0.0,0.0,0.02722354580535145,0.0,0.0,0.0021778836644281156,0.002177883664428115,,,,2.1517349435924253,8.639354991621623
54.0,TURNOVER_ATPM,r_4046,0.9790849572225876,0.9525741268224334,0.9782462654508253,0.9994627984686996,1.0,0.0009701200135200856,102.39256915558406,98.17942878284916,200.5719979384332,0.0,True,r_2115,5.0,False,False,5.955770121704959,0.029156024674185328,0.029156024674185328,False,False,optimal,optimal,optimal,0.0,5.955770121704961,5.214384357645529,5.955770121704958,5.052551526978583,5.0,5.2788162264759215,0.0,0.02915602467418533,0.0,0.0,0.0,0.02699631914276419,0.0,0.0,0.0021597055314211354,0.0021597055314211354,,,,2.1517349435924253,9.234716850379032
55.0,TURNOVER_ATPM,r_4046,0.9790753870357973,0.9525741268224334,0.9782462654508253,0.9994308978460654,1.0,0.0009701200135200856,101.58654094449734,97.83108592349943,199.41762686799677,0.0,True,r_2115,5.0,False,False,5.907033904165155,0.028917157529770386,0.028917157529770386,False,False,optimal,optimal,optimal,0.0,5.907033904165158,5.198984635765398,5.907033904165155,5.052217515141643,5.0,5.262840368287191,0.0,0.028917157529770386,0.0,0.0,0.0,0.026775145860898502,0.0,0.0,0.0021420116688718803,0.0021420116688718803,,,,2.1517349435924253,9.825114896683422
56.0,TURNOVER_ATPM,r_4046,0.9790653342406364,0.9525741268224334,0.9782462654508253,0.9993973885288621,1.0,0.0009701200135200856,100.78833312487987,97.4843689203463,198.27270204522617,0.0,True,r_2115,4.980639947272943,False,False,5.8595764085564035,0.028684540674759115,0.028684540674759115,False,False,optimal,optimal,optimal,0.0,5.859576408556409,5.171082416993585,5.859576408556403,5.032531077171428,4.980639947272943,5.2343776452547,0.0,0.028684540674759115,0.0,0.0,0.0,0.026559759884036218,0.0,0.0,0.002124780790722897,0.0021247807907228975,,,,2.1517349435924253,10.4106817008425
57.0,TURNOVER_ATPM,r_4046,0.9790547778696101,0.9525741268224334,0.9782462654508253,0.9993622006254417,1.0,0.0009701200135200856,99.99774998594059,97.13922563720651,197.1369756231471,0.0,True,r_2115,4.941341155928219,False,False,5.81334253638614,0.028457903928207448,0.028457903928207448,False,False,optimal,optimal,optimal,0.0,5.813342536386148,5.130274500133115,5.8133425363861395,4.992913161213862,4.941341155928219,5.193024198600272,0.0,0.028457903928207448,0.0,0.0,0.0,0.026349911044636527,0.0,0.0,0.002107992883570922,0.0021079928835709217,,,,2.1517349435924253,10.991544023109675
58.0,TURNOVER_ATPM,r_4046,0.9790436961599713,0.9525741268224334,0.9782462654508253,0.9993252615933121,1.0,0.0009701200135200856,99.21460426232406,96.79560617187033,196.0102104341944,0.0,True,r_2115,4.903038368941792,False,False,5.768280434049167,0.028236992983193706,0.028236992983193706,False,False,optimal,optimal,optimal,0.0,5.768280434049168,5.090500995079183,5.768280434049165,4.95429816945017,4.903038368941792,5.1527195174393725,0.0,0.028236992983193706,0.0,0.0,0.0,0.026145363873327505,0.0,0.0,0.0020916291098662,0.0020916291098662,,,,2.1517349435924253,11.567823161801156
59.0,TURNOVER_ATPM,r_4046,0.9790320665272884,0.9525741268224334,0.9782462654508253,0.9992864961510355,1.0,0.0009701200135200856,98.43871663744036,96.45346272383466,194.89217936127503,0.0,True,r_2115,4.8656900628174276,False,False,5.7243412503734445,0.028021568219302576,0.028021568219302576,False,False,optimal,optimal,optimal,0.0,5.724341250373446,5.051718782682706,5.7243412503734445,4.9166442606601235,4.8656900628174276,5.113419895999188,0.0,0.028021568219302576,0.0,0.0,0.0,0.02594589649935423,0.0,0.0,0.0020756717199483386,0.002075671719948338,,,,2.1517349435924253,12.13963527496303
60.0,TURNOVER_ATPM,r_4046,0.9790198655382664,0.9525741268224334,0.9782462654508253,0.9992458261876288,1.0,0.0009701200135200856,97.66991528387588,96.1127494719487,193.78266475582458,0.0,True,r_2115,4.829257078552457,False,False,5.6814789159440675,0.02781140362173028,0.02781140362173028,False,False,optimal,optimal,optimal,0.0,5.681478915944068,5.013887199027903,5.681478915944067,4.8799119792886385,4.829257078552457,5.075084115482975,0.0,0.02781140362173028,0.0,0.0,0.0,0.02575129964975026,0.0,0.0,0.0020601039719800205,0.0020601039719800205,,,,2.1517349435924253,12.707091678003753
61.0,TURNOVER_ATPM,r_4046,0.9790070688828025,0.9525741268224334,0.9782462654508253,0.9992031706694162,1.0,0.0009701200135200856,96.90803543755577,95.77342246108022,192.68145789863598,0.0,True,r_2115,4.793702450639494,False,False,5.639649941928817,0.027606285795863994,0.027606285795863994,False,False,optimal,optimal,optimal,0.0,5.639649941928817,4.976967857892715,5.639649941928819,4.844064082725702,4.793702450639494,5.037673264325624,0.0,0.027606285795863994,0.0,0.0,0.0,0.025561375736911102,0.0,0.0,0.002044910058952888,0.002044910058952888,,,,2.1517349435924253,13.270299119450925
62.0,TURNOVER_ATPM,r_4046,0.9789936513452612,0.9525741268224334,0.9782462654508253,0.9991584455442782,1.0,0.0009701200135200856,96.15291900267688,95.43543949700388,191.58835849968077,0.0,True,r_2115,4.758991250939441,False,False,5.598813236399342,0.027406013067513852,0.027406013067513852,False,False,optimal,optimal,optimal,0.0,5.598813236399342,4.940924488648782,5.598813236399341,4.809065383616491,4.758991250939441,5.001150574075851,0.0,0.027406013067513856,0.0,0.0,0.0,0.025375938025475792,0.0,0.0,0.002030075042038063,0.002030075042038063,,,,2.1517349435924253,13.829360036765554
63.0,TURNOVER_ATPM,r_4046,0.978979586774952,0.9525741268224334,0.9782462654508253,0.9991115636432476,1.0,0.0009701200135200856,95.4044141847362,95.09876004879533,190.50317423353152,0.0,True,r_2115,4.725090445920136,False,False,5.5589299363766305,0.02721039466012452,0.02721039466012452,False,False,optimal,optimal,optimal,0.0,5.558929936376626,4.905722788037953,5.558929936376631,4.774882605679365,4.725090445920136,4.965481269323167,0.0,0.02721039466012452,0.0,0.0,0.0,0.025194809870485665,0.0,0.0,0.002015584789638853,0.002015584789638853,,,,2.1517349435924253,14.384372793948172
64.0,TURNOVER_ATPM,r_4046,0.9789648480557966,0.9525741268224334,0.9782462654508253,0.9990624345793961,1.0,0.0009701200135200856,94.66237514925089,94.76334515808725,189.42572030733814,0.0,True,r_2115,4.691968765928176,False,False,5.519963254033148,0.027019249941290707,0.027019249941290707,False,False,optimal,optimal,optimal,0.0,5.519963254033148,4.871330284441666,5.519963254033148,4.741484251684798,4.691968765928176,4.930632430269588,0.0,0.027019249941290707,0.0,0.0,0.0,0.025017824019713614,0.0,0.0,0.0020014259215770888,0.0020014259215770888,,,,2.1517349435924253,14.935431902495534
65.0,TURNOVER_ATPM,r_4046,0.9789494070751676,0.9525741268224334,0.9782462654508253,0.9990109646439664,1.0,0.0009701200135200856,93.92666170400547,94.4291573546082,188.35581905861366,0.0,True,r_2115,4.65959658531224,False,False,5.4818783356614595,0.026832407731769963,0.026832407731769963,False,False,optimal,optimal,optimal,0.0,5.481878335661461,4.8377162134168215,5.481878335661458,4.708840482400642,4.65959658531224,4.896572866704793,0.0,0.026832407731769963,0.0,0.0,0.0,0.024844821973861078,0.0,0.0,0.001987585757908886,0.001987585757908886,,,,2.1517349435924253,15.482628227111274
66.0,TURNOVER_ATPM,r_4046,0.9789332346918853,0.9525741268224334,0.9782462654508253,0.9989570566996919,1.0,0.0009701200135200856,93.19713900287398,94.09616057748146,187.29329958035544,0.0,True,r_2115,4.627945812348713,False,False,5.444642132174956,0.026649705670948765,0.026649705670948765,False,False,optimal,optimal,optimal,0.0,5.44464213217496,4.80485140340853,5.444642132174958,4.676923005443065,4.627945812348713,4.863273002282087,0.0,0.026649705670948765,0.0,0.0,0.0,0.024675653399026626,0.0,0.0,0.0019740522719221302,0.0019740522719221302,,,,2.1517349435924253,16.02604917743606
67.0,TURNOVER_ATPM,r_4046,0.9789163007033548,0.9525741268224334,0.9782462654508253,0.9989006100712567,1.0,0.0009701200135200856,92.47367726945399,93.76432010181234,186.23799737126632,0.0,True,r_2115,4.596989788035212,False,False,5.408223280041426,0.026470989633379582,0.026470989633379582,False,False,optimal,optimal,optimal,0.0,5.408223280041426,4.772708170669786,5.408223280041427,4.6457049730885815,4.596989788035212,4.830704768113615,0.0,0.026470989633379585,0.0,0.0,0.0,0.024510175586462575,0.0,0.0,0.0019608140469170063,0.001960814046917006,,,,2.1517349435924253,16.565778886940436
68.0,TURNOVER_ATPM,r_4046,0.9788985738118313,0.9525741268224334,0.9782462654508253,0.9988415204328452,1.0,0.0009701200135200856,91.756151538917,93.43360247013685,185.18975400905384,0.0,True,r_2115,4.566703192919367,False,False,5.372591991669844,0.026296113191592384,0.026296113191592384,False,False,optimal,optimal,optimal,0.0,5.372591991669845,4.741260222523649,5.372591991669844,4.615160888205491,4.566703192919367,4.798841504809985,0.0,0.026296113191592384,0.0,0.0,0.0,0.024348252955178132,0.0,0.0,0.0019478602364142504,0.0019478602364142502,,,,2.1517349435924253,17.101898380014543
69.0,TURNOVER_ATPM,r_4046,0.9788800215897965,0.9525741268224334,0.9782462654508253,0.9987796796927292,1.0,0.0009701200135200856,91.04444141662974,93.1039754283452,184.14841684497492,0.0,True,r_2115,4.537061961218914,False,False,5.337719954375193,0.02612493712089538,0.02612493712089538,False,False,optimal,optimal,optimal,0.0,5.337719954375195,4.710482568195521,5.337719954375193,4.585266517552702,4.537061961218914,4.767657872182521,0.0,0.026124937120895385,0.0,0.0,0.0,0.02418975659342165,0.0,0.0,0.001935180527473732,0.0019351805274737317,,,,2.1517349435924253,17.63448572819185
70.0,TURNOVER_ATPM,r_4046,0.9788606104444325,0.9525741268224334,0.9782462654508253,0.9987149758748494,1.0,0.0009701200135200856,90.33843085223455,92.7754078657293,183.11383871796386,0.0,True,r_2115,4.508043201567743,False,False,5.3035802371385214,0.025957328942332204,0.025957328942332204,False,False,optimal,optimal,optimal,0.0,5.3035802371385286,4.680351436524737,5.303580237138519,4.5559988117733585,4.508043201567743,4.737129765909185,0.0,0.025957328942332204,0.0,0.0,0.0,0.024034563835492778,0.0,0.0,0.001922765106839422,0.0019227651068394217,,,,2.1517349435924253,18.16361619635722
71.0,TURNOVER_ATPM,r_4046,0.9788403055811787,0.9525741268224334,0.9782462654508253,0.9986472929973369,1.0,0.0009701200135200856,89.6380079279967,92.44786975883548,182.0858776868322,0.0,True,r_2115,4.479625123791408,False,False,5.27014720446048,0.025793162500359457,0.025793162500359457,False,False,optimal,optimal,optimal,0.0,5.27014720446048,4.650844199936245,5.270147204460479,4.527335831480289,4.479625123791408,4.707234240537368,0.0,0.025793162500359457,0.0,0.0,0.0,0.0238825578707032,0.0,0.0,0.0019106046296562555,0.0019106046296562557,,,,2.1517349435924253,18.68936237971206
